2.20E-07,5.00E-07,0.057143243,1.54E-06,-0.019457259
3.14E-08,8.00E-07,0.071428829,1.59E-06,-0.000398822
1.89E-07,8.00E-07,9.00E-07,1.60E-06,-0.003691841
3.14E-08,6.71E-07,0.071428829,1.50E-06,-0.016767419
6.29E-08,7.14E-07,0.028572071,1.50E-06,-0.008121911
1.57E-07,5.43E-07,0.042857657,1.60E-06,-0.011559958
1.89E-07,5.43E-07,0.057143243,1.60E-06,-0.003078026
1.26E-07,6.71E-07,0.028572071,1.60E-06,-0.010744957
9.43E-08,7.57E-07,0.057143243,1.52E-06,-0.026538943
1.26E-07,6.29E-07,0.1,1.60E-06,-0.00738449
0,6.29E-07,9.00E-07,1.50E-06,-3.81E-06
1.57E-07,7.14E-07,0.1,1.60E-06,-0.007375022
1.89E-07,5.86E-07,9.00E-07,1.60E-06,-0.002999681
0,6.71E-07,9.00E-07,1.50E-06,-3.81E-06
0,5.86E-07,0.028572071,1.50E-06,-3.81E-06
2.20E-07,5.43E-07,0.057143243,1.52E-06,-0.005240539
1.26E-07,5.00E-07,0.042857657,1.56E-06,-0.008447191
1.26E-07,7.14E-07,0.014286486,1.54E-06,-0.009593744
6.29E-08,7.14E-07,0.014286486,1.50E-06,-0.002851245
0,6.71E-07,0.085714414,1.50E-06,-3.81E-06
6.29E-08,5.86E-07,9.00E-07,1.60E-06,-0.002085414
1.57E-07,5.86E-07,0.014286486,1.60E-06,-0.010929786
3.14E-08,6.29E-07,0.057143243,1.56E-06,-0.017204039
1.26E-07,7.14E-07,0.042857657,1.54E-06,-0.006801529
6.29E-08,7.14E-07,0.085714414,1.50E-06,-0.035842026
1.57E-07,5.00E-07,0.042857657,1.59E-06,-0.002810105
1.89E-07,7.57E-07,9.00E-07,1.60E-06,-0.003475762
1.89E-07,6.29E-07,0.1,1.60E-06,-0.004392902
1.26E-07,7.14E-07,9.00E-07,1.60E-06,-0.003938649
3.14E-08,6.29E-07,0.071428829,1.56E-06,-0.027848697
6.29E-08,5.86E-07,0.085714414,1.60E-06,-0.004806131
3.14E-08,7.57E-07,0.014286486,1.57E-06,-0.000630232
6.29E-08,8.00E-07,0.028572071,1.60E-06,-0.001567419
1.26E-07,8.00E-07,0.014286486,1.58E-06,-0.014109245
3.14E-08,7.14E-07,9.00E-07,1.57E-06,-0.000631524
3.14E-08,8.00E-07,0.014286486,1.50E-06,-0.000710949
9.43E-08,7.57E-07,0.1,1.51E-06,-0.074679743
1.89E-07,6.71E-07,0.014286486,1.58E-06,-0.003352005
2.20E-07,6.29E-07,0.071428829,1.50E-06,-0.009528705
1.89E-07,5.86E-07,0.085714414,1.60E-06,-0.00438244
6.29E-08,6.71E-07,0.042857657,1.56E-06,-0.021387822
1.26E-07,7.57E-07,0.085714414,1.60E-06,-0.120610759
0,6.71E-07,0.071428829,1.50E-06,-3.81E-06
0,5.00E-07,0.028572071,1.50E-06,-3.81E-06
1.26E-07,5.43E-07,0.1,1.60E-06,-0.004459181
1.89E-07,6.71E-07,0.071428829,1.60E-06,-0.003705397
1.57E-07,5.43E-07,9.00E-07,1.60E-06,-0.003837435
3.14E-08,8.00E-07,0.1,1.60E-06,-0.000438595
1.26E-07,5.43E-07,0.014286486,1.51E-06,-0.005544251
1.89E-07,5.00E-07,0.028572071,1.60E-06,-0.00492285
9.43E-08,6.71E-07,0.057143243,1.60E-06,-0.02559565
6.29E-08,6.29E-07,9.00E-07,1.60E-06,-0.002084488
9.43E-08,7.14E-07,0.057143243,1.57E-06,-0.042987017
0,7.57E-07,0.014286486,1.50E-06,-3.81E-06
2.20E-07,8.00E-07,0.085714414,1.50E-06,-0.013171056
2.20E-07,6.71E-07,9.00E-07,1.50E-06,-0.012518373
1.57E-07,7.57E-07,9.00E-07,1.60E-06,-0.004242577
6.29E-08,5.86E-07,0.057143243,1.58E-06,-0.0040102
0,5.00E-07,0.071428829,1.50E-06,-3.81E-06
1.57E-07,6.71E-07,0.028572071,1.56E-06,-0.009326936
3.14E-08,6.29E-07,9.00E-07,1.57E-06,-0.000631524
6.29E-08,6.71E-07,0.028572071,1.56E-06,-0.013287964
1.26E-07,8.00E-07,9.00E-07,1.60E-06,-0.003947006
6.29E-08,5.00E-07,9.00E-07,1.60E-06,-0.002086422
1.26E-07,5.43E-07,0.042857657,1.58E-06,-0.004402506
3.14E-08,5.00E-07,0.057143243,1.55E-06,-0.003196444
0,5.43E-07,9.00E-07,1.50E-06,-3.81E-06
6.29E-08,5.43E-07,0.057143243,1.60E-06,-0.002944853
6.29E-08,5.00E-07,0.014286486,1.60E-06,-0.004039493
3.14E-08,5.00E-07,0.042857657,1.53E-06,-0.001101746
1.26E-07,7.57E-07,0.028572071,1.60E-06,-0.021739101
3.14E-08,7.57E-07,0.071428829,1.60E-06,-0.000297987
2.20E-07,5.43E-07,9.00E-07,1.50E-06,-0.012530459
