,training_loss,testing_loss
0,1.1190604,1.1236122925820533
1,0.9805411,1.0038533509028733
2,0.9122922,0.9525665388008417
3,0.8974093,0.946163366263702
4,0.89608324,0.9460671794041857
5,0.8969382,0.945494216920562
6,0.89709723,0.9452397180022625
7,0.8972701,0.9450893276550614
8,0.8973808,0.9449655860930024
9,0.8974531,0.9448374838358408
10,0.89764774,0.9446269353637834
11,0.8978569,0.9444735787798682
12,0.8974926,0.944312399258982
13,0.89751184,0.9440703147660173
14,0.89758253,0.9437678671660229
15,0.8971491,0.943485194827974
16,0.89690095,0.9431192714969369
17,0.8968667,0.9427286079955209
18,0.89661616,0.9422846846725625
19,0.89624465,0.9417813241341341
20,0.895967,0.9411907634033521
21,0.89593047,0.9405390017667142
22,0.8960053,0.9398515081195709
23,0.8961418,0.9391142795197382
24,0.89638156,0.938406791855123
25,0.89652,0.9376565695516244
26,0.8957683,0.9366833006830317
27,0.89641845,0.9359722204434704
28,0.896062,0.9350202611405827
29,0.89552295,0.9339775248139867
30,0.8951683,0.9329091839540328
31,0.8943907,0.9316426716474457
32,0.8929216,0.9301210727318776
33,0.891208,0.9284297387493737
34,0.8884942,0.9263928072790936
35,0.88698786,0.9245831735682498
36,0.88530016,0.9226950781024184
37,0.88532317,0.9211338098501844
38,0.88572294,0.9200576015679548
39,0.88563967,0.9185377643200214
40,0.88489735,0.9169776715382915
41,0.8840283,0.9152388238643009
42,0.8825585,0.9133382194257766
43,0.8804836,0.9114497218057555
44,0.87845886,0.9092781596444623
45,0.87550706,0.9068134117597694
46,0.8697423,0.9024919107335373
47,0.8639561,0.8984248395860381
48,0.85863,0.894663432712372
49,0.85131896,0.8901878420457354
50,0.84545135,0.8866969256572438
51,0.8392976,0.8842979252051651
52,0.83461,0.8826239094038737
53,0.83117646,0.876813700507432
54,0.8256981,0.8724217008545712
55,0.819842,0.8723282798163958
56,0.8185048,0.8764665008585144
57,0.809348,0.8649899511300925
58,0.80237377,0.8590082828398802
59,0.79608667,0.8539651957817294
60,0.7880305,0.8442931362998499
61,0.78277045,0.8448951354328708
62,0.77779984,0.8332413133787111
63,0.7691995,0.8275048879850082
64,0.7744905,0.8304868454750778
65,0.76410687,0.822005911930444
66,0.7562701,0.8174338143704581
67,0.76439226,0.822412202439135
68,0.75900376,0.8180682491434369
69,0.751095,0.8121050235968007
70,0.7523564,0.8125968652740786
71,0.7547153,0.8141433671732491
72,0.7500008,0.8101697992404231
73,0.74997157,0.8103148444140361
74,0.7494904,0.809129245045706
75,0.7476162,0.8077400630529799
76,0.7469298,0.806981397305433
77,0.7471096,0.8067388821529008
78,0.7470945,0.8063312479579653
79,0.7452173,0.804932058168569
80,0.74559057,0.8051657045607723
81,0.7420322,0.8027135283503615
82,0.7432601,0.803027365336287
83,0.7421988,0.8024040732908014
84,0.7418696,0.8017182048589626
85,0.7418646,0.8016430394997357
86,0.7418735,0.801601971390604
87,0.74062,0.8004199243541874
88,0.7428515,0.8018294927489972
89,0.74025786,0.7999888413199884
90,0.74042493,0.7998966576347879
91,0.7415903,0.8003100682371397
92,0.73981446,0.799358329464587
93,0.73966223,0.7990114622752226
94,0.74144566,0.7998338303154922
95,0.7406453,0.7992399505968253
96,0.73889124,0.7981492493595531
97,0.7408552,0.79924195448368
98,0.7380816,0.7968716374081243
99,0.7381177,0.7970438190011354
