,training_loss,testing_loss
0,9.991632,9.70193388994866
1,9.335848,9.058645521841934
2,8.258158,8.003000169401956
3,6.487832,6.272800613091646
4,3.946839,3.802459414177092
5,1.5550102,1.516767460978183
6,0.8965031,0.9477085498675054
7,0.8959607,0.9489468467080784
8,0.9013651,0.9469227317523591
9,0.89845467,0.9466316296185534
10,0.8990575,0.9465695012289906
11,0.8989994,0.9465399853490769
12,0.89900553,0.9465089362632559
13,0.89903116,0.9464766779161543
14,0.8990799,0.9464462869755114
15,0.8990985,0.946405292919797
16,0.89914733,0.946362278606794
17,0.89924085,0.9463275862102519
18,0.899224,0.9463009152776846
19,0.8992976,0.9462681805502117
20,0.8993,0.946240823763648
21,0.8993519,0.946210612168668
22,0.8993944,0.9461791747040582
23,0.8994301,0.9461481274423531
24,0.8994745,0.9461151028274756
25,0.89951265,0.9460817866230963
26,0.8995522,0.9460474235351358
27,0.89959353,0.9460116407425037
28,0.89963084,0.945974955915532
29,0.89967453,0.945936660407174
30,0.8997072,0.945897765764351
31,0.8997716,0.9458555228772272
32,0.89978874,0.945816330074503
33,0.8998378,0.9457655318610368
34,0.8998085,0.9457271740840743
35,0.89991605,0.9456779578095539
36,0.8998908,0.9456323928678121
37,0.8999926,0.945577110050637
38,0.8999518,0.9455245709961471
39,0.9000859,0.9454453628835623
40,0.89997035,0.9453811523647249
41,0.90002096,0.9452970809012857
42,0.89988625,0.9452322195725791
43,0.90003717,0.9451301711839792
44,0.8999318,0.9450569655606664
45,0.90004444,0.9449360264961071
46,0.8999885,0.9447896048918829
47,0.90000093,0.9447016077714067
48,0.89981633,0.9445678066072251
49,0.899893,0.944467297228825
50,0.8999093,0.9443624788901569
51,0.8998847,0.9442536870496102
52,0.8998278,0.9441438657634544
53,0.8996898,0.944020262089235
54,0.8995035,0.9438795511830973
55,0.8993436,0.9437328673225173
56,0.8992709,0.9435926639869844
57,0.8991968,0.9434525015223122
58,0.8990939,0.9433098662347242
59,0.8990035,0.9431680751287389
60,0.89888126,0.9430231993154085
61,0.89875525,0.9428769622272176
62,0.8986314,0.9427299401625119
63,0.89852333,0.9425804916757817
64,0.8983123,0.9424289165804489
65,0.8981708,0.9422762373550175
66,0.8980433,0.9421201328117073
67,0.8978922,0.9419631989990213
68,0.89770854,0.9418058230320474
69,0.8975679,0.9416441559456208
70,0.89736176,0.9414868635445144
71,0.89722407,0.9413202043228597
72,0.8970602,0.9411518830891588
73,0.8968806,0.9409825676195699
74,0.8967086,0.94081091808612
75,0.8965353,0.9406358439151391
76,0.89637107,0.940456009542687
77,0.89620733,0.9402709585804058
78,0.896052,0.9400794837893786
79,0.89589673,0.9398811060286876
80,0.89574987,0.9396751725113748
81,0.89560044,0.9394625262417998
82,0.8954649,0.9392378458599293
83,0.8953295,0.9390059947813892
84,0.8951913,0.9387660426428287
85,0.895057,0.938513906109492
86,0.89493847,0.9382474880168103
87,0.89482945,0.9379710982731282
88,0.8946556,0.9376974807564467
89,0.89451027,0.937404663077982
90,0.89435834,0.9371002972768664
91,0.8941879,0.936785638155386
92,0.8941147,0.936442003077113
