Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
0.44,5.00E-07,0.56,5,1.31E-06,0.000453286, TM
0.44,5.00E-07,0.56,5,1.31E-06,0.000428194, TM
0.44,5.00E-07,0.56,5,1.31E-06,0.000409946, TM
0.44,5.00E-07,0.56,5,1.31E-06,0.000398971, TM
0.44,5.00E-07,0.56,5,1.30E-06,0.000394961, TM
0.44,5.00E-07,0.56,5,1.30E-06,0.000396859, TM
0.44,5.00E-07,0.56,5,1.30E-06,0.000402911, TM
0.44,5.00E-07,0.56,5,1.30E-06,0.000410816, TM
0.44,5.00E-07,0.56,5,1.70E-06,-5.61E-05, TE
0.44,5.00E-07,0.56,5,1.70E-06,-5.30E-05, TE
0.44,5.00E-07,0.56,5,1.69E-06,-5.38E-05, TE
0.44,5.00E-07,0.56,5,1.69E-06,-6.32E-05, TE
0.44,5.00E-07,0.56,5,1.69E-06,-7.92E-05, TE
0.44,5.00E-07,0.56,5,1.69E-06,-9.49E-05, TE
0.44,5.00E-07,0.56,5,1.68E-06,-0.000115343, TE
0.44,5.00E-07,0.56,5,1.68E-06,-0.000143626, TE
0.44,5.00E-07,0.56,5,1.68E-06,-0.000167538, TE
0.44,5.00E-07,0.56,5,1.68E-06,-0.000185062, TE
0.44,5.00E-07,0.56,5,1.67E-06,-0.000209289, TE
0.44,5.00E-07,0.56,5,1.67E-06,-0.000235093, TE
0.44,5.00E-07,0.56,5,1.67E-06,-0.000246943, TE
0.44,5.00E-07,0.56,5,1.67E-06,-0.000254354, TE
0.44,5.00E-07,0.56,5,1.66E-06,-0.000269996, TE
0.44,5.00E-07,0.56,5,1.66E-06,-0.000278539, TE
0.44,5.00E-07,0.56,5,1.66E-06,-0.000271139, TE
0.44,5.00E-07,0.56,5,1.66E-06,-0.000266381, TE
0.44,5.00E-07,0.56,5,1.65E-06,-0.000267352, TE
0.44,5.00E-07,0.56,5,1.65E-06,-0.000254803, TE
0.44,5.00E-07,0.56,5,1.65E-06,-0.000232305, TE
0.44,5.00E-07,0.56,5,1.65E-06,-0.000217842, TE
0.44,5.00E-07,0.56,5,1.64E-06,-0.000203227, TE
0.44,5.00E-07,0.56,5,1.64E-06,-0.000175666, TE
0.44,5.00E-07,0.56,5,1.64E-06,-0.000148039, TE
0.44,5.00E-07,0.56,5,1.64E-06,-0.000129268, TE
0.44,5.00E-07,0.56,5,1.63E-06,-0.000107998, TE
0.44,5.00E-07,0.56,5,1.63E-06,-8.36E-05, TE
0.44,5.00E-07,0.56,5,1.63E-06,-6.80E-05, TE
0.44,5.00E-07,0.56,5,1.63E-06,-5.94E-05, TE
0.44,5.00E-07,0.56,5,1.62E-06,-5.22E-05, TE
0.44,5.00E-07,0.56,5,1.62E-06,-5.19E-05, TE
0.44,5.00E-07,0.56,5,1.62E-06,-5.88E-05, TE
0.44,5.00E-07,0.56,5,1.62E-06,-6.57E-05, TE
0.44,5.00E-07,0.56,5,1.62E-06,-7.55E-05, TE
0.44,5.00E-07,0.56,5,1.61E-06,-9.04E-05, TE
0.44,5.00E-07,0.56,5,1.61E-06,-0.000100848, TE
0.44,5.00E-07,0.56,5,1.61E-06,-0.000105472, TE
0.44,5.00E-07,0.56,5,1.61E-06,-0.000113556, TE
0.44,5.00E-07,0.56,5,1.60E-06,-0.000121231, TE
0.44,5.00E-07,0.56,5,1.60E-06,-0.000119351, TE
0.44,5.00E-07,0.56,5,1.60E-06,-0.000115512, TE
0.44,5.00E-07,0.56,5,1.60E-06,-0.000116855, TE
0.44,5.00E-07,0.56,5,1.59E-06,-0.000114281, TE
0.44,5.00E-07,0.56,5,1.59E-06,-0.000105071, TE
0.44,5.00E-07,0.56,5,1.59E-06,-9.95E-05, TE
0.44,5.00E-07,0.56,5,1.59E-06,-9.71E-05, TE
0.44,5.00E-07,0.56,5,1.58E-06,-8.98E-05, TE
0.44,5.00E-07,0.56,5,1.58E-06,-8.14E-05, TE
0.44,5.00E-07,0.56,5,1.58E-06,-7.79E-05, TE
0.44,5.00E-07,0.56,5,1.58E-06,-7.42E-05, TE
0.44,5.00E-07,0.56,5,1.58E-06,-6.82E-05, TE
0.44,5.00E-07,0.56,5,1.57E-06,-6.49E-05, TE
0.44,5.00E-07,0.56,5,1.57E-06,-6.37E-05, TE
0.44,5.00E-07,0.56,5,1.57E-06,-6.19E-05, TE
0.44,5.00E-07,0.56,5,1.57E-06,-6.19E-05, TE
0.44,5.00E-07,0.56,5,1.56E-06,-6.41E-05, TE
0.44,5.00E-07,0.56,5,1.56E-06,-6.60E-05, TE
0.44,5.00E-07,0.56,5,1.56E-06,-7.08E-05, TE
0.44,5.00E-07,0.56,5,1.56E-06,-7.98E-05, TE
0.44,5.00E-07,0.56,5,1.56E-06,-8.72E-05, TE
0.44,5.00E-07,0.56,5,1.55E-06,-9.55E-05, TE
0.44,5.00E-07,0.56,5,1.55E-06,-0.000111588, TE
0.44,5.00E-07,0.56,5,1.55E-06,-0.000128618, TE
0.44,5.00E-07,0.56,5,1.55E-06,-0.000140112, TE
0.44,5.00E-07,0.56,5,1.54E-06,-0.000156813, TE
0.44,5.00E-07,0.56,5,1.54E-06,-0.000181461, TE
0.44,5.00E-07,0.56,5,1.54E-06,-0.000198585, TE
0.44,5.00E-07,0.56,5,1.54E-06,-0.000208994, TE
0.44,5.00E-07,0.56,5,1.54E-06,-0.000228669, TE
0.44,5.00E-07,0.56,5,1.53E-06,-0.000249375, TE
0.44,5.00E-07,0.56,5,1.53E-06,-0.00025412, TE
0.44,5.00E-07,0.56,5,1.53E-06,-0.000255609, TE
0.44,5.00E-07,0.56,5,1.53E-06,-0.000266216, TE
0.44,5.00E-07,0.56,5,1.53E-06,-0.000266984, TE
0.44,5.00E-07,0.56,5,1.52E-06,-0.00024968, TE
0.44,5.00E-07,0.56,5,1.52E-06,-0.000235017, TE
0.44,5.00E-07,0.56,5,1.52E-06,-0.000224384, TE
0.44,5.00E-07,0.56,5,1.52E-06,-0.000198133, TE
0.44,5.00E-07,0.56,5,1.51E-06,-0.00016295, TE
0.44,5.00E-07,0.56,5,1.51E-06,-0.000137399, TE
0.44,5.00E-07,0.56,5,1.51E-06,-0.000113719, TE
0.44,5.00E-07,0.56,5,1.51E-06,-8.49E-05, TE
0.44,5.00E-07,0.56,5,1.51E-06,-6.63E-05, TE
0.44,5.00E-07,0.56,5,1.50E-06,-6.18E-05, TE
0.44,5.00E-07,0.56,5,1.50E-06,-6.17E-05, TE
0.44,5.00E-07,0.56,5,1.50E-06,-7.31E-05, TE
0.44,5.00E-07,0.56,5,1.50E-06,-0.000101246, TE
0.44,5.00E-07,0.56,5,1.50E-06,-0.000130424, TE
0.44,5.00E-07,0.56,5,1.49E-06,-0.000159015, TE
0.44,5.00E-07,0.56,5,1.49E-06,-0.000201309, TE
0.44,5.00E-07,0.56,5,1.49E-06,-0.000243641, TE
0.44,5.00E-07,0.56,5,1.49E-06,-0.000265322, TE
0.44,5.00E-07,0.56,5,1.49E-06,-0.000282633, TE
0.44,5.00E-07,0.56,5,1.48E-06,-0.000307361, TE
0.44,5.00E-07,0.56,5,1.48E-06,-0.000313097, TE
0.44,5.00E-07,0.56,5,1.48E-06,-0.000292611, TE
0.44,5.00E-07,0.56,5,1.48E-06,-0.000274463, TE
0.44,5.00E-07,0.56,5,1.48E-06,-0.000258877, TE
0.44,5.00E-07,0.56,5,1.47E-06,-0.000221726, TE
0.44,5.00E-07,0.56,5,1.47E-06,-0.000174627, TE
0.44,5.00E-07,0.56,5,1.47E-06,-0.000141236, TE
0.44,5.00E-07,0.56,5,1.47E-06,-0.0001107, TE
0.44,5.00E-07,0.56,5,1.47E-06,-7.43E-05, TE
0.44,5.00E-07,0.56,5,1.46E-06,-4.97E-05, TE
0.44,5.00E-07,0.56,5,1.46E-06,-4.05E-05, TE
0.44,5.00E-07,0.56,5,1.46E-06,-3.54E-05, TE
0.44,5.00E-07,0.56,5,1.46E-06,-4.24E-05, TE
0.44,5.00E-07,0.56,5,1.46E-06,-6.56E-05, TE
0.44,5.00E-07,0.56,5,1.45E-06,-8.96E-05, TE
0.44,5.00E-07,0.56,5,1.45E-06,-0.000118602, TE
0.44,5.00E-07,0.56,5,1.45E-06,-0.000166795, TE
0.44,5.00E-07,0.56,5,1.45E-06,-0.000214596, TE
0.44,5.00E-07,0.56,5,1.45E-06,-0.000246856, TE
0.44,5.00E-07,0.56,5,1.45E-06,-0.000289956, TE
0.44,5.00E-07,0.56,5,1.44E-06,-0.000347293, TE
0.44,5.00E-07,0.56,5,1.44E-06,-0.000381904, TE
0.44,5.00E-07,0.56,5,1.44E-06,-0.000400229, TE
0.44,5.00E-07,0.56,5,1.44E-06,-0.000440794, TE
0.44,5.00E-07,0.56,5,1.44E-06,-0.000483031, TE
0.44,5.00E-07,0.56,5,1.43E-06,-0.000492142, TE
0.44,5.00E-07,0.56,5,1.43E-06,-0.000503558, TE
0.44,5.00E-07,0.56,5,1.43E-06,-0.000544507, TE
0.44,5.00E-07,0.56,5,1.43E-06,-0.000568745, TE
0.44,5.00E-07,0.56,5,1.43E-06,-0.0005609, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.000570948, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.000594673, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.000575532, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.00052602, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.000492326, TE
0.44,5.00E-07,0.56,5,1.42E-06,-0.000448323, TE
0.44,5.00E-07,0.56,5,1.41E-06,-0.000359362, TE
0.44,5.00E-07,0.56,5,1.41E-06,-0.000262951, TE
0.44,5.00E-07,0.56,5,1.41E-06,-0.000191756, TE
0.44,5.00E-07,0.56,5,1.41E-06,-0.000126944, TE
0.44,5.00E-07,0.56,5,1.41E-06,-7.05E-05, TE
0.44,5.00E-07,0.56,5,1.40E-06,-5.13E-05, TE
0.44,5.00E-07,0.56,5,1.40E-06,-6.66E-05, TE
0.44,5.00E-07,0.56,5,1.40E-06,-0.00010616, TE
0.44,5.00E-07,0.56,5,1.40E-06,-0.00018142, TE
0.44,5.00E-07,0.56,5,1.40E-06,-0.000278109, TE
0.44,5.00E-07,0.56,5,1.40E-06,-0.000357532, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.000426193, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.000537325, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.000741697, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.00108045, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.00161261, TE
0.44,5.00E-07,0.56,5,1.39E-06,-0.00246712, TE
0.44,5.00E-07,0.56,5,1.38E-06,-0.00383294, TE
0.44,5.00E-07,0.56,5,1.38E-06,-0.00576144, TE
0.44,5.00E-07,0.56,5,1.38E-06,-0.00803955, TE
0.44,5.00E-07,0.56,5,1.38E-06,-0.0104412, TE
0.44,5.00E-07,0.56,5,1.38E-06,-0.0128897, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0150674, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0162485, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0160238, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0148162, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0131687, TE
0.44,5.00E-07,0.56,5,1.37E-06,-0.0109854, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00805788, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00492416, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00259488, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00157801, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00151147, TE
0.44,5.00E-07,0.56,5,1.36E-06,-0.00169192, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.00177767, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.00187474, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.00203206, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.00205789, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.00194834, TE
0.44,5.00E-07,0.56,5,1.35E-06,-0.0019536, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00205763, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00201336, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00191144, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00199035, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00207769, TE
0.44,5.00E-07,0.56,5,1.34E-06,-0.00197458, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00193339, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00207594, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00208308, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00194033, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00199783, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00213494, TE
0.44,5.00E-07,0.56,5,1.33E-06,-0.00201557, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00190257, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00205779, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00208646, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00185987, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00186457, TE
0.44,5.00E-07,0.56,5,1.32E-06,-0.00203994, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00187148, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00164355, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00180596, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00184325, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00147749, TE
0.44,5.00E-07,0.56,5,1.31E-06,-0.00141393, TE
0.44,5.00E-07,0.56,5,1.30E-06,-0.0016385, TE
0.44,5.00E-07,0.56,5,1.30E-06,-0.00135065, TE
0.44,5.00E-07,0.56,5,1.30E-06,-0.000959522, TE
0.44,5.00E-07,0.56,5,1.30E-06,-0.00117551, TE
0.52,5.00E-07,0.56,5,1.70E-06,2.40E-05, TM
0.52,5.00E-07,0.56,5,1.70E-06,3.45E-05, TM
0.52,5.00E-07,0.56,5,1.69E-06,4.68E-05, TM
0.52,5.00E-07,0.56,5,1.69E-06,6.11E-05, TM
0.52,5.00E-07,0.56,5,1.69E-06,7.71E-05, TM
0.52,5.00E-07,0.56,5,1.69E-06,9.45E-05, TM
0.52,5.00E-07,0.56,5,1.68E-06,0.00011253, TM
0.52,5.00E-07,0.56,5,1.68E-06,0.000130021, TM
0.52,5.00E-07,0.56,5,1.68E-06,0.000145744, TM
0.52,5.00E-07,0.56,5,1.68E-06,0.000158315, TM
0.52,5.00E-07,0.56,5,1.67E-06,0.000166384, TM
0.52,5.00E-07,0.56,5,1.67E-06,0.00016879, TM
0.52,5.00E-07,0.56,5,1.67E-06,0.000164712, TM
0.52,5.00E-07,0.56,5,1.67E-06,0.000153806, TM
0.52,5.00E-07,0.56,5,1.66E-06,0.000136288, TM
0.52,5.00E-07,0.56,5,1.66E-06,0.000112974, TM
0.52,5.00E-07,0.56,5,1.66E-06,8.52E-05, TM
0.52,5.00E-07,0.56,5,1.66E-06,5.50E-05, TM
0.52,5.00E-07,0.56,5,1.65E-06,2.44E-05, TM
0.52,5.00E-07,0.56,5,1.65E-06,-4.20E-06, TM
0.52,5.00E-07,0.56,5,1.65E-06,-2.84E-05, TM
0.52,5.00E-07,0.56,5,1.65E-06,-4.62E-05, TM
0.52,5.00E-07,0.56,5,1.64E-06,-5.58E-05, TM
0.52,5.00E-07,0.56,5,1.64E-06,-5.61E-05, TM
0.52,5.00E-07,0.56,5,1.64E-06,-4.66E-05, TM
0.52,5.00E-07,0.56,5,1.64E-06,-2.72E-05, TM
0.52,5.00E-07,0.56,5,1.63E-06,1.26E-06, TM
0.52,5.00E-07,0.56,5,1.63E-06,3.77E-05, TM
0.52,5.00E-07,0.56,5,1.63E-06,8.06E-05, TM
0.52,5.00E-07,0.56,5,1.63E-06,0.000128144, TM
0.52,5.00E-07,0.56,5,1.62E-06,0.000178436, TM
0.52,5.00E-07,0.56,5,1.62E-06,0.00022958, TM
0.52,5.00E-07,0.56,5,1.62E-06,0.000279782, TM
0.52,5.00E-07,0.56,5,1.62E-06,0.00032741, TM
0.52,5.00E-07,0.56,5,1.62E-06,0.000371035, TM
0.52,5.00E-07,0.56,5,1.61E-06,0.000409426, TM
0.52,5.00E-07,0.56,5,1.61E-06,0.000441543, TM
0.52,5.00E-07,0.56,5,1.61E-06,0.000466507, TM
0.52,5.00E-07,0.56,5,1.61E-06,0.000483586, TM
0.52,5.00E-07,0.56,5,1.60E-06,0.000492182, TM
0.52,5.00E-07,0.56,5,1.60E-06,0.000491842, TM
0.52,5.00E-07,0.56,5,1.60E-06,0.000482292, TM
0.52,5.00E-07,0.56,5,1.60E-06,0.000463483, TM
0.52,5.00E-07,0.56,5,1.59E-06,0.000435653, TM
0.52,5.00E-07,0.56,5,1.59E-06,0.000399395, TM
0.52,5.00E-07,0.56,5,1.59E-06,0.0003557, TM
0.52,5.00E-07,0.56,5,1.59E-06,0.000305994, TM
0.52,5.00E-07,0.56,5,1.58E-06,0.000252124, TM
0.52,5.00E-07,0.56,5,1.58E-06,0.00019631, TM
0.52,5.00E-07,0.56,5,1.58E-06,0.000141062, TM
0.52,5.00E-07,0.56,5,1.58E-06,8.90E-05, TM
0.52,5.00E-07,0.56,5,1.58E-06,4.29E-05, TM
0.52,5.00E-07,0.56,5,1.57E-06,5.12E-06, TM
0.52,5.00E-07,0.56,5,1.57E-06,-2.22E-05, TM
0.52,5.00E-07,0.56,5,1.57E-06,-3.74E-05, TM
0.52,5.00E-07,0.56,5,1.57E-06,-3.96E-05, TM
0.52,5.00E-07,0.56,5,1.56E-06,-2.86E-05, TM
0.52,5.00E-07,0.56,5,1.56E-06,-4.94E-06, TM
0.52,5.00E-07,0.56,5,1.56E-06,3.01E-05, TM
0.52,5.00E-07,0.56,5,1.56E-06,7.44E-05, TM
0.52,5.00E-07,0.56,5,1.56E-06,0.000125477, TM
0.52,5.00E-07,0.56,5,1.55E-06,0.000180338, TM
0.52,5.00E-07,0.56,5,1.55E-06,0.000235775, TM
0.52,5.00E-07,0.56,5,1.55E-06,0.000288561, TM
0.52,5.00E-07,0.56,5,1.55E-06,0.000335643, TM
0.52,5.00E-07,0.56,5,1.54E-06,0.000374323, TM
0.52,5.00E-07,0.56,5,1.54E-06,0.000402423, TM
0.52,5.00E-07,0.56,5,1.54E-06,0.000418405, TM
0.52,5.00E-07,0.56,5,1.54E-06,0.000421462, TM
0.52,5.00E-07,0.56,5,1.54E-06,0.00041155, TM
0.52,5.00E-07,0.56,5,1.53E-06,0.000389385, TM
0.52,5.00E-07,0.56,5,1.53E-06,0.000356379, TM
0.52,5.00E-07,0.56,5,1.53E-06,0.000314547, TM
0.52,5.00E-07,0.56,5,1.53E-06,0.000266365, TM
0.52,5.00E-07,0.56,5,1.53E-06,0.000214611, TM
0.52,5.00E-07,0.56,5,1.52E-06,0.000162188, TM
0.52,5.00E-07,0.56,5,1.52E-06,0.000111947, TM
0.52,5.00E-07,0.56,5,1.52E-06,6.65E-05, TM
0.52,5.00E-07,0.56,5,1.52E-06,2.82E-05, TM
0.52,5.00E-07,0.56,5,1.51E-06,-1.36E-06, TM
0.52,5.00E-07,0.56,5,1.51E-06,-2.08E-05, TM
0.52,5.00E-07,0.56,5,1.51E-06,-2.97E-05, TM
0.52,5.00E-07,0.56,5,1.51E-06,-2.80E-05, TM
0.52,5.00E-07,0.56,5,1.51E-06,-1.63E-05, TM
0.52,5.00E-07,0.56,5,1.50E-06,4.14E-06, TM
0.52,5.00E-07,0.56,5,1.50E-06,3.17E-05, TM
0.52,5.00E-07,0.56,5,1.50E-06,6.45E-05, TM
0.52,5.00E-07,0.56,5,1.50E-06,0.00010018, TM
0.52,5.00E-07,0.56,5,1.50E-06,0.000136542, TM
0.52,5.00E-07,0.56,5,1.49E-06,0.000171283, TM
0.52,5.00E-07,0.56,5,1.49E-06,0.000202292, TM
0.52,5.00E-07,0.56,5,1.49E-06,0.000227735, TM
0.52,5.00E-07,0.56,5,1.49E-06,0.000246166, TM
0.52,5.00E-07,0.56,5,1.49E-06,0.00025661, TM
0.52,5.00E-07,0.56,5,1.48E-06,0.000258613, TM
0.52,5.00E-07,0.56,5,1.48E-06,0.000252267, TM
0.52,5.00E-07,0.56,5,1.48E-06,0.000238189, TM
0.52,5.00E-07,0.56,5,1.48E-06,0.000217467, TM
0.52,5.00E-07,0.56,5,1.48E-06,0.000191567, TM
0.52,5.00E-07,0.56,5,1.47E-06,0.000162218, TM
0.52,5.00E-07,0.56,5,1.47E-06,0.000131269, TM
0.52,5.00E-07,0.56,5,1.47E-06,0.000100549, TM
0.52,5.00E-07,0.56,5,1.47E-06,7.17E-05, TM
0.52,5.00E-07,0.56,5,1.47E-06,4.62E-05, TM
0.52,5.00E-07,0.56,5,1.46E-06,2.50E-05, TM
0.52,5.00E-07,0.56,5,1.46E-06,8.75E-06, TM
0.52,5.00E-07,0.56,5,1.46E-06,-2.34E-06, TM
0.52,5.00E-07,0.56,5,1.46E-06,-8.47E-06, TM
0.52,5.00E-07,0.56,5,1.46E-06,-1.01E-05, TM
0.52,5.00E-07,0.56,5,1.45E-06,-8.07E-06, TM
0.52,5.00E-07,0.56,5,1.45E-06,-3.14E-06, TM
0.52,5.00E-07,0.56,5,1.45E-06,3.77E-06, TM
0.52,5.00E-07,0.56,5,1.45E-06,1.18E-05, TM
0.52,5.00E-07,0.56,5,1.45E-06,2.03E-05, TM
0.52,5.00E-07,0.56,5,1.45E-06,2.88E-05, TM
0.52,5.00E-07,0.56,5,1.44E-06,3.70E-05, TM
0.52,5.00E-07,0.56,5,1.44E-06,4.48E-05, TM
0.52,5.00E-07,0.56,5,1.44E-06,5.22E-05, TM
0.52,5.00E-07,0.56,5,1.44E-06,5.94E-05, TM
0.52,5.00E-07,0.56,5,1.44E-06,6.65E-05, TM
0.52,5.00E-07,0.56,5,1.43E-06,7.36E-05, TM
0.52,5.00E-07,0.56,5,1.43E-06,8.07E-05, TM
0.52,5.00E-07,0.56,5,1.43E-06,8.77E-05, TM
0.52,5.00E-07,0.56,5,1.43E-06,9.42E-05, TM
0.52,5.00E-07,0.56,5,1.43E-06,9.97E-05, TM
0.52,5.00E-07,0.56,5,1.42E-06,0.000103642, TM
0.52,5.00E-07,0.56,5,1.42E-06,0.000105351, TM
0.52,5.00E-07,0.56,5,1.42E-06,0.000104293, TM
0.52,5.00E-07,0.56,5,1.42E-06,0.00010008, TM
0.52,5.00E-07,0.56,5,1.42E-06,9.26E-05, TM
0.52,5.00E-07,0.56,5,1.42E-06,8.21E-05, TM
0.52,5.00E-07,0.56,5,1.41E-06,6.92E-05, TM
0.52,5.00E-07,0.56,5,1.41E-06,5.48E-05, TM
0.52,5.00E-07,0.56,5,1.41E-06,4.05E-05, TM
0.52,5.00E-07,0.56,5,1.41E-06,2.77E-05, TM
0.52,5.00E-07,0.56,5,1.41E-06,1.81E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,1.34E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,1.50E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,2.37E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,3.99E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,6.34E-05, TM
0.52,5.00E-07,0.56,5,1.40E-06,9.33E-05, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.000128029, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.00016552, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.000203383, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.000239071, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.000270109, TM
0.52,5.00E-07,0.56,5,1.39E-06,0.000294312, TM
0.52,5.00E-07,0.56,5,1.38E-06,0.000309983, TM
0.52,5.00E-07,0.56,5,1.38E-06,0.000316059, TM
0.52,5.00E-07,0.56,5,1.38E-06,0.00031222, TM
0.52,5.00E-07,0.56,5,1.38E-06,0.000298921, TM
0.52,5.00E-07,0.56,5,1.38E-06,0.000277375, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000249472, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000217656, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000184754, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000153786, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000127762, TM
0.52,5.00E-07,0.56,5,1.37E-06,0.000109478, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000101322, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000105109, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000121944, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000152131, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000195124, TM
0.52,5.00E-07,0.56,5,1.36E-06,0.000249534, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.000313192, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.000383257, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.000456381, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.000528906, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.00059709, TM
0.52,5.00E-07,0.56,5,1.35E-06,0.000657355, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.000706523, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.000742036, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.000762147, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.00076605, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.000753957, TM
0.52,5.00E-07,0.56,5,1.34E-06,0.000727103, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000687677, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000638683, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000583738, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000526826, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000472008, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000423128, TM
0.52,5.00E-07,0.56,5,1.33E-06,0.000383528, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.000355794, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.000341559, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.000341375, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.000354674, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.000379817, TM
0.52,5.00E-07,0.56,5,1.32E-06,0.00041423, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000454623, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000497262, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000538282, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000574009, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000601258, TM
0.52,5.00E-07,0.56,5,1.31E-06,0.000617587, TM
0.52,5.00E-07,0.56,5,1.30E-06,0.000621475, TM
0.52,5.00E-07,0.56,5,1.30E-06,0.000612422, TM
0.52,5.00E-07,0.56,5,1.30E-06,0.00059095, TM
0.52,5.00E-07,0.56,5,1.30E-06,0.000558513, TM
0.52,5.00E-07,0.56,5,1.70E-06,-0.000257494, TE
0.52,5.00E-07,0.56,5,1.70E-06,-0.000276671, TE
0.52,5.00E-07,0.56,5,1.69E-06,-0.0002873, TE
0.52,5.00E-07,0.56,5,1.69E-06,-0.000279451, TE
