Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
0.2,5.00E-07,0.4,5,1.70E-06,9.68E-05, TM
0.2,5.00E-07,0.4,5,1.70E-06,9.79E-05, TM
0.2,5.00E-07,0.4,5,1.69E-06,9.97E-05, TM
0.2,5.00E-07,0.4,5,1.69E-06,0.000101789, TM
0.2,5.00E-07,0.4,5,1.69E-06,0.000103621, TM
0.2,5.00E-07,0.4,5,1.69E-06,0.000104705, TM
0.2,5.00E-07,0.4,5,1.68E-06,0.000104577, TM
0.2,5.00E-07,0.4,5,1.68E-06,0.000102846, TM
0.2,5.00E-07,0.4,5,1.68E-06,9.92E-05, TM
0.2,5.00E-07,0.4,5,1.68E-06,9.35E-05, TM
0.2,5.00E-07,0.4,5,1.67E-06,8.58E-05, TM
0.2,5.00E-07,0.4,5,1.67E-06,7.62E-05, TM
0.2,5.00E-07,0.4,5,1.67E-06,6.51E-05, TM
0.2,5.00E-07,0.4,5,1.67E-06,5.29E-05, TM
0.2,5.00E-07,0.4,5,1.66E-06,4.06E-05, TM
0.2,5.00E-07,0.4,5,1.66E-06,2.89E-05, TM
0.2,5.00E-07,0.4,5,1.66E-06,1.88E-05, TM
0.2,5.00E-07,0.4,5,1.66E-06,1.13E-05, TM
0.2,5.00E-07,0.4,5,1.65E-06,7.35E-06, TM
0.2,5.00E-07,0.4,5,1.65E-06,7.87E-06, TM
0.2,5.00E-07,0.4,5,1.65E-06,1.35E-05, TM
0.2,5.00E-07,0.4,5,1.65E-06,2.46E-05, TM
0.2,5.00E-07,0.4,5,1.64E-06,4.13E-05, TM
0.2,5.00E-07,0.4,5,1.64E-06,6.34E-05, TM
0.2,5.00E-07,0.4,5,1.64E-06,9.01E-05, TM
0.2,5.00E-07,0.4,5,1.64E-06,0.000120466, TM
0.2,5.00E-07,0.4,5,1.63E-06,0.000153274, TM
0.2,5.00E-07,0.4,5,1.63E-06,0.000187027, TM
0.2,5.00E-07,0.4,5,1.63E-06,0.000220139, TM
0.2,5.00E-07,0.4,5,1.63E-06,0.000251029, TM
0.2,5.00E-07,0.4,5,1.62E-06,0.000278228, TM
0.2,5.00E-07,0.4,5,1.62E-06,0.000300492, TM
0.2,5.00E-07,0.4,5,1.62E-06,0.00031688, TM
0.2,5.00E-07,0.4,5,1.62E-06,0.000326825, TM
0.2,5.00E-07,0.4,5,1.62E-06,0.000330155, TM
0.2,5.00E-07,0.4,5,1.61E-06,0.000327093, TM
0.2,5.00E-07,0.4,5,1.61E-06,0.000318224, TM
0.2,5.00E-07,0.4,5,1.61E-06,0.000304423, TM
0.2,5.00E-07,0.4,5,1.61E-06,0.00028678, TM
0.2,5.00E-07,0.4,5,1.60E-06,0.000266492, TM
0.2,5.00E-07,0.4,5,1.60E-06,0.000244768, TM
0.2,5.00E-07,0.4,5,1.60E-06,0.000222732, TM
0.2,5.00E-07,0.4,5,1.60E-06,0.000201347, TM
0.2,5.00E-07,0.4,5,1.59E-06,0.000181351, TM
0.2,5.00E-07,0.4,5,1.59E-06,0.000163226, TM
0.2,5.00E-07,0.4,5,1.59E-06,0.000147189, TM
0.2,5.00E-07,0.4,5,1.59E-06,0.00013321, TM
0.2,5.00E-07,0.4,5,1.58E-06,0.00012105, TM
0.2,5.00E-07,0.4,5,1.58E-06,0.000110313, TM
0.2,5.00E-07,0.4,5,1.58E-06,0.000100511, TM
0.2,5.00E-07,0.4,5,1.58E-06,9.11E-05, TM
0.2,5.00E-07,0.4,5,1.58E-06,8.17E-05, TM
0.2,5.00E-07,0.4,5,1.57E-06,7.18E-05, TM
0.2,5.00E-07,0.4,5,1.57E-06,6.13E-05, TM
0.2,5.00E-07,0.4,5,1.57E-06,5.01E-05, TM
0.2,5.00E-07,0.4,5,1.57E-06,3.83E-05, TM
0.2,5.00E-07,0.4,5,1.56E-06,2.63E-05, TM
0.2,5.00E-07,0.4,5,1.56E-06,1.46E-05, TM
0.2,5.00E-07,0.4,5,1.56E-06,3.86E-06, TM
0.2,5.00E-07,0.4,5,1.56E-06,-5.00E-06, TM
0.2,5.00E-07,0.4,5,1.56E-06,-1.10E-05, TM
0.2,5.00E-07,0.4,5,1.55E-06,-1.33E-05, TM
0.2,5.00E-07,0.4,5,1.55E-06,-1.07E-05, TM
0.2,5.00E-07,0.4,5,1.55E-06,-2.34E-06, TM
0.2,5.00E-07,0.4,5,1.55E-06,1.26E-05, TM
0.2,5.00E-07,0.4,5,1.54E-06,3.49E-05, TM
0.2,5.00E-07,0.4,5,1.54E-06,6.50E-05, TM
0.2,5.00E-07,0.4,5,1.54E-06,0.000103017, TM
0.2,5.00E-07,0.4,5,1.54E-06,0.000148826, TM
0.2,5.00E-07,0.4,5,1.54E-06,0.000201946, TM
0.2,5.00E-07,0.4,5,1.53E-06,0.000261519, TM
0.2,5.00E-07,0.4,5,1.53E-06,0.000326322, TM
0.2,5.00E-07,0.4,5,1.53E-06,0.000394792, TM
0.2,5.00E-07,0.4,5,1.53E-06,0.000465074, TM
0.2,5.00E-07,0.4,5,1.53E-06,0.000535083, TM
0.2,5.00E-07,0.4,5,1.52E-06,0.000602592, TM
0.2,5.00E-07,0.4,5,1.52E-06,0.00066533, TM
0.2,5.00E-07,0.4,5,1.52E-06,0.000721094, TM
0.2,5.00E-07,0.4,5,1.52E-06,0.000767855, TM
0.2,5.00E-07,0.4,5,1.51E-06,0.000803865, TM
0.2,5.00E-07,0.4,5,1.51E-06,0.000827756, TM
0.2,5.00E-07,0.4,5,1.51E-06,0.000838605, TM
0.2,5.00E-07,0.4,5,1.51E-06,0.000835995, TM
0.2,5.00E-07,0.4,5,1.51E-06,0.000820031, TM
0.2,5.00E-07,0.4,5,1.50E-06,0.000791341, TM
0.2,5.00E-07,0.4,5,1.50E-06,0.000751036, TM
0.2,5.00E-07,0.4,5,1.50E-06,0.000700654, TM
0.2,5.00E-07,0.4,5,1.50E-06,0.00064208, TM
0.2,5.00E-07,0.4,5,1.50E-06,0.000577442, TM
0.2,5.00E-07,0.4,5,1.49E-06,0.000509013, TM
0.2,5.00E-07,0.4,5,1.49E-06,0.000439098, TM
0.2,5.00E-07,0.4,5,1.49E-06,0.000369928, TM
0.2,5.00E-07,0.4,5,1.49E-06,0.000303569, TM
0.2,5.00E-07,0.4,5,1.49E-06,0.000241837, TM
0.2,5.00E-07,0.4,5,1.48E-06,0.00018624, TM
0.2,5.00E-07,0.4,5,1.48E-06,0.000137934, TM
0.2,5.00E-07,0.4,5,1.48E-06,9.77E-05, TM
0.2,5.00E-07,0.4,5,1.48E-06,6.59E-05, TM
0.2,5.00E-07,0.4,5,1.48E-06,4.27E-05, TM
0.2,5.00E-07,0.4,5,1.47E-06,2.77E-05, TM
0.2,5.00E-07,0.4,5,1.47E-06,2.04E-05, TM
0.2,5.00E-07,0.4,5,1.47E-06,1.99E-05, TM
0.2,5.00E-07,0.4,5,1.47E-06,2.54E-05, TM
0.2,5.00E-07,0.4,5,1.47E-06,3.56E-05, TM
0.2,5.00E-07,0.4,5,1.46E-06,4.95E-05, TM
0.2,5.00E-07,0.4,5,1.46E-06,6.59E-05, TM
0.2,5.00E-07,0.4,5,1.46E-06,8.36E-05, TM
0.2,5.00E-07,0.4,5,1.46E-06,0.000101743, TM
0.2,5.00E-07,0.4,5,1.46E-06,0.000119372, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.000135765, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.000150355, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.00016275, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.000172718, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.000180183, TM
0.2,5.00E-07,0.4,5,1.45E-06,0.000185201, TM
0.2,5.00E-07,0.4,5,1.44E-06,0.000187935, TM
0.2,5.00E-07,0.4,5,1.44E-06,0.000188626, TM
0.2,5.00E-07,0.4,5,1.44E-06,0.000187563, TM
0.2,5.00E-07,0.4,5,1.44E-06,0.000185054, TM
0.2,5.00E-07,0.4,5,1.44E-06,0.000181403, TM
0.2,5.00E-07,0.4,5,1.43E-06,0.000176886, TM
0.2,5.00E-07,0.4,5,1.43E-06,0.000171737, TM
0.2,5.00E-07,0.4,5,1.43E-06,0.00016614, TM
0.2,5.00E-07,0.4,5,1.43E-06,0.000160229, TM
0.2,5.00E-07,0.4,5,1.43E-06,0.000154091, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.000147782, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.00014134, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.000134805, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.000128241, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.000121755, TM
0.2,5.00E-07,0.4,5,1.42E-06,0.000115519, TM
0.2,5.00E-07,0.4,5,1.41E-06,0.000109778, TM
0.2,5.00E-07,0.4,5,1.41E-06,0.000104863, TM
0.2,5.00E-07,0.4,5,1.41E-06,0.000101195, TM
0.2,5.00E-07,0.4,5,1.41E-06,9.93E-05, TM
0.2,5.00E-07,0.4,5,1.41E-06,9.97E-05, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000103052, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000110033, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000121281, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000137411, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000158953, TM
0.2,5.00E-07,0.4,5,1.40E-06,0.000186316, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000219744, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000259279, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000304727, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000355637, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000411283, TM
0.2,5.00E-07,0.4,5,1.39E-06,0.000470668, TM
0.2,5.00E-07,0.4,5,1.38E-06,0.00053253, TM
0.2,5.00E-07,0.4,5,1.38E-06,0.000595373, TM
0.2,5.00E-07,0.4,5,1.38E-06,0.000657512, TM
0.2,5.00E-07,0.4,5,1.38E-06,0.000717121, TM
0.2,5.00E-07,0.4,5,1.38E-06,0.000772307, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.000821185, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.000861959, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.000893005, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.000912956, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.00092077, TM
0.2,5.00E-07,0.4,5,1.37E-06,0.000915798, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.000897824, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.0008671, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.00082435, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.000770758, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.000707934, TM
0.2,5.00E-07,0.4,5,1.36E-06,0.000637862, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000562822, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000485309, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000407931, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000333303, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000263941, TM
0.2,5.00E-07,0.4,5,1.35E-06,0.000202153, TM
0.2,5.00E-07,0.4,5,1.34E-06,0.000149941, TM
0.2,5.00E-07,0.4,5,1.34E-06,0.000108911, TM
0.2,5.00E-07,0.4,5,1.34E-06,8.02E-05, TM
0.2,5.00E-07,0.4,5,1.34E-06,6.44E-05, TM
0.2,5.00E-07,0.4,5,1.34E-06,6.17E-05, TM
0.2,5.00E-07,0.4,5,1.34E-06,7.14E-05, TM
0.2,5.00E-07,0.4,5,1.33E-06,9.25E-05, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000123584, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000162543, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000207073, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000254603, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000302448, TM
0.2,5.00E-07,0.4,5,1.33E-06,0.000347941, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000388564, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000422082, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000446652, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000460931, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000464141, TM
0.2,5.00E-07,0.4,5,1.32E-06,0.000456117, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000437322, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000408822, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000372238, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000329658, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000283533, TM
0.2,5.00E-07,0.4,5,1.31E-06,0.000236549, TM
0.2,5.00E-07,0.4,5,1.30E-06,0.000191487, TM
0.2,5.00E-07,0.4,5,1.30E-06,0.000151083, TM
0.2,5.00E-07,0.4,5,1.30E-06,0.000117885, TM
0.2,5.00E-07,0.4,5,1.30E-06,9.41E-05, TM
0.2,5.00E-07,0.4,5,1.70E-06,-0.000237307, TE
0.2,5.00E-07,0.4,5,1.70E-06,-0.000209249, TE
0.2,5.00E-07,0.4,5,1.69E-06,-0.000205715, TE
0.2,5.00E-07,0.4,5,1.69E-06,-0.000221607, TE
0.2,5.00E-07,0.4,5,1.69E-06,-0.000244587, TE
0.2,5.00E-07,0.4,5,1.69E-06,-0.000285719, TE
0.2,5.00E-07,0.4,5,1.68E-06,-0.000335126, TE
0.2,5.00E-07,0.4,5,1.68E-06,-0.000379127, TE
0.2,5.00E-07,0.4,5,1.68E-06,-0.000428753, TE
0.2,5.00E-07,0.4,5,1.68E-06,-0.000475726, TE
0.2,5.00E-07,0.4,5,1.67E-06,-0.000505985, TE
0.2,5.00E-07,0.4,5,1.67E-06,-0.000532418, TE
0.2,5.00E-07,0.4,5,1.67E-06,-0.000552605, TE
0.2,5.00E-07,0.4,5,1.67E-06,-0.000553342, TE
0.2,5.00E-07,0.4,5,1.66E-06,-0.000547825, TE
0.2,5.00E-07,0.4,5,1.66E-06,-0.000539916, TE
0.2,5.00E-07,0.4,5,1.66E-06,-0.000517987, TE
0.2,5.00E-07,0.4,5,1.66E-06,-0.000492564, TE
0.2,5.00E-07,0.4,5,1.65E-06,-0.000470496, TE
0.2,5.00E-07,0.4,5,1.65E-06,-0.000441098, TE
0.2,5.00E-07,0.4,5,1.65E-06,-0.00041056, TE
0.2,5.00E-07,0.4,5,1.65E-06,-0.000386192, TE
0.2,5.00E-07,0.4,5,1.64E-06,-0.000358814, TE
0.2,5.00E-07,0.4,5,1.64E-06,-0.000331496, TE
0.2,5.00E-07,0.4,5,1.64E-06,-0.000311242, TE
0.2,5.00E-07,0.4,5,1.64E-06,-0.000290652, TE
0.2,5.00E-07,0.4,5,1.63E-06,-0.00027093, TE
0.2,5.00E-07,0.4,5,1.63E-06,-0.000258257, TE
0.2,5.00E-07,0.4,5,1.63E-06,-0.000246558, TE
0.2,5.00E-07,0.4,5,1.63E-06,-0.000236096, TE
0.2,5.00E-07,0.4,5,1.62E-06,-0.000232244, TE
0.2,5.00E-07,0.4,5,1.62E-06,-0.000229713, TE
0.2,5.00E-07,0.4,5,1.62E-06,-0.000228375, TE
0.2,5.00E-07,0.4,5,1.62E-06,-0.000233148, TE
0.2,5.00E-07,0.4,5,1.62E-06,-0.000238987, TE
0.2,5.00E-07,0.4,5,1.61E-06,-0.000245305, TE
0.2,5.00E-07,0.4,5,1.61E-06,-0.000256816, TE
0.2,5.00E-07,0.4,5,1.61E-06,-0.000268214, TE
0.2,5.00E-07,0.4,5,1.61E-06,-0.000277788, TE
0.2,5.00E-07,0.4,5,1.60E-06,-0.000290071, TE
0.2,5.00E-07,0.4,5,1.60E-06,-0.000299644, TE
0.2,5.00E-07,0.4,5,1.60E-06,-0.000303514, TE
0.2,5.00E-07,0.4,5,1.60E-06,-0.000306795, TE
0.2,5.00E-07,0.4,5,1.59E-06,-0.000305919, TE
0.2,5.00E-07,0.4,5,1.59E-06,-0.000298065, TE
0.2,5.00E-07,0.4,5,1.59E-06,-0.000289486, TE
0.2,5.00E-07,0.4,5,1.59E-06,-0.000279255, TE
0.2,5.00E-07,0.4,5,1.58E-06,-0.00026471, TE
0.2,5.00E-07,0.4,5,1.58E-06,-0.000251451, TE
0.2,5.00E-07,0.4,5,1.58E-06,-0.000239619, TE
0.2,5.00E-07,0.4,5,1.58E-06,-0.00022625, TE
0.2,5.00E-07,0.4,5,1.58E-06,-0.000215336, TE
0.2,5.00E-07,0.4,5,1.57E-06,-0.000207086, TE
0.2,5.00E-07,0.4,5,1.57E-06,-0.000198511, TE
0.2,5.00E-07,0.4,5,1.57E-06,-0.000192415, TE
0.2,5.00E-07,0.4,5,1.57E-06,-0.000188893, TE
0.2,5.00E-07,0.4,5,1.56E-06,-0.000185304, TE
0.2,5.00E-07,0.4,5,1.56E-06,-0.000183906, TE
0.2,5.00E-07,0.4,5,1.56E-06,-0.000184646, TE
0.2,5.00E-07,0.4,5,1.56E-06,-0.000185259, TE
0.2,5.00E-07,0.4,5,1.56E-06,-0.000187899, TE
0.2,5.00E-07,0.4,5,1.55E-06,-0.000192323, TE
0.2,5.00E-07,0.4,5,1.55E-06,-0.000196423, TE
0.2,5.00E-07,0.4,5,1.55E-06,-0.000202507, TE
0.2,5.00E-07,0.4,5,1.55E-06,-0.000210201, TE
0.2,5.00E-07,0.4,5,1.54E-06,-0.000217277, TE
0.2,5.00E-07,0.4,5,1.54E-06,-0.000226286, TE
0.2,5.00E-07,0.4,5,1.54E-06,-0.000236866, TE
0.2,5.00E-07,0.4,5,1.54E-06,-0.000246394, TE
0.2,5.00E-07,0.4,5,1.54E-06,-0.000257631, TE
0.2,5.00E-07,0.4,5,1.53E-06,-0.000270386, TE
0.2,5.00E-07,0.4,5,1.53E-06,-0.00028136, TE
0.2,5.00E-07,0.4,5,1.53E-06,-0.000293272, TE
0.2,5.00E-07,0.4,5,1.53E-06,-0.000306218, TE
0.2,5.00E-07,0.4,5,1.53E-06,-0.000315958, TE
0.2,5.00E-07,0.4,5,1.52E-06,-0.00032474, TE
0.2,5.00E-07,0.4,5,1.52E-06,-0.000333061, TE
0.2,5.00E-07,0.4,5,1.52E-06,-0.000335781, TE
0.2,5.00E-07,0.4,5,1.52E-06,-0.000334443, TE
0.2,5.00E-07,0.4,5,1.51E-06,-0.00033057, TE
0.2,5.00E-07,0.4,5,1.51E-06,-0.00031955, TE
0.2,5.00E-07,0.4,5,1.51E-06,-0.000303558, TE
0.2,5.00E-07,0.4,5,1.51E-06,-0.000287038, TE
0.2,5.00E-07,0.4,5,1.51E-06,-0.000268453, TE
0.2,5.00E-07,0.4,5,1.50E-06,-0.000251627, TE
0.2,5.00E-07,0.4,5,1.50E-06,-0.00024216, TE
0.2,5.00E-07,0.4,5,1.50E-06,-0.00023826, TE
0.2,5.00E-07,0.4,5,1.50E-06,-0.000241419, TE
0.2,5.00E-07,0.4,5,1.50E-06,-0.000254109, TE
0.2,5.00E-07,0.4,5,1.49E-06,-0.000271578, TE
0.2,5.00E-07,0.4,5,1.49E-06,-0.000293545, TE
0.2,5.00E-07,0.4,5,1.49E-06,-0.000321724, TE
0.2,5.00E-07,0.4,5,1.49E-06,-0.000350425, TE
0.2,5.00E-07,0.4,5,1.49E-06,-0.000379576, TE
0.2,5.00E-07,0.4,5,1.48E-06,-0.000412296, TE
0.2,5.00E-07,0.4,5,1.48E-06,-0.000442768, TE
0.2,5.00E-07,0.4,5,1.48E-06,-0.000470783, TE
0.2,5.00E-07,0.4,5,1.48E-06,-0.000501191, TE
0.2,5.00E-07,0.4,5,1.48E-06,-0.000528307, TE
0.2,5.00E-07,0.4,5,1.47E-06,-0.000550959, TE
0.2,5.00E-07,0.4,5,1.47E-06,-0.00057544, TE
0.2,5.00E-07,0.4,5,1.47E-06,-0.000596626, TE
0.2,5.00E-07,0.4,5,1.47E-06,-0.00061189, TE
0.2,5.00E-07,0.4,5,1.47E-06,-0.000628502, TE
0.2,5.00E-07,0.4,5,1.46E-06,-0.00064241, TE
0.2,5.00E-07,0.4,5,1.46E-06,-0.000649383, TE
0.2,5.00E-07,0.4,5,1.46E-06,-0.000657081, TE
0.2,5.00E-07,0.4,5,1.46E-06,-0.000662979, TE
0.2,5.00E-07,0.4,5,1.46E-06,-0.000661418, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000659868, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000657627, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000648095, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000638161, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000629139, TE
0.2,5.00E-07,0.4,5,1.45E-06,-0.000614173, TE
0.2,5.00E-07,0.4,5,1.44E-06,-0.0005994, TE
0.2,5.00E-07,0.4,5,1.44E-06,-0.000588131, TE
0.2,5.00E-07,0.4,5,1.44E-06,-0.000573891, TE
0.2,5.00E-07,0.4,5,1.44E-06,-0.000561995, TE
0.2,5.00E-07,0.4,5,1.44E-06,-0.000557268, TE
0.2,5.00E-07,0.4,5,1.43E-06,-0.000553477, TE
0.2,5.00E-07,0.4,5,1.43E-06,-0.000554537, TE
0.2,5.00E-07,0.4,5,1.43E-06,-0.000565617, TE
0.2,5.00E-07,0.4,5,1.43E-06,-0.000579565, TE
0.2,5.00E-07,0.4,5,1.43E-06,-0.00059769, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.000624479, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.000651142, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.000675937, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.000703216, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.00072363, TE
0.2,5.00E-07,0.4,5,1.42E-06,-0.000732719, TE
0.2,5.00E-07,0.4,5,1.41E-06,-0.000735741, TE
0.2,5.00E-07,0.4,5,1.41E-06,-0.000725773, TE
0.2,5.00E-07,0.4,5,1.41E-06,-0.000698782, TE
0.2,5.00E-07,0.4,5,1.41E-06,-0.000664375, TE
0.2,5.00E-07,0.4,5,1.41E-06,-0.000622777, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.000572517, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.000524298, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.00048033, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.000436737, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.000399838, TE
0.2,5.00E-07,0.4,5,1.40E-06,-0.000370439, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000342862, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000320662, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000304422, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000288728, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000276293, TE
0.2,5.00E-07,0.4,5,1.39E-06,-0.000268016, TE
0.2,5.00E-07,0.4,5,1.38E-06,-0.000259195, TE
0.2,5.00E-07,0.4,5,1.38E-06,-0.00025234, TE
0.2,5.00E-07,0.4,5,1.38E-06,-0.000248597, TE
0.2,5.00E-07,0.4,5,1.38E-06,-0.00024377, TE
0.2,5.00E-07,0.4,5,1.38E-06,-0.000240329, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.000239549, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.000237472, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.000236557, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.00023818, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.000238397, TE
0.2,5.00E-07,0.4,5,1.37E-06,-0.000239651, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000243432, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000245657, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000248699, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000254231, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000257931, TE
0.2,5.00E-07,0.4,5,1.36E-06,-0.000262026, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000268449, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000272646, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000276625, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000282673, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000286138, TE
0.2,5.00E-07,0.4,5,1.35E-06,-0.000288842, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.00029351, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.000295687, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.000297275, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.000301549, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.000304606, TE
0.2,5.00E-07,0.4,5,1.34E-06,-0.000309094, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000319071, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000331414, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000350577, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000381908, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000422445, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000478768, TE
0.2,5.00E-07,0.4,5,1.33E-06,-0.000557333, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.000651541, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.000765649, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.00090345, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.00104647, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.001187, TE
0.2,5.00E-07,0.4,5,1.32E-06,-0.00132413, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00143116, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00149635, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00153625, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00154665, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00152801, TE
0.2,5.00E-07,0.4,5,1.31E-06,-0.00150768, TE
0.2,5.00E-07,0.4,5,1.30E-06,-0.0014813, TE
0.2,5.00E-07,0.4,5,1.30E-06,-0.00142878, TE
0.2,5.00E-07,0.4,5,1.30E-06,-0.00136419, TE
0.2,5.00E-07,0.4,5,1.30E-06,-0.00128992, TE
0.28,5.00E-07,0.4,5,1.70E-06,8.60E-05, TM
0.28,5.00E-07,0.4,5,1.70E-06,8.69E-05, TM
0.28,5.00E-07,0.4,5,1.69E-06,8.72E-05, TM
0.28,5.00E-07,0.4,5,1.69E-06,8.64E-05, TM
0.28,5.00E-07,0.4,5,1.69E-06,8.44E-05, TM
0.28,5.00E-07,0.4,5,1.69E-06,8.07E-05, TM
0.28,5.00E-07,0.4,5,1.68E-06,7.55E-05, TM
0.28,5.00E-07,0.4,5,1.68E-06,6.86E-05, TM
0.28,5.00E-07,0.4,5,1.68E-06,6.02E-05, TM
0.28,5.00E-07,0.4,5,1.68E-06,5.07E-05, TM
0.28,5.00E-07,0.4,5,1.67E-06,4.05E-05, TM
0.28,5.00E-07,0.4,5,1.67E-06,3.02E-05, TM
0.28,5.00E-07,0.4,5,1.67E-06,2.05E-05, TM
0.28,5.00E-07,0.4,5,1.67E-06,1.21E-05, TM
