,training_loss,testing_loss,learning_rate
166,0.04542942,0.046701275,0.001
167,0.046254743,0.047536638,0.001
168,0.04647981,0.047700983,0.001
169,0.047282334,0.04851099,0.001
170,0.04648777,0.04775916,0.001
171,0.045041967,0.04643696,0.001
172,0.045394972,0.046758275,0.001
173,0.04591867,0.047152948,0.001
174,0.04591814,0.046946406,0.001
175,0.04465893,0.04583265,0.001
176,0.04484667,0.046145797,0.001
177,0.04923629,0.051234648,0.001
178,0.046904027,0.04886694,0.001
179,0.045345705,0.047225412,0.001
180,0.044713568,0.046506617,0.001
181,0.044323508,0.04599923,0.001
182,0.044459604,0.045973748,0.001
183,0.044434365,0.046033893,0.001
184,0.044674028,0.046382125,0.001
185,0.04707394,0.04933319,0.001
186,0.045524828,0.047462367,0.001
187,0.044311482,0.04618863,0.001
188,0.04367189,0.04537301,0.001
189,0.043396946,0.04497429,0.001
190,0.043257546,0.044829547,0.001
191,0.043454904,0.04489401,0.001
192,0.042801555,0.044320878,0.001
193,0.042867705,0.04439015,0.001
194,0.042548466,0.044102333,0.001
195,0.0424422,0.04401345,0.001
196,0.04426691,0.045707032,0.001
197,0.04403146,0.04537589,0.001
198,0.04258034,0.0441817,0.001
199,0.041940685,0.04357341,0.001
200,0.041849744,0.043532833,0.001
201,0.045172196,0.04642255,0.001
202,0.041687943,0.043419663,0.001
203,0.041467384,0.04328122,0.001
204,0.04184276,0.043472484,0.001
205,0.045026675,0.046380147,0.001
206,0.04149321,0.043048944,0.001
207,0.0414735,0.043200754,0.001
208,0.041702326,0.04334099,0.001
209,0.041195795,0.042993914,0.001
210,0.043124188,0.044581484,0.001
211,0.042890467,0.04434428,0.001
212,0.046718992,0.047786564,0.001
213,0.042828273,0.044187415,0.001
214,0.04558015,0.04746234,0.001
215,0.042484254,0.044669755,0.001
216,0.043660685,0.045886107,0.001
217,0.04257448,0.044929154,0.001
218,0.04166186,0.043982513,0.001
219,0.041359507,0.0436468,0.001
220,0.041243184,0.043485273,0.001
221,0.040926345,0.043113064,0.001
222,0.040639564,0.042901374,0.001
