,training_loss,testing_loss,learning_rate
217,0.057548426,0.05957491,0.001
218,0.05753455,0.059516333,0.001
219,0.057520945,0.059477847,0.001
220,0.057357486,0.059313722,0.001
221,0.057545353,0.059559777,0.001
222,0.056953043,0.05905125,0.001
223,0.057077855,0.059070315,0.001
224,0.058088012,0.06008712,0.001
225,0.05762808,0.059628252,0.001
226,0.057103496,0.059071794,0.001
227,0.05683724,0.058846522,0.001
228,0.057266947,0.05921001,0.001
229,0.057442002,0.05925082,0.001
230,0.056870665,0.058799732,0.001
231,0.056794483,0.05885613,0.001
232,0.056612503,0.058705267,0.001
233,0.056637727,0.058734708,0.001
234,0.056694433,0.058767926,0.001
235,0.059275445,0.061038066,0.001
236,0.058692537,0.060319267,0.001
237,0.057719503,0.05967888,0.001
238,0.058387794,0.0603988,0.001
239,0.05757133,0.059727363,0.001
240,0.057069097,0.059159458,0.001
241,0.056250103,0.058480557,0.001
242,0.05609025,0.058230203,0.001
243,0.05616053,0.05822518,0.001
244,0.05532511,0.05752117,0.001
245,0.05606914,0.058130972,0.001
246,0.05580676,0.05795815,0.001
247,0.055849094,0.057953484,0.001
248,0.054945804,0.057158437,0.001
249,0.057121344,0.058811273,0.001
