,Fill Factor,Pitch,Duty Cycle,Theta,Mode,Lambda,Transmission
1086,0.14285733333333336,0.0,0.42857249999999986,1.0,0.0,1.67653e-06,0.00129029
8097,1.0,1.0,0.285715,0.0,1.0,1.6016899999999998e-06,-0.00161232
1739,0.14285733333333336,0.71429,0.5714274999999999,0.7142850000000002,1.0,1.6571700000000002e-06,-0.000334111
3659,0.4285733333333333,0.5714299999999998,0.5714274999999999,0.7142850000000002,1.0,1.43565e-06,-0.00011192799999999999
7167,0.8571399999999999,1.0,1.0,1.0,1.0,1.58401e-06,-0.000923538
68,0.0,0.0,0.5714274999999999,0.285715,0.0,1.60007e-06,0.000645485
6543,0.8571399999999999,0.428571,0.0,1.0,1.0,1.46768e-06,-0.000355311
1987,0.14285733333333336,1.0,0.5714274999999999,0.1428575,1.0,1.7e-06,-0.00252336
3933,0.4285733333333333,0.8571399999999998,0.7142850000000001,0.8571424999999998,1.0,1.6981700000000001e-06,-0.000237756
7230,1.0,0.0,0.42857249999999986,1.0,0.0,1.4137899999999999e-06,0.000929131
3934,0.4285733333333333,0.8571399999999998,0.7142850000000001,1.0,0.0,1.5141299999999998e-06,0.025707999999999998
176,0.0,0.1428570000000001,0.42857249999999986,0.0,0.0,1.53923e-06,0.00136876
5000,0.5714266666666667,1.0,0.0,0.5714275,0.0,1.55591e-06,0.296426
3666,0.4285733333333333,0.5714299999999998,0.7142850000000001,0.1428575,0.0,1.7e-06,0.0036080999999999995
7633,1.0,0.428571,0.7142850000000001,0.0,1.0,1.4304399999999997e-06,-0.000529139
1746,0.14285733333333336,0.71429,0.7142850000000001,0.1428575,0.0,1.4e-06,0.00305426
2298,0.28571399999999997,0.1428570000000001,1.0,0.7142850000000002,0.0,1.4488200000000001e-06,0.23593899999999998
6509,0.8571399999999999,0.28571399999999997,0.8571424999999999,0.8571424999999998,1.0,1.41126e-06,-0.000212478
3012,0.28571399999999997,1.0,0.5714274999999999,0.285715,0.0,1.5422299999999998e-06,0.0369264
4244,0.5714266666666667,0.1428570000000001,0.1428575,0.285715,0.0,1.4e-06,0.071681
152,0.0,0.1428570000000001,0.1428575,0.5714275,0.0,1.53474e-06,0.00136675
636,0.0,0.5714299999999998,1.0,0.8571424999999998,0.0,1.67653e-06,0.011323399999999999
4492,0.5714266666666667,0.428571,0.0,0.8571424999999998,0.0,1.64166e-06,0.000809759
2001,0.14285733333333336,1.0,0.7142850000000001,0.0,1.0,1.43174e-06,-0.010557500000000001
2730,0.28571399999999997,0.71429,0.285715,0.7142850000000002,0.0,1.6571700000000002e-06,0.0009780960000000001
7878,1.0,0.71429,0.5714274999999999,0.4285725,0.0,1.45282e-06,0.024463299999999997
7925,1.0,0.71429,1.0,0.285715,1.0,1.6148e-06,-0.0005092440000000001
1159,0.14285733333333336,0.1428570000000001,0.0,0.4285725,1.0,1.44089e-06,-0.000132844
2063,0.28571399999999997,0.0,0.0,1.0,1.0,1.43565e-06,-6.0813e-05
228,0.0,0.1428570000000001,0.8571424999999999,0.285715,0.0,1.4e-06,0.119475
5370,0.7142866666666666,0.1428570000000001,1.0,0.7142850000000002,0.0,1.51268e-06,0.42017299999999996
1436,0.14285733333333336,0.428571,0.1428575,0.8571424999999998,0.0,1.7e-06,0.0239872
1593,0.14285733333333336,0.5714299999999998,0.42857249999999986,0.5714275,1.0,1.6890900000000002e-06,-8.488549999999999e-05
6015,0.7142866666666666,0.8571399999999998,1.0,1.0,1.0,1.6800999999999998e-06,-0.00040926300000000004
5853,0.7142866666666666,0.71429,0.7142850000000001,0.8571424999999998,1.0,1.47316e-06,-0.000259844
4780,0.5714266666666667,0.71429,0.285715,0.8571424999999998,0.0,1.4e-06,0.110304
2605,0.28571399999999997,0.5714299999999998,0.285715,0.8571424999999998,1.0,1.60007e-06,-0.000105775
7764,1.0,0.5714299999999998,0.7142850000000001,0.285715,0.0,1.4e-06,0.0022651
5911,0.7142866666666666,0.8571399999999998,0.1428575,0.4285725,1.0,1.67475e-06,-0.00039753
8009,1.0,0.8571399999999998,0.5714274999999999,0.5714275,1.0,1.5761099999999999e-06,-0.0006071319999999999
7305,1.0,0.1428570000000001,0.0,0.5714275,1.0,1.4e-06,-0.000491617
7595,1.0,0.428571,0.285715,0.7142850000000002,1.0,1.4e-06,-0.000353285
3314,0.4285733333333333,0.1428570000000001,1.0,0.1428575,0.0,1.4488200000000001e-06,0.263957
3656,0.4285733333333333,0.5714299999999998,0.5714274999999999,0.5714275,0.0,1.7e-06,0.00270519
2270,0.28571399999999997,0.1428570000000001,0.7142850000000001,1.0,0.0,1.42915e-06,0.209364
188,0.0,0.1428570000000001,0.42857249999999986,0.8571424999999998,0.0,1.4e-06,0.0122363
6646,0.8571399999999999,0.428571,1.0,0.4285725,0.0,1.6909e-06,0.0123903
4760,0.5714266666666667,0.71429,0.1428575,0.5714275,0.0,1.4e-06,0.0191734
1066,0.14285733333333336,0.0,0.285715,0.7142850000000002,0.0,1.5498e-06,0.0007096030000000001
3385,0.4285733333333333,0.28571399999999997,0.42857249999999986,0.5714275,1.0,1.40874e-06,-9.199309999999999e-05
3192,0.4285733333333333,0.0,1.0,0.5714275,0.0,1.5513299999999998e-06,0.00108588
1983,0.14285733333333336,1.0,0.42857249999999986,1.0,1.0,1.6606599999999998e-06,-0.0008901410000000001
8060,1.0,0.8571399999999998,1.0,0.8571424999999998,0.0,1.6016899999999998e-06,0.0439306
6860,0.8571399999999999,0.71429,0.5714274999999999,0.8571424999999998,0.0,1.45954e-06,0.0403561
3665,0.4285733333333333,0.5714299999999998,0.7142850000000001,0.0,1.0,1.5620699999999999e-06,-0.00020611400000000003
4759,0.5714266666666667,0.71429,0.1428575,0.4285725,1.0,1.61315e-06,-0.00033748800000000005
3474,0.4285733333333333,0.428571,0.1428575,0.1428575,0.0,1.7e-06,0.0459087
4964,0.5714266666666667,0.8571399999999998,0.8571424999999999,0.285715,0.0,1.5228899999999998e-06,0.11733900000000001
1029,0.14285733333333336,0.0,0.0,0.285715,1.0,1.5667199999999999e-06,-0.000121449
347,0.0,0.28571399999999997,0.7142850000000001,0.7142850000000002,1.0,1.49548e-06,-3.98651e-05
7790,1.0,0.5714299999999998,0.8571424999999999,1.0,0.0,1.4e-06,0.00930369
3854,0.4285733333333333,0.8571399999999998,0.0,1.0,0.0,1.4636e-06,0.20539899999999997
3830,0.4285733333333333,0.71429,1.0,0.4285725,0.0,1.41887e-06,0.0648456
2549,0.28571399999999997,0.428571,1.0,0.285715,1.0,1.66768e-06,-0.000111949
3092,0.4285733333333333,0.0,0.1428575,0.285715,0.0,1.49832e-06,0.00106607
7128,0.8571399999999999,1.0,0.7142850000000001,0.5714275,0.0,1.6712099999999998e-06,0.013802600000000002
3834,0.4285733333333333,0.71429,1.0,0.7142850000000002,0.0,1.42915e-06,0.0633879
3774,0.4285733333333333,0.71429,0.42857249999999986,1.0,0.0,1.4e-06,0.06301430000000001
2725,0.28571399999999997,0.71429,0.285715,0.285715,1.0,1.66768e-06,-0.00012516100000000002
2869,0.28571399999999997,0.8571399999999998,0.42857249999999986,0.285715,1.0,1.7e-06,-0.00110347
777,0.0,0.8571399999999998,0.0,0.5714275,1.0,1.40749e-06,-0.00193743
1989,0.14285733333333336,1.0,0.5714274999999999,0.285715,1.0,1.7e-06,-0.0019187000000000002
1309,0.14285733333333336,0.28571399999999997,0.1428575,0.8571424999999998,1.0,1.62143e-06,-7.007850000000001e-05
6613,0.8571399999999999,0.428571,0.7142850000000001,0.285715,1.0,1.40498e-06,-0.000267379
