,Fill Factor,Pitch,Duty Cycle,Theta,Mode,Lambda,Transmission
5746,0.7142866666666666,0.5714299999999998,1.0,0.1428575,0.0,1.5452500000000002e-06,0.00246843
3295,0.4285733333333333,0.1428570000000001,0.7142850000000001,1.0,1.0,1.6890900000000002e-06,-0.000138398
5617,0.7142866666666666,0.428571,1.0,0.0,1.0,1.6606599999999998e-06,-0.000313519
3579,0.4285733333333333,0.428571,1.0,0.7142850000000002,1.0,1.4012399999999999e-06,-8.33976e-05
3317,0.4285733333333333,0.1428570000000001,1.0,0.285715,1.0,1.5824299999999999e-06,-0.000134649
2258,0.28571399999999997,0.1428570000000001,0.7142850000000001,0.1428575,0.0,1.4e-06,0.160691
1696,0.14285733333333336,0.71429,0.285715,0.0,0.0,1.58084e-06,0.00321133
4282,0.5714266666666667,0.1428570000000001,0.42857249999999986,0.7142850000000002,0.0,1.43174e-06,0.27152600000000005
8174,1.0,1.0,0.8571424999999999,1.0,0.0,1.7e-06,0.011181
2247,0.28571399999999997,0.1428570000000001,0.5714274999999999,0.4285725,1.0,1.62812e-06,-9.98386e-05
1371,0.14285733333333336,0.28571399999999997,0.7142850000000001,0.7142850000000002,1.0,1.4828399999999998e-06,-4.57736e-05
6896,0.8571399999999999,0.71429,1.0,0.0,0.0,1.47591e-06,0.146432
2061,0.28571399999999997,0.0,0.0,0.8571424999999998,1.0,1.42786e-06,-6.664770000000001e-05
7268,1.0,0.0,0.8571424999999999,0.285715,0.0,1.5069e-06,0.000767265
6135,0.7142866666666666,1.0,1.0,0.4285725,1.0,1.5824299999999999e-06,-0.00416758
4827,0.5714266666666667,0.71429,0.7142850000000001,0.7142850000000002,1.0,1.67653e-06,-0.000195579
1910,0.14285733333333336,0.8571399999999998,1.0,0.4285725,0.0,1.4856299999999998e-06,0.062488
3448,0.4285733333333333,0.28571399999999997,1.0,0.5714275,0.0,1.6399599999999997e-06,0.190908
3043,0.28571399999999997,1.0,0.8571424999999999,0.1428575,1.0,1.63148e-06,-0.005686600000000001
2708,0.28571399999999997,0.71429,0.1428575,0.285715,0.0,1.62644e-06,0.00197939
3143,0.4285733333333333,0.0,0.5714274999999999,0.4285725,1.0,1.5287899999999998e-06,-0.000136737
154,0.0,0.1428570000000001,0.1428575,0.7142850000000002,0.0,1.54374e-06,0.00125322
3710,0.4285733333333333,0.5714299999999998,1.0,1.0,0.0,1.6297999999999998e-06,0.00144983
4161,0.5714266666666667,0.0,0.5714274999999999,0.0,1.0,1.4828399999999998e-06,-0.00014044899999999998
6944,0.8571399999999999,0.8571399999999998,0.285715,0.0,0.0,1.4828399999999998e-06,0.0210404
3312,0.4285733333333333,0.1428570000000001,1.0,0.0,0.0,1.4461700000000003e-06,0.251735
3652,0.4285733333333333,0.5714299999999998,0.5714274999999999,0.285715,0.0,1.7e-06,0.00343583
3565,0.4285733333333333,0.428571,0.8571424999999999,0.8571424999999998,1.0,1.46768e-06,-9.96956e-05
5032,0.5714266666666667,1.0,0.285715,0.5714275,0.0,1.56828e-06,0.0525325
1734,0.14285733333333336,0.71429,0.5714274999999999,0.4285725,0.0,1.5407299999999997e-06,0.00221586
6887,0.8571399999999999,0.71429,0.8571424999999999,0.4285725,1.0,1.5745300000000001e-06,-0.000386936
3874,0.4285733333333333,0.8571399999999998,0.285715,0.1428575,0.0,1.41e-06,0.00498672
880,0.0,0.8571399999999998,1.0,0.0,0.0,1.44749e-06,0.0336619
7857,1.0,0.71429,0.42857249999999986,0.0,1.0,1.58401e-06,-0.000672671
1292,0.14285733333333336,0.28571399999999997,0.0,0.8571424999999998,0.0,1.52143e-06,0.08715260000000001
318,0.0,0.28571399999999997,0.42857249999999986,1.0,0.0,1.54828e-06,0.41594899999999996
3699,0.4285733333333333,0.5714299999999998,1.0,0.1428575,1.0,1.46224e-06,-7.6923e-05
4416,0.5714266666666667,0.28571399999999997,0.5714274999999999,0.0,0.0,1.6115000000000002e-06,0.245104
2842,0.28571399999999997,0.8571399999999998,0.1428575,0.7142850000000002,0.0,1.43565e-06,0.130025
7688,1.0,0.5714299999999998,0.0,0.5714275,0.0,1.5097899999999999e-06,0.0007447189999999999
5981,0.7142866666666666,0.8571399999999998,0.7142850000000001,0.8571424999999998,1.0,1.63486e-06,-0.00026953599999999996
3569,0.4285733333333333,0.428571,1.0,0.0,1.0,1.6800999999999998e-06,-0.000143271
2485,0.28571399999999997,0.428571,0.42857249999999986,0.285715,1.0,1.4012399999999999e-06,-0.000100122
7710,1.0,0.5714299999999998,0.1428575,1.0,0.0,1.4012399999999999e-06,0.000570355
315,0.0,0.28571399999999997,0.42857249999999986,0.7142850000000002,1.0,1.4461700000000003e-06,-3.52428e-05
3753,0.4285733333333333,0.71429,0.285715,0.5714275,1.0,1.6981700000000001e-06,-0.000164163
1635,0.14285733333333336,0.5714299999999998,0.8571424999999999,0.1428575,1.0,1.65197e-06,-9.00844e-05
7120,0.8571399999999999,1.0,0.7142850000000001,0.0,0.0,1.6537000000000002e-06,0.0243456
4020,0.4285733333333333,1.0,0.42857249999999986,0.285715,0.0,1.5528499999999999e-06,0.019234900000000003
5371,0.7142866666666666,0.1428570000000001,1.0,0.7142850000000002,1.0,1.5792600000000002e-06,-0.00030915900000000004
2904,0.28571399999999997,0.8571399999999998,0.7142850000000001,0.5714275,0.0,1.48006e-06,0.0440211
2721,0.28571399999999997,0.71429,0.285715,0.0,1.0,1.63656e-06,-0.000267727
5280,0.7142866666666666,0.1428570000000001,0.285715,0.0,0.0,1.40373e-06,0.228839
3020,0.28571399999999997,1.0,0.5714274999999999,0.8571424999999998,0.0,1.5651699999999999e-06,0.0236071
1992,0.14285733333333336,1.0,0.5714274999999999,0.5714275,0.0,1.53474e-06,0.0230568
2117,0.28571399999999997,0.0,0.5714274999999999,0.285715,1.0,1.4448400000000002e-06,-5.34382e-05
3590,0.4285733333333333,0.5714299999999998,0.0,0.4285725,0.0,1.5651699999999999e-06,0.00191024
7165,0.8571399999999999,1.0,1.0,0.8571424999999998,1.0,1.5792600000000002e-06,-0.00119729
1412,0.14285733333333336,0.428571,0.0,0.285715,0.0,1.63486e-06,0.0468168
7535,1.0,0.28571399999999997,0.8571424999999999,1.0,1.0,1.4e-06,-0.00023622700000000001
896,0.0,1.0,0.0,0.0,0.0,1.4e-06,0.0204136
6751,0.8571399999999999,0.5714299999999998,0.7142850000000001,1.0,1.0,1.42528e-06,-0.00018461900000000002
5549,0.7142866666666666,0.428571,0.285715,0.8571424999999998,1.0,1.42915e-06,-0.000219493
3838,0.4285733333333333,0.71429,1.0,1.0,0.0,1.44089e-06,0.0627267
356,0.0,0.28571399999999997,0.8571424999999999,0.285715,0.0,1.5636199999999999e-06,0.361809
5182,0.7142866666666666,0.0,0.42857249999999986,1.0,0.0,1.5141299999999998e-06,0.000619175
2127,0.28571399999999997,0.0,0.5714274999999999,1.0,1.0,1.47591e-06,-6.88195e-05
1580,0.14285733333333336,0.5714299999999998,0.285715,0.8571424999999998,0.0,1.7e-06,0.00782318
6641,0.8571399999999999,0.428571,1.0,0.0,1.0,1.4e-06,-0.00039030300000000005
4443,0.5714266666666667,0.28571399999999997,0.7142850000000001,0.7142850000000002,1.0,1.4e-06,-0.00015662100000000002
801,0.0,0.8571399999999998,0.285715,0.0,1.0,1.7e-06,-0.00432271
1450,0.14285733333333336,0.428571,0.285715,0.7142850000000002,0.0,1.7e-06,0.0579774
7160,0.8571399999999999,1.0,1.0,0.5714275,0.0,1.7e-06,0.0436439
5877,0.7142866666666666,0.71429,1.0,0.285715,1.0,1.6537000000000002e-06,-0.000268416
622,0.0,0.5714299999999998,0.8571424999999999,1.0,0.0,1.67475e-06,0.011759200000000001
4804,0.5714266666666667,0.71429,0.5714274999999999,0.285715,0.0,1.4e-06,0.00201464
3338,0.4285733333333333,0.28571399999999997,0.0,0.7142850000000002,0.0,1.55438e-06,0.0857555
5137,0.7142866666666666,0.0,0.1428575,0.0,1.0,1.43434e-06,-0.000401276
2840,0.28571399999999997,0.8571399999999998,0.1428575,0.5714275,0.0,1.4201499999999999e-06,0.0947962
331,0.0,0.28571399999999997,0.5714274999999999,0.7142850000000002,1.0,1.62644e-06,-4.5063e-05
5330,0.7142866666666666,0.1428570000000001,0.7142850000000001,0.1428575,0.0,1.45954e-06,0.26395
5208,0.7142866666666666,0.0,0.7142850000000001,0.5714275,0.0,1.56984e-06,0.0005275319999999999
6948,0.8571399999999999,0.8571399999999998,0.285715,0.285715,0.0,1.4926599999999999e-06,0.0327513
2171,0.28571399999999997,0.0,1.0,0.7142850000000002,1.0,1.42786e-06,-5.21664e-05
714,0.0,0.71429,0.5714274999999999,0.7142850000000002,0.0,1.4e-06,0.00209511
6855,0.8571399999999999,0.71429,0.5714274999999999,0.4285725,1.0,1.40749e-06,-0.00021868900000000002
3292,0.4285733333333333,0.1428570000000001,0.7142850000000001,0.8571424999999998,0.0,1.44352e-06,0.254873
591,0.0,0.5714299999999998,0.5714274999999999,1.0,1.0,1.7e-06,-4.2777399999999995e-05
1218,0.14285733333333336,0.1428570000000001,0.5714274999999999,0.1428575,0.0,1.4e-06,0.0235609
677,0.0,0.71429,0.285715,0.285715,1.0,1.7e-06,-0.000286456
2119,0.28571399999999997,0.0,0.5714274999999999,0.4285725,1.0,1.45954e-06,-5.5531099999999994e-05
2469,0.28571399999999997,0.428571,0.285715,0.285715,1.0,1.4304399999999997e-06,-9.06375e-05
5857,0.7142866666666666,0.71429,0.8571424999999999,0.0,1.0,1.6065799999999999e-06,-0.000328176
6789,0.8571399999999999,0.71429,0.0,0.285715,1.0,1.4e-06,-0.00048589900000000003
153,0.0,0.1428570000000001,0.1428575,0.5714275,1.0,1.55591e-06,-0.000173481
4250,0.5714266666666667,0.1428570000000001,0.1428575,0.7142850000000002,0.0,1.40624e-06,0.14724500000000001
7090,0.8571399999999999,1.0,0.42857249999999986,0.1428575,0.0,1.6433700000000002e-06,0.0220162
1114,0.14285733333333336,0.0,0.7142850000000001,0.7142850000000002,0.0,1.67831e-06,0.00133851
5741,0.7142866666666666,0.5714299999999998,0.8571424999999999,0.8571424999999998,1.0,1.42399e-06,-0.00011719299999999999
7219,1.0,0.0,0.42857249999999986,0.1428575,1.0,1.49832e-06,-0.000763545
1353,0.14285733333333336,0.28571399999999997,0.5714274999999999,0.5714275,1.0,1.5636199999999999e-06,-6.882829999999999e-05
2901,0.28571399999999997,0.8571399999999998,0.7142850000000001,0.285715,1.0,1.68548e-06,-0.00142837
7601,1.0,0.428571,0.42857249999999986,0.0,1.0,1.40373e-06,-0.00064285
4555,0.5714266666666667,0.428571,0.5714274999999999,0.7142850000000002,1.0,1.44352e-06,-0.000123151
3493,0.4285733333333333,0.428571,0.285715,0.285715,1.0,1.43174e-06,-0.000119458
7906,1.0,0.71429,0.8571424999999999,0.1428575,0.0,1.47041e-06,0.0515924
2716,0.28571399999999997,0.71429,0.1428575,0.8571424999999998,0.0,1.4e-06,0.00187093
6845,0.8571399999999999,0.71429,0.42857249999999986,0.8571424999999998,1.0,1.41126e-06,-0.000231106
7039,0.8571399999999999,0.8571399999999998,1.0,1.0,1.0,1.65197e-06,-0.000501901
71,0.0,0.0,0.5714274999999999,0.4285725,1.0,1.49832e-06,-5.3986e-05
1393,0.14285733333333336,0.28571399999999997,1.0,0.0,1.0,1.46768e-06,-3.89246e-05
6397,0.8571399999999999,0.1428570000000001,1.0,0.8571424999999998,1.0,1.5620699999999999e-06,-0.00038690199999999995
2045,0.14285733333333336,1.0,1.0,0.8571424999999998,1.0,1.68548e-06,-0.0008056589999999999
4330,0.5714266666666667,0.1428570000000001,0.8571424999999999,0.7142850000000002,0.0,1.4690399999999999e-06,0.32806199999999996
4013,0.4285733333333333,1.0,0.285715,0.8571424999999998,1.0,1.61645e-06,-0.0008530110000000001
3813,0.4285733333333333,0.71429,0.8571424999999999,0.285715,1.0,1.66768e-06,-0.000207401
1705,0.14285733333333336,0.71429,0.285715,0.5714275,1.0,1.7e-06,-8.885e-05
269,0.0,0.28571399999999997,0.0,0.8571424999999998,1.0,1.5968299999999999e-06,-6.28066e-05
5991,0.7142866666666666,0.8571399999999998,0.8571424999999999,0.4285725,1.0,1.6659200000000001e-06,-0.00048031800000000003
6068,0.7142866666666666,1.0,0.42857249999999986,0.285715,0.0,1.6247700000000001e-06,0.0142279
490,0.0,0.428571,0.8571424999999999,0.7142850000000002,0.0,1.7e-06,0.05624730000000001
4486,0.5714266666666667,0.428571,0.0,0.4285725,0.0,1.63656e-06,0.00548406
5176,0.7142866666666666,0.0,0.42857249999999986,0.5714275,0.0,1.5377299999999999e-06,0.0009355460000000001
7245,1.0,0.0,0.5714274999999999,0.8571424999999998,1.0,1.4e-06,-0.000317405
4764,0.5714266666666667,0.71429,0.1428575,0.8571424999999998,0.0,1.4e-06,0.119565
2299,0.28571399999999997,0.1428570000000001,1.0,0.7142850000000002,1.0,1.4e-06,-7.72734e-05
1658,0.14285733333333336,0.5714299999999998,1.0,0.7142850000000002,0.0,1.7e-06,0.012708
3106,0.4285733333333333,0.0,0.285715,0.1428575,0.0,1.50834e-06,0.00106791
2814,0.28571399999999997,0.71429,1.0,1.0,0.0,1.40749e-06,0.0698467
7100,0.8571399999999999,1.0,0.42857249999999986,0.8571424999999998,0.0,1.67653e-06,0.052180399999999995
4383,0.5714266666666667,0.28571399999999997,0.1428575,1.0,1.0,1.4828399999999998e-06,-0.000112341
5916,0.7142866666666666,0.8571399999999998,0.1428575,0.8571424999999998,0.0,1.51558e-06,0.30453600000000003
5842,0.7142866666666666,0.71429,0.7142850000000001,0.1428575,0.0,1.43434e-06,0.0110917
69,0.0,0.0,0.5714274999999999,0.285715,1.0,1.59845e-06,-6.48711e-05
7943,1.0,0.8571399999999998,0.0,0.4285725,1.0,1.58401e-06,-0.000923083
4262,0.5714266666666667,0.1428570000000001,0.285715,0.4285725,0.0,1.4e-06,0.203949
7061,0.8571399999999999,1.0,0.1428575,0.285715,1.0,1.7e-06,-0.0015536
1468,0.14285733333333336,0.428571,0.42857249999999986,0.8571424999999998,0.0,1.7e-06,0.0403412
4840,0.5714266666666667,0.71429,0.8571424999999999,0.5714275,0.0,1.44089e-06,0.0563754
5293,0.7142866666666666,0.1428570000000001,0.285715,0.8571424999999998,1.0,1.592e-06,-0.00036585800000000005
1325,0.14285733333333336,0.28571399999999997,0.285715,0.8571424999999998,1.0,1.4555e-06,-3.9554699999999996e-05
2608,0.28571399999999997,0.5714299999999998,0.42857249999999986,0.0,0.0,1.7e-06,0.0122845
422,0.0,0.428571,0.285715,0.4285725,0.0,1.64852e-06,0.142654
2831,0.28571399999999997,0.8571399999999998,0.0,1.0,1.0,1.55591e-06,-0.000632602
4196,0.5714266666666667,0.0,0.8571424999999999,0.285715,0.0,1.5513299999999998e-06,0.0007319589999999999
6848,0.8571399999999999,0.71429,0.5714274999999999,0.0,0.0,1.4304399999999997e-06,0.0148203
6821,0.8571399999999999,0.71429,0.285715,0.285715,1.0,1.5903999999999998e-06,-0.000392653
731,0.0,0.71429,0.7142850000000001,0.7142850000000002,1.0,1.66416e-06,-0.0008654919999999999
1800,0.14285733333333336,0.8571399999999998,0.0,0.5714275,0.0,1.4e-06,0.11163599999999999
1744,0.14285733333333336,0.71429,0.7142850000000001,0.0,0.0,1.4e-06,0.00304933
7040,0.8571399999999999,1.0,0.0,0.0,0.0,1.52143e-06,0.028651
4921,0.5714266666666667,0.8571399999999998,0.42857249999999986,0.5714275,1.0,1.6606599999999998e-06,-0.000659917
3134,0.4285733333333333,0.0,0.42857249999999986,1.0,0.0,1.51558e-06,0.000941141
378,0.0,0.28571399999999997,1.0,0.7142850000000002,0.0,1.58401e-06,0.43340200000000006
7456,1.0,0.28571399999999997,0.285715,0.0,0.0,1.67831e-06,0.234073
2230,0.28571399999999997,0.1428570000000001,0.42857249999999986,0.4285725,0.0,1.4e-06,0.0785966
7397,1.0,0.1428570000000001,0.8571424999999999,0.285715,1.0,1.5069e-06,-0.00063207
4843,0.5714266666666667,0.71429,0.8571424999999999,0.7142850000000002,1.0,1.6624099999999998e-06,-0.00023323200000000002
1087,0.14285733333333336,0.0,0.42857249999999986,1.0,1.0,1.48006e-06,-5.55904e-05
3613,0.4285733333333333,0.5714299999999998,0.1428575,0.8571424999999998,1.0,1.4422e-06,-8.75676e-05
7734,1.0,0.5714299999999998,0.42857249999999986,0.4285725,0.0,1.67653e-06,0.00188809
4876,0.5714266666666667,0.8571399999999998,0.0,0.8571424999999998,0.0,1.4772899999999998e-06,0.211116
5276,0.7142866666666666,0.1428570000000001,0.1428575,0.8571424999999998,0.0,1.44089e-06,0.22405999999999998
1024,0.14285733333333336,0.0,0.0,0.0,0.0,1.5377299999999999e-06,0.000655984
3508,0.4285733333333333,0.428571,0.42857249999999986,0.285715,0.0,1.60822e-06,0.018701699999999998
817,0.0,0.8571399999999998,0.42857249999999986,0.0,1.0,1.6818900000000003e-06,-0.00294379
854,0.0,0.8571399999999998,0.7142850000000001,0.4285725,0.0,1.41126e-06,0.0326657
951,0.0,1.0,0.42857249999999986,0.4285725,1.0,1.44089e-06,-0.0015468
3046,0.28571399999999997,1.0,0.8571424999999999,0.4285725,0.0,1.57297e-06,0.07291569999999999
6989,0.8571399999999999,0.8571399999999998,0.5714274999999999,0.8571424999999998,1.0,1.60986e-06,-0.000391045
4407,0.5714266666666667,0.28571399999999997,0.42857249999999986,0.4285725,1.0,1.41126e-06,-0.000189093
6474,0.8571399999999999,0.28571399999999997,0.5714274999999999,0.7142850000000002,0.0,1.7e-06,0.244955
583,0.0,0.5714299999999998,0.5714274999999999,0.4285725,1.0,1.66944e-06,-5.42393e-05
4987,0.5714266666666667,0.8571399999999998,1.0,0.7142850000000002,1.0,1.6909e-06,-0.000399104
3564,0.4285733333333333,0.428571,0.8571424999999999,0.8571424999999998,0.0,1.61315e-06,0.011377600000000002
6193,0.8571399999999999,0.0,0.42857249999999986,0.0,1.0,1.50403e-06,-0.00046729599999999997
1402,0.14285733333333336,0.28571399999999997,1.0,0.7142850000000002,0.0,1.60495e-06,0.389499
3101,0.4285733333333333,0.0,0.1428575,0.8571424999999998,1.0,1.63656e-06,-0.000130562
7760,1.0,0.5714299999999998,0.7142850000000001,0.0,0.0,1.67653e-06,0.0023134
2844,0.28571399999999997,0.8571399999999998,0.1428575,0.8571424999999998,0.0,1.4461700000000003e-06,0.160141
6501,0.8571399999999999,0.28571399999999997,0.8571424999999999,0.285715,1.0,1.4227100000000002e-06,-0.00022951299999999998
1052,0.14285733333333336,0.0,0.1428575,0.8571424999999998,0.0,1.4898400000000002e-06,0.000640423
3523,0.4285733333333333,0.428571,0.5714274999999999,0.1428575,1.0,1.40373e-06,-8.69419e-05
3423,0.4285733333333333,0.28571399999999997,0.7142850000000001,1.0,1.0,1.4e-06,-6.82693e-05
4058,0.4285733333333333,1.0,0.7142850000000001,0.7142850000000002,0.0,1.5888e-06,0.0223257
4293,0.5714266666666667,0.1428570000000001,0.5714274999999999,0.285715,1.0,1.53923e-06,-0.000202843
6388,0.8571399999999999,0.1428570000000001,1.0,0.285715,0.0,1.5228899999999998e-06,0.41464799999999996
4882,0.5714266666666667,0.8571399999999998,0.1428575,0.1428575,0.0,1.4369499999999999e-06,0.0407016
7721,1.0,0.5714299999999998,0.285715,0.5714275,1.0,1.42528e-06,-0.000550373
5308,0.7142866666666666,0.1428570000000001,0.42857249999999986,0.8571424999999998,0.0,1.46224e-06,0.376583
6530,0.8571399999999999,0.428571,0.0,0.1428575,0.0,1.6800999999999998e-06,0.00480927
2400,0.28571399999999997,0.28571399999999997,0.8571424999999999,0.0,0.0,1.6016899999999998e-06,0.387955
8107,1.0,1.0,0.285715,0.7142850000000002,1.0,1.62812e-06,-0.000639411
2311,0.28571399999999997,0.28571399999999997,0.0,0.4285725,1.0,1.4488200000000001e-06,-0.000128167
4183,0.5714266666666667,0.0,0.7142850000000001,0.4285725,1.0,1.4e-06,-0.000144787
283,0.0,0.28571399999999997,0.1428575,0.7142850000000002,1.0,1.4555e-06,-6.4441e-05
5199,0.7142866666666666,0.0,0.5714274999999999,1.0,1.0,1.45282e-06,-0.00013043200000000001
6544,0.8571399999999999,0.428571,0.1428575,0.0,0.0,1.68368e-06,0.00921894
3388,0.4285733333333333,0.28571399999999997,0.42857249999999986,0.8571424999999998,0.0,1.6033199999999999e-06,0.247074
6997,0.8571399999999999,0.8571399999999998,0.7142850000000001,0.285715,1.0,1.5872e-06,-0.000473636
1011,0.0,1.0,1.0,0.1428575,1.0,1.45149e-06,-0.00246007
7364,1.0,0.1428570000000001,0.5714274999999999,0.285715,0.0,1.4926599999999999e-06,0.360158
566,0.0,0.5714299999999998,0.42857249999999986,0.4285725,0.0,1.6712099999999998e-06,0.0175787
4681,0.5714266666666667,0.5714299999999998,0.5714274999999999,0.5714275,1.0,1.43434e-06,-0.000129619
2977,0.28571399999999997,1.0,0.285715,0.0,1.0,1.7e-06,-0.00260636
8110,1.0,1.0,0.285715,1.0,0.0,1.6890900000000002e-06,0.186937
4368,0.5714266666666667,0.28571399999999997,0.1428575,0.0,0.0,1.55591e-06,0.275383
5652,0.7142866666666666,0.5714299999999998,0.1428575,0.285715,0.0,1.5903999999999998e-06,0.0025844
2508,0.28571399999999997,0.428571,0.5714274999999999,0.8571424999999998,0.0,1.5856000000000001e-06,0.00793173
6026,0.7142866666666666,1.0,0.0,0.7142850000000002,0.0,1.5903999999999998e-06,0.24958899999999998
3435,0.4285733333333333,0.28571399999999997,0.8571424999999999,0.7142850000000002,1.0,1.4227100000000002e-06,-6.0806499999999995e-05
1601,0.14285733333333336,0.5714299999999998,0.5714274999999999,0.0,1.0,1.6016899999999998e-06,-0.00015151799999999998
8106,1.0,1.0,0.285715,0.7142850000000002,0.0,1.6659200000000001e-06,0.0724872
1210,0.14285733333333336,0.1428570000000001,0.42857249999999986,0.7142850000000002,0.0,1.4e-06,0.058035500000000004
371,0.0,0.28571399999999997,1.0,0.1428575,1.0,1.4555e-06,-2.56223e-05
447,0.0,0.428571,0.42857249999999986,1.0,1.0,1.4842400000000002e-06,-3.02177e-05
3899,0.4285733333333333,0.8571399999999998,0.42857249999999986,0.7142850000000002,1.0,1.6890900000000002e-06,-0.0007997880000000001
7309,1.0,0.1428570000000001,0.0,0.8571424999999998,1.0,1.4e-06,-0.000389509
7418,1.0,0.1428570000000001,1.0,0.7142850000000002,0.0,1.5422299999999998e-06,0.357026
5056,0.5714266666666667,1.0,0.5714274999999999,0.0,0.0,1.5761099999999999e-06,0.0307053
4847,0.5714266666666667,0.71429,0.8571424999999999,1.0,1.0,1.6818900000000003e-06,-0.000212693
3626,0.4285733333333333,0.5714299999999998,0.285715,0.7142850000000002,0.0,1.7e-06,0.0014171
6529,0.8571399999999999,0.428571,0.0,0.0,1.0,1.53474e-06,-0.000606641
1948,0.14285733333333336,1.0,0.1428575,0.8571424999999998,0.0,1.51704e-06,0.24821500000000002
4818,0.5714266666666667,0.71429,0.7142850000000001,0.1428575,0.0,1.4201499999999999e-06,0.00833373
1717,0.14285733333333336,0.71429,0.42857249999999986,0.285715,1.0,1.6981700000000001e-06,-0.00010141299999999999
2302,0.28571399999999997,0.1428570000000001,1.0,1.0,0.0,1.4581899999999998e-06,0.267419
6393,0.8571399999999999,0.1428570000000001,1.0,0.5714275,1.0,1.5422299999999998e-06,-0.00046337300000000005
5813,0.7142866666666666,0.71429,0.42857249999999986,0.285715,1.0,1.6331700000000001e-06,-0.000273281
2281,0.28571399999999997,0.1428570000000001,0.8571424999999999,0.5714275,1.0,1.6065799999999999e-06,-0.00022203299999999998
2017,0.14285733333333336,1.0,0.8571424999999999,0.0,1.0,1.44089e-06,-0.00831034
5545,0.7142866666666666,0.428571,0.285715,0.5714275,1.0,1.65024e-06,-0.000299258
3612,0.4285733333333333,0.5714299999999998,0.1428575,0.8571424999999998,0.0,1.5620699999999999e-06,0.00141182
5448,0.7142866666666666,0.28571399999999997,0.5714274999999999,0.5714275,0.0,1.6890900000000002e-06,0.194744
7009,0.8571399999999999,0.8571399999999998,0.8571424999999999,0.0,1.0,1.5513299999999998e-06,-0.00116513
7638,1.0,0.428571,0.7142850000000001,0.4285725,0.0,1.7e-06,0.00591836
5243,0.7142866666666666,0.0,1.0,0.7142850000000002,1.0,1.43434e-06,-0.000149681
2610,0.28571399999999997,0.5714299999999998,0.42857249999999986,0.1428575,0.0,1.7e-06,0.011333200000000002
91,0.0,0.0,0.7142850000000001,0.7142850000000002,1.0,1.68368e-06,-3.3798000000000004e-05
4765,0.5714266666666667,0.71429,0.1428575,0.8571424999999998,1.0,1.5761099999999999e-06,-0.000254093
5723,0.7142866666666666,0.5714299999999998,0.7142850000000001,0.7142850000000002,1.0,1.4125299999999998e-06,-0.000177105
1574,0.14285733333333336,0.5714299999999998,0.285715,0.4285725,0.0,1.7e-06,0.014922299999999998
4297,0.5714266666666667,0.1428570000000001,0.5714274999999999,0.5714275,1.0,1.5452500000000002e-06,-0.000211073
6189,0.8571399999999999,0.0,0.285715,0.8571424999999998,1.0,1.42143e-06,-0.000289362
2196,0.28571399999999997,0.1428570000000001,0.1428575,0.285715,0.0,1.4e-06,0.0014242
6924,0.8571399999999999,0.8571399999999998,0.0,0.8571424999999998,0.0,1.5332499999999999e-06,0.334559
6980,0.8571399999999999,0.8571399999999998,0.5714274999999999,0.285715,0.0,1.5258400000000001e-06,0.00986054
2246,0.28571399999999997,0.1428570000000001,0.5714274999999999,0.4285725,0.0,1.4e-06,0.17039300000000002
379,0.0,0.28571399999999997,1.0,0.7142850000000002,1.0,1.6297999999999998e-06,-4.6885299999999996e-05
7931,1.0,0.71429,1.0,0.7142850000000002,1.0,1.56828e-06,-0.000493018
2093,0.28571399999999997,0.0,0.285715,0.8571424999999998,1.0,1.67298e-06,-8.74695e-05
4904,0.5714266666666667,0.8571399999999998,0.285715,0.5714275,0.0,1.47868e-06,0.09712080000000001
1382,0.14285733333333336,0.28571399999999997,0.8571424999999999,0.4285725,0.0,1.5888e-06,0.417285
3183,0.4285733333333333,0.0,0.8571424999999999,1.0,1.0,1.42786e-06,-4.8638000000000004e-05
1059,0.14285733333333336,0.0,0.285715,0.1428575,1.0,1.55899e-06,-0.00013487299999999998
1070,0.14285733333333336,0.0,0.285715,1.0,0.0,1.6712099999999998e-06,0.00158454
4638,0.5714266666666667,0.5714299999999998,0.1428575,1.0,0.0,1.5377299999999999e-06,0.00054058
1508,0.14285733333333336,0.428571,0.8571424999999999,0.285715,0.0,1.7e-06,0.027866500000000002
1088,0.14285733333333336,0.0,0.5714274999999999,0.0,0.0,1.63486e-06,0.00107579
4687,0.5714266666666667,0.5714299999999998,0.5714274999999999,1.0,1.0,1.47178e-06,-0.000148102
2566,0.28571399999999997,0.5714299999999998,0.0,0.4285725,0.0,1.7e-06,0.00275173
3932,0.4285733333333333,0.8571399999999998,0.7142850000000001,0.8571424999999998,0.0,1.50834e-06,0.038731
7484,1.0,0.28571399999999997,0.42857249999999986,0.8571424999999998,0.0,1.7e-06,0.167614
7372,1.0,0.1428570000000001,0.5714274999999999,0.8571424999999998,0.0,1.5112299999999998e-06,0.390256
3400,0.4285733333333333,0.28571399999999997,0.5714274999999999,0.5714275,0.0,1.6065799999999999e-06,0.303309
445,0.0,0.428571,0.42857249999999986,0.8571424999999998,1.0,1.46768e-06,-2.84591e-05
4947,0.5714266666666667,0.8571399999999998,0.7142850000000001,0.1428575,1.0,1.6468e-06,-0.000649168
1535,0.14285733333333336,0.428571,1.0,1.0,1.0,1.4227100000000002e-06,-4.57458e-05
554,0.0,0.5714299999999998,0.285715,0.7142850000000002,0.0,1.66768e-06,0.0105988
6750,0.8571399999999999,0.5714299999999998,0.7142850000000001,1.0,0.0,1.4e-06,0.00222651
