,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
18930,0.6,7e-07,0.48,5,1.42e-06,0.162885,1
19750,0.28,7e-07,0.56,5,1.38e-06,0.063485,1
25393,0.44,7e-07,0.72,5,1.31e-06,0.000200752,1
13601,0.52,5e-07,0.8,5,1.7e-06,-6.809999999999999e-05,1
22518,0.36,7e-07,0.64,5,1.44e-06,0.122267,1
10456,0.36,5e-07,0.72,5,1.56e-06,0.000592599,1
8863,0.52,5e-07,0.64,5,1.55e-06,0.000253192,1
3230,0.36,5e-07,0.48,5,1.62e-06,0.000149519,1
13706,0.52,5e-07,0.8,5,1.46e-06,2.17e-06,1
10494,0.36,5e-07,0.72,5,1.48e-06,4.3e-05,1
24951,0.36,7e-07,0.72,5,1.38e-06,0.00108798,1
8030,0.36,5e-07,0.64,5,1.62e-06,0.000170137,1
18496,0.52,7e-07,0.48,5,1.48e-06,0.000746574,1
9295,0.6,5e-07,0.64,5,1.48e-06,3.07e-05,1
22000,0.28,7e-07,0.64,5,1.7e-06,-4.970000000000001e-05,1
13787,0.52,5e-07,0.8,5,1.32e-06,0.000226857,1
14059,0.6,5e-07,0.8,5,1.56e-06,0.0013862,1
13781,0.52,5e-07,0.8,5,1.33e-06,0.000225367,1
6975,0.6,5e-07,0.56,5,1.34e-06,0.00176019,1
18446,0.52,7e-07,0.48,5,1.59e-06,0.000682452,1
20493,0.44,7e-07,0.56,5,1.49e-06,0.00131982,1
2993,0.28,5e-07,0.48,5,1.31e-06,0.00039635,1
3286,0.36,5e-07,0.48,5,1.5e-06,0.000471012,1
21738,0.2,7e-07,0.64,5,1.4e-06,0.0647912,1
5216,0.28,5e-07,0.56,5,1.66e-06,0.000191802,1
10951,0.44,5e-07,0.72,5,1.38e-06,0.00039553900000000004,1
17771,0.36,7e-07,0.48,5,1.34e-06,0.0772272,1
19275,0.2,7e-07,0.56,5,1.52e-06,0.000489583,1
10115,0.28,5e-07,0.72,5,1.44e-06,1.49e-05,1
14136,0.6,5e-07,0.8,5,1.4e-06,0.00183535,1
8888,0.52,5e-07,0.64,5,1.5e-06,0.000311044,1
23353,0.52,7e-07,0.64,5,1.37e-06,0.00176249,1
3627,0.44,5e-07,0.48,5,1.63e-06,-1.24e-05,1
7339,0.2,5e-07,0.64,5,1.4e-06,0.000152495,1
6585,0.52,5e-07,0.56,5,1.32e-06,0.000341559,1
1379,0.44,5e-07,0.4,5,1.33e-06,0.00142055,1
11626,0.6,5e-07,0.72,5,1.63e-06,9.63e-05,1
9229,0.6,5e-07,0.64,5,1.63e-06,0.000211914,1
23269,0.52,7e-07,0.64,5,1.54e-06,0.0009589360000000001,1
8186,0.36,5e-07,0.64,5,1.32e-06,0.0007386119999999999,1
16099,0.52,7e-07,0.4,5,1.47e-06,0.000322206,1
12005,0.2,5e-07,0.8,5,1.69e-06,-6.840000000000001e-05,1
2944,0.28,5e-07,0.48,5,1.39e-06,5.03e-05,1
19351,0.2,7e-07,0.56,5,1.38e-06,0.05328430000000001,1
15641,0.44,7e-07,0.4,5,1.6e-06,-3.77e-05,1
16436,0.6,7e-07,0.4,5,1.61e-06,0.00018570599999999997,1
6006,0.44,5e-07,0.56,5,1.68e-06,3.5799999999999996e-05,1
8519,0.44,5e-07,0.64,5,1.44e-06,9.32e-05,1
8107,0.36,5e-07,0.64,5,1.46e-06,1.77e-05,1
12582,0.28,5e-07,0.8,5,1.33e-06,0.00023999900000000002,1
14563,0.2,7e-07,0.4,5,1.36e-06,0.0378587,1
9637,0.2,5e-07,0.72,5,1.61e-06,0.000323318,1
6525,0.52,5e-07,0.56,5,1.42e-06,0.00010364200000000001,1
24494,0.28,7e-07,0.72,5,1.48e-06,0.0201457,1
8831,0.52,5e-07,0.64,5,1.62e-06,0.000204833,1
10428,0.36,5e-07,0.72,5,1.63e-06,0.000333613,1
6837,0.6,5e-07,0.56,5,1.61e-06,0.000405407,1
21395,0.6,7e-07,0.56,5,1.31e-06,0.000240691,1
3658,0.44,5e-07,0.48,5,1.56e-06,0.000509226,1
1618,0.52,5e-07,0.4,5,1.65e-06,5.12e-05,1
7284,0.2,5e-07,0.64,5,1.5e-06,0.000128525,1
2464,0.2,5e-07,0.48,5,1.55e-06,0.000760605,1
21608,0.2,7e-07,0.64,5,1.68e-06,2.9100000000000003e-05,1
9,0.2,5e-07,0.4,5,1.68e-06,9.350000000000001e-05,1
9234,0.6,5e-07,0.64,5,1.62e-06,6.63e-05,1
18907,0.6,7e-07,0.48,5,1.46e-06,0.030054200000000003,1
7690,0.28,5e-07,0.64,5,1.49e-06,0.000114031,1
2524,0.2,5e-07,0.48,5,1.43e-06,7.390000000000001e-05,1
24145,0.2,7e-07,0.72,5,1.39e-06,0.0316169,1
20002,0.36,7e-07,0.56,5,1.69e-06,-8.43e-05,1
22872,0.44,7e-07,0.64,5,1.53e-06,0.000550066,1
20830,0.52,7e-07,0.56,5,1.62e-06,0.000354233,1
22818,0.44,7e-07,0.64,5,1.65e-06,-5.550000000000001e-05,1
9697,0.2,5e-07,0.72,5,1.48e-06,9.17e-05,1
23793,0.6,7e-07,0.64,5,1.31e-06,0.00012527,1
17311,0.28,7e-07,0.48,5,1.45e-06,0.0006782730000000001,1
2563,0.2,5e-07,0.48,5,1.36e-06,0.000541149,1
2958,0.28,5e-07,0.48,5,1.37e-06,0.000694878,1
10962,0.44,5e-07,0.72,5,1.36e-06,0.000383305,1
23649,0.6,7e-07,0.64,5,1.58e-06,0.0009113239999999999,1
22066,0.28,7e-07,0.64,5,1.54e-06,0.00036208,1
23234,0.52,7e-07,0.64,5,1.62e-06,0.000305715,1
22163,0.28,7e-07,0.64,5,1.36e-06,0.0279627,1
7258,0.2,5e-07,0.64,5,1.56e-06,4.6500000000000005e-05,1
14931,0.28,7e-07,0.4,5,1.41e-06,0.000483227,1
11298,0.52,5e-07,0.72,5,1.48e-06,4.26e-05,1
9772,0.2,5e-07,0.72,5,1.34e-06,0.000648919,1
12945,0.36,5e-07,0.8,5,1.39e-06,0.000515982,1
18016,0.44,7e-07,0.48,5,1.66e-06,0.000152819,1
12034,0.2,5e-07,0.8,5,1.62e-06,5.2600000000000005e-05,1
21214,0.6,7e-07,0.56,5,1.66e-06,-7.8e-05,1
17770,0.36,7e-07,0.48,5,1.35e-06,0.08073510000000002,1
13745,0.52,5e-07,0.8,5,1.39e-06,0.000602242,1
11265,0.52,5e-07,0.72,5,1.54e-06,0.000222153,1
23330,0.52,7e-07,0.64,5,1.42e-06,0.07116439999999999,1
90,0.2,5e-07,0.4,5,1.49e-06,0.000439098,1
6902,0.6,5e-07,0.56,5,1.47e-06,1.77e-05,1
21312,0.6,7e-07,0.56,5,1.45e-06,0.161525,1
8949,0.52,5e-07,0.64,5,1.38e-06,0.00013282799999999998,1
978,0.36,5e-07,0.4,5,1.33e-06,0.00038852300000000005,1
8099,0.36,5e-07,0.64,5,1.47e-06,0.00015225200000000002,1
21374,0.6,7e-07,0.56,5,1.34e-06,0.0010823,1
16187,0.52,7e-07,0.4,5,1.32e-06,0.00551273,1
10445,0.36,5e-07,0.72,5,1.59e-06,4.5e-05,1
527,0.28,5e-07,0.4,5,1.42e-06,0.000102242,1
11692,0.6,5e-07,0.72,5,1.49e-06,0.000151071,1
7796,0.28,5e-07,0.64,5,1.3e-06,0.00041080800000000003,1
3632,0.44,5e-07,0.48,5,1.62e-06,-4.35e-05,1
10848,0.44,5e-07,0.72,5,1.58e-06,0.000415014,1
8453,0.44,5e-07,0.64,5,1.57e-06,9.9e-05,1
5209,0.28,5e-07,0.56,5,1.68e-06,4.02e-05,1
6085,0.44,5e-07,0.56,5,1.5e-06,8.149999999999999e-05,1
18156,0.44,7e-07,0.48,5,1.37e-06,0.150929,1
13795,0.52,5e-07,0.8,5,1.31e-06,0.00043352,1
24045,0.2,7e-07,0.72,5,1.59e-06,9.32e-06,1
15651,0.44,7e-07,0.4,5,1.58e-06,0.00046752400000000003,1
3244,0.36,5e-07,0.48,5,1.59e-06,0.000125336,1
10916,0.44,5e-07,0.72,5,1.44e-06,7.03e-05,1
11768,0.6,5e-07,0.72,5,1.35e-06,0.0007623339999999999,1
6887,0.6,5e-07,0.56,5,1.5e-06,0.000143184,1
7724,0.28,5e-07,0.64,5,1.43e-06,9.91e-05,1
18433,0.52,7e-07,0.48,5,1.62e-06,6.63e-05,1
22584,0.36,7e-07,0.64,5,1.32e-06,0.00035288,1
3245,0.36,5e-07,0.48,5,1.59e-06,0.000171951,1
12069,0.2,5e-07,0.8,5,1.54e-06,0.000648521,1
23710,0.6,7e-07,0.64,5,1.45e-06,0.202888,1
6503,0.52,5e-07,0.56,5,1.47e-06,4.6200000000000005e-05,1
15637,0.44,7e-07,0.4,5,1.61e-06,7.42e-05,1
24,0.2,5e-07,0.4,5,1.64e-06,9.01e-05,1
11316,0.52,5e-07,0.72,5,1.44e-06,8.47e-05,1
20996,0.52,7e-07,0.56,5,1.3e-06,0.000133101,1
841,0.36,5e-07,0.4,5,1.6e-06,3.5600000000000005e-05,1
11292,0.52,5e-07,0.72,5,1.49e-06,1.6800000000000002e-05,1
22993,0.44,7e-07,0.64,5,1.31e-06,0.000159613,1
6904,0.6,5e-07,0.56,5,1.46e-06,3.87e-05,1
13619,0.52,5e-07,0.8,5,1.65e-06,6.620000000000001e-05,1
2062,0.6,5e-07,0.4,5,1.55e-06,-4.3799999999999994e-05,1
17314,0.28,7e-07,0.48,5,1.45e-06,0.0007969339999999999,1
6002,0.44,5e-07,0.56,5,1.69e-06,-1.0300000000000001e-05,1
6945,0.6,5e-07,0.56,5,1.39e-06,0.000176081,1
3330,0.36,5e-07,0.48,5,1.42e-06,0.000159383,1
1726,0.52,5e-07,0.4,5,1.42e-06,8.170000000000001e-05,1
20094,0.36,7e-07,0.56,5,1.48e-06,0.00124827,1
2416,0.2,5e-07,0.48,5,1.66e-06,4.6299999999999994e-05,1
13251,0.44,5e-07,0.8,5,1.58e-06,8.420000000000001e-05,1
8024,0.36,5e-07,0.64,5,1.64e-06,-5.8099999999999996e-05,1
8985,0.52,5e-07,0.64,5,1.32e-06,0.000597141,1
24809,0.36,7e-07,0.72,5,1.68e-06,-5.6899999999999994e-05,1
14155,0.6,5e-07,0.8,5,1.37e-06,0.00623407,1
12469,0.28,5e-07,0.8,5,1.54e-06,0.000851275,1
23703,0.6,7e-07,0.64,5,1.47e-06,0.177488,1
1771,0.52,5e-07,0.4,5,1.34e-06,0.000315282,1
22929,0.44,7e-07,0.64,5,1.42e-06,0.114679,1
9389,0.6,5e-07,0.64,5,1.32e-06,7.68e-05,1
10894,0.44,5e-07,0.72,5,1.48e-06,5.35e-06,1
2412,0.2,5e-07,0.48,5,1.67e-06,1.31e-06,1
12997,0.36,5e-07,0.8,5,1.3e-06,0.00031985,1
16965,0.2,7e-07,0.48,5,1.35e-06,0.0841931,1
8553,0.44,5e-07,0.64,5,1.37e-06,0.000153758,1
12980,0.36,5e-07,0.8,5,1.33e-06,0.00019119099999999998,1
22454,0.36,7e-07,0.64,5,1.57e-06,0.0004960019999999999,1
21625,0.2,7e-07,0.64,5,1.64e-06,-1.77e-05,1
24577,0.28,7e-07,0.72,5,1.33e-06,0.000425168,1
7295,0.2,5e-07,0.64,5,1.48e-06,0.000152553,1
1374,0.44,5e-07,0.4,5,1.34e-06,0.00045289,1
868,0.36,5e-07,0.4,5,1.54e-06,0.000880025,1
12918,0.36,5e-07,0.8,5,1.44e-06,9.779999999999999e-05,1
3366,0.36,5e-07,0.48,5,1.35e-06,0.00017522900000000003,1
13331,0.44,5e-07,0.8,5,1.41e-06,0.000154906,1
20457,0.44,7e-07,0.56,5,1.56e-06,6.05e-05,1
10804,0.44,5e-07,0.72,5,1.69e-06,0.00011970700000000001,1
8160,0.36,5e-07,0.64,5,1.36e-06,0.000340129,1
11740,0.6,5e-07,0.72,5,1.4e-06,0.000294262,1
24927,0.36,7e-07,0.72,5,1.42e-06,0.08802819999999999,1
3265,0.36,5e-07,0.48,5,1.54e-06,0.00046129,1
7603,0.28,5e-07,0.64,5,1.69e-06,2.61e-05,1
18971,0.6,7e-07,0.48,5,1.34e-06,0.00711008,1
24466,0.28,7e-07,0.72,5,1.54e-06,0.000386723,1
972,0.36,5e-07,0.4,5,1.34e-06,0.000757042,1
14491,0.2,7e-07,0.4,5,1.49e-06,0.00019714,1
20865,0.52,7e-07,0.56,5,1.54e-06,0.00037550699999999997,1
14866,0.28,7e-07,0.4,5,1.54e-06,0.000703042,1
20129,0.36,7e-07,0.56,5,1.42e-06,0.125585,1
7707,0.28,5e-07,0.64,5,1.46e-06,6.51e-05,1
1623,0.52,5e-07,0.4,5,1.64e-06,3.96e-05,1
24908,0.36,7e-07,0.72,5,1.46e-06,0.15900599999999998,1
1359,0.44,5e-07,0.4,5,1.36e-06,0.000284473,1
13399,0.44,5e-07,0.8,5,1.3e-06,0.000303944,1
18115,0.44,7e-07,0.48,5,1.44e-06,0.00219497,1
5348,0.28,5e-07,0.56,5,1.38e-06,0.00034700199999999996,1
3269,0.36,5e-07,0.48,5,1.54e-06,0.00017177400000000003,1
22079,0.28,7e-07,0.64,5,1.51e-06,0.000566316,1
22874,0.44,7e-07,0.64,5,1.53e-06,0.0007951960000000001,1
12920,0.36,5e-07,0.8,5,1.43e-06,0.00012527,1
5776,0.36,5e-07,0.56,5,1.34e-06,0.00021260799999999998,1
10097,0.28,5e-07,0.72,5,1.48e-06,1.77e-05,1
14929,0.28,7e-07,0.4,5,1.42e-06,0.000436166,1
23701,0.6,7e-07,0.64,5,1.47e-06,0.15778499999999998,1
66,0.2,5e-07,0.4,5,1.54e-06,6.500000000000001e-05,1
13685,0.52,5e-07,0.8,5,1.5e-06,0.000302267,1
6979,0.6,5e-07,0.56,5,1.33e-06,0.00220473,1
10472,0.36,5e-07,0.72,5,1.53e-06,1.51e-05,1
15357,0.36,7e-07,0.4,5,1.37e-06,0.151084,1
14087,0.6,5e-07,0.8,5,1.5e-06,0.00179395,1
14108,0.6,5e-07,0.8,5,1.46e-06,0.000585216,1
20566,0.44,7e-07,0.56,5,1.35e-06,0.0288038,1
14001,0.6,5e-07,0.8,5,1.7e-06,-8.92e-05,1
18469,0.52,7e-07,0.48,5,1.54e-06,0.00098624,1
6965,0.6,5e-07,0.56,5,1.35e-06,0.00118129,1
1259,0.44,5e-07,0.4,5,1.56e-06,0.000636618,1
9691,0.2,5e-07,0.72,5,1.49e-06,0.000303518,1
23746,0.6,7e-07,0.64,5,1.39e-06,0.000101468,1
3708,0.44,5e-07,0.48,5,1.46e-06,0.000190042,1
13290,0.44,5e-07,0.8,5,1.49e-06,0.00028795599999999997,1
10008,0.28,5e-07,0.72,5,1.68e-06,0.000187905,1
5254,0.28,5e-07,0.56,5,1.57e-06,0.000786673,1
11619,0.6,5e-07,0.72,5,1.65e-06,0.000118129,1
15748,0.44,7e-07,0.4,5,1.38e-06,0.0983038,1
5287,0.28,5e-07,0.56,5,1.5e-06,0.000374741,1
10458,0.36,5e-07,0.72,5,1.56e-06,0.000574934,1
19613,0.28,7e-07,0.56,5,1.67e-06,8.65e-05,1
14810,0.28,7e-07,0.4,5,1.67e-06,2.14e-06,1
8950,0.52,5e-07,0.64,5,1.38e-06,0.00016586900000000002,1
22462,0.36,7e-07,0.64,5,1.55e-06,0.000516552,1
18927,0.6,7e-07,0.48,5,1.42e-06,0.139459,1
2964,0.28,5e-07,0.48,5,1.36e-06,0.0007878210000000001,1
2188,0.6,5e-07,0.4,5,1.32e-06,0.000646255,1
16471,0.6,7e-07,0.4,5,1.53e-06,0.0006695560000000001,1
23748,0.6,7e-07,0.64,5,1.38e-06,0.00170953,1
7645,0.28,5e-07,0.64,5,1.59e-06,0.000388824,1
17246,0.28,7e-07,0.48,5,1.59e-06,-1.63e-05,1
18498,0.52,7e-07,0.48,5,1.48e-06,0.000402968,1
25317,0.44,7e-07,0.72,5,1.44e-06,0.15149300000000002,1
17660,0.36,7e-07,0.48,5,1.56e-06,0.0009374889999999999,1
20809,0.52,7e-07,0.56,5,1.68e-06,2.97e-05,1
21728,0.2,7e-07,0.64,5,1.42e-06,0.104387,1
2800,0.28,5e-07,0.48,5,1.7e-06,3.92e-06,1
22405,0.36,7e-07,0.64,5,1.69e-06,1.3699999999999998e-05,1
14113,0.6,5e-07,0.8,5,1.45e-06,0.00049913,1
13206,0.44,5e-07,0.8,5,1.68e-06,-8.1e-05,1
20572,0.44,7e-07,0.56,5,1.34e-06,0.0237655,1
6403,0.52,5e-07,0.56,5,1.69e-06,6.11e-05,1
12535,0.28,5e-07,0.8,5,1.41e-06,0.000132141,1
1600,0.52,5e-07,0.4,5,1.7e-06,-4.5299999999999997e-05,1
12136,0.2,5e-07,0.8,5,1.4e-06,0.00015275,1
21308,0.6,7e-07,0.56,5,1.46e-06,0.13234500000000002,1
24461,0.28,7e-07,0.72,5,1.55e-06,-7.67e-06,1
9263,0.6,5e-07,0.64,5,1.55e-06,-3.24e-06,1
8199,0.36,5e-07,0.64,5,1.3e-06,0.00022809,1
24086,0.2,7e-07,0.72,5,1.5e-06,0.00309618,1
18053,0.44,7e-07,0.48,5,1.57e-06,0.000992719,1
11709,0.6,5e-07,0.72,5,1.45e-06,-6.27e-06,1
4444,0.6,5e-07,0.48,5,1.59e-06,0.000330367,1
9350,0.6,5e-07,0.64,5,1.38e-06,0.000437095,1
24948,0.36,7e-07,0.72,5,1.38e-06,0.00194911,1
20481,0.44,7e-07,0.56,5,1.51e-06,0.00047887,1
19254,0.2,7e-07,0.56,5,1.57e-06,0.00118039,1
9607,0.2,5e-07,0.72,5,1.68e-06,0.00013630000000000003,1
15791,0.44,7e-07,0.4,5,1.31e-06,0.0460246,1
14037,0.6,5e-07,0.8,5,1.61e-06,-1.66e-05,1
1646,0.52,5e-07,0.4,5,1.59e-06,0.000635155,1
4070,0.52,5e-07,0.48,5,1.53e-06,0.00039931300000000004,1
16430,0.6,7e-07,0.4,5,1.62e-06,-1.67e-05,1
8975,0.52,5e-07,0.64,5,1.34e-06,0.0009655239999999999,1
22919,0.44,7e-07,0.64,5,1.44e-06,0.16562000000000002,1
4543,0.6,5e-07,0.48,5,1.39e-06,9.98e-05,1
15763,0.44,7e-07,0.4,5,1.36e-06,0.30381199999999997,1
4508,0.6,5e-07,0.48,5,1.46e-06,4.429999999999999e-05,1
16991,0.2,7e-07,0.48,5,1.31e-06,0.0477856,1
15661,0.44,7e-07,0.4,5,1.55e-06,0.00110525,1
5635,0.36,5e-07,0.56,5,1.61e-06,6.82e-05,1
4510,0.6,5e-07,0.48,5,1.45e-06,7.81e-06,1
15639,0.44,7e-07,0.4,5,1.6e-06,4.51e-06,1
8935,0.52,5e-07,0.64,5,1.41e-06,0.00032131,1
22535,0.36,7e-07,0.64,5,1.41e-06,0.08038139999999999,1
13396,0.44,5e-07,0.8,5,1.3e-06,0.000299643,1
5383,0.28,5e-07,0.56,5,1.33e-06,0.000303671,1
10517,0.36,5e-07,0.72,5,1.44e-06,2.11e-05,1
8535,0.44,5e-07,0.64,5,1.41e-06,0.000138429,1
8878,0.52,5e-07,0.64,5,1.52e-06,0.00026519200000000003,1
4881,0.2,5e-07,0.56,5,1.51e-06,0.000184909,1
16596,0.6,7e-07,0.4,5,1.3e-06,0.00021684,1
2185,0.6,5e-07,0.4,5,1.32e-06,0.00033198699999999995,1
553,0.28,5e-07,0.4,5,1.37e-06,0.000569141,1
18095,0.44,7e-07,0.48,5,1.48e-06,0.000460028,1
2816,0.28,5e-07,0.48,5,1.66e-06,5.3700000000000004e-05,1
20451,0.44,7e-07,0.56,5,1.58e-06,0.000130177,1
16109,0.52,7e-07,0.4,5,1.45e-06,0.000129118,1
14469,0.2,7e-07,0.4,5,1.54e-06,0.000323796,1
5720,0.36,5e-07,0.56,5,1.43e-06,6.42e-06,1
15628,0.44,7e-07,0.4,5,1.63e-06,0.000288183,1
25202,0.44,7e-07,0.72,5,1.69e-06,-5.24e-05,1
8041,0.36,5e-07,0.64,5,1.6e-06,0.000428585,1
13675,0.52,5e-07,0.8,5,1.52e-06,7.53e-06,1
10970,0.44,5e-07,0.72,5,1.35e-06,0.000487105,1
22917,0.44,7e-07,0.64,5,1.44e-06,0.160425,1
4050,0.52,5e-07,0.48,5,1.58e-06,0.000393724,1
3618,0.44,5e-07,0.48,5,1.65e-06,7.219999999999999e-05,1
8051,0.36,5e-07,0.64,5,1.58e-06,-2.4100000000000003e-05,1
7776,0.28,5e-07,0.64,5,1.34e-06,0.000641182,1
11283,0.52,5e-07,0.72,5,1.51e-06,0.000146981,1
6811,0.6,5e-07,0.56,5,1.67e-06,-1.21e-05,1
842,0.36,5e-07,0.4,5,1.6e-06,1.62e-05,1
4895,0.2,5e-07,0.56,5,1.48e-06,0.000193275,1
3734,0.44,5e-07,0.48,5,1.41e-06,7.65e-05,1
24138,0.2,7e-07,0.72,5,1.4e-06,0.045497,1
2888,0.28,5e-07,0.48,5,1.5e-06,0.000125907,1
20583,0.44,7e-07,0.56,5,1.33e-06,0.00091775,1
5643,0.36,5e-07,0.56,5,1.59e-06,0.0006238169999999999,1
4806,0.2,5e-07,0.56,5,1.68e-06,-1.9e-05,1
15292,0.36,7e-07,0.4,5,1.49e-06,0.000381822,1
10576,0.36,5e-07,0.72,5,1.34e-06,0.000836829,1
11660,0.6,5e-07,0.72,5,1.56e-06,0.000156039,1
194,0.2,5e-07,0.4,5,1.31e-06,0.000283533,1
6173,0.44,5e-07,0.56,5,1.34e-06,0.000341021,1
24834,0.36,7e-07,0.72,5,1.62e-06,0.000153364,1
439,0.28,5e-07,0.4,5,1.6e-06,0.000184108,1
16840,0.2,7e-07,0.48,5,1.6e-06,0.00039569,1
6082,0.44,5e-07,0.56,5,1.51e-06,0.000134676,1
8501,0.44,5e-07,0.64,5,1.47e-06,1.1599999999999999e-05,1
11632,0.6,5e-07,0.72,5,1.62e-06,-5.4600000000000006e-05,1
7372,0.2,5e-07,0.64,5,1.34e-06,0.000527056,1
2560,0.2,5e-07,0.48,5,1.36e-06,0.000316155,1
23288,0.52,7e-07,0.64,5,1.5e-06,0.00886242,1
3335,0.36,5e-07,0.48,5,1.41e-06,5.6000000000000006e-05,1
19250,0.2,7e-07,0.56,5,1.58e-06,0.00100054,1
4135,0.52,5e-07,0.48,5,1.41e-06,0.00026540099999999996,1
24925,0.36,7e-07,0.72,5,1.42e-06,0.10470399999999999,1
6504,0.52,5e-07,0.56,5,1.46e-06,2.5e-05,1
5663,0.36,5e-07,0.56,5,1.55e-06,-1.76e-05,1
23792,0.6,7e-07,0.64,5,1.31e-06,0.000133028,1
14123,0.6,5e-07,0.8,5,1.43e-06,0.000309203,1
15645,0.44,7e-07,0.4,5,1.59e-06,1.4000000000000001e-05,1
2432,0.2,5e-07,0.48,5,1.62e-06,0.000181654,1
17257,0.28,7e-07,0.48,5,1.56e-06,0.00108366,1
14013,0.6,5e-07,0.8,5,1.67e-06,2.55e-05,1
12188,0.2,5e-07,0.8,5,1.32e-06,0.000322444,1
20439,0.44,7e-07,0.56,5,1.6e-06,0.000899562,1
2139,0.6,5e-07,0.4,5,1.4e-06,0.000125212,1
18820,0.6,7e-07,0.48,5,1.65e-06,-6.409999999999999e-05,1
1284,0.44,5e-07,0.4,5,1.5e-06,0.000171785,1
9781,0.2,5e-07,0.72,5,1.33e-06,0.00062808,1
10157,0.28,5e-07,0.72,5,1.37e-06,0.0005345419999999999,1
2562,0.2,5e-07,0.48,5,1.36e-06,0.00046623,1
17313,0.28,7e-07,0.48,5,1.45e-06,0.000777363,1
24416,0.28,7e-07,0.72,5,1.66e-06,-5.56e-05,1
19334,0.2,7e-07,0.56,5,1.41e-06,0.0748148,1
19221,0.2,7e-07,0.56,5,1.65e-06,0.00028664799999999997,1
20076,0.36,7e-07,0.56,5,1.52e-06,0.00015214299999999998,1
21390,0.6,7e-07,0.56,5,1.31e-06,0.00044820300000000005,1
11320,0.52,5e-07,0.72,5,1.43e-06,0.000158969,1
18151,0.44,7e-07,0.48,5,1.38e-06,0.220625,1
1279,0.44,5e-07,0.4,5,1.51e-06,-6.99e-06,1
9361,0.6,5e-07,0.64,5,1.36e-06,0.00046788,1
21687,0.2,7e-07,0.64,5,1.5e-06,0.00108706,1
6578,0.52,5e-07,0.56,5,1.33e-06,0.000638683,1
19652,0.28,7e-07,0.56,5,1.57e-06,0.00103584,1
5617,0.36,5e-07,0.56,5,1.66e-06,0.0001649,1
22416,0.36,7e-07,0.64,5,1.66e-06,6.27e-06,1
4902,0.2,5e-07,0.56,5,1.47e-06,2.3800000000000003e-05,1
22403,0.36,7e-07,0.64,5,1.69e-06,-7.44e-06,1
13204,0.44,5e-07,0.8,5,1.69e-06,-7.63e-05,1
1640,0.52,5e-07,0.4,5,1.6e-06,0.000210594,1
1331,0.44,5e-07,0.4,5,1.41e-06,0.00021450200000000001,1
9686,0.2,5e-07,0.72,5,1.5e-06,0.000400711,1
22932,0.44,7e-07,0.64,5,1.41e-06,0.08690210000000001,1
12546,0.28,5e-07,0.8,5,1.39e-06,0.00044965900000000004,1
20958,0.52,7e-07,0.56,5,1.37e-06,0.0223976,1
22054,0.28,7e-07,0.64,5,1.57e-06,0.00010868399999999999,1
22185,0.28,7e-07,0.64,5,1.32e-06,0.000571695,1
15754,0.44,7e-07,0.4,5,1.37e-06,0.19178199999999998,1
17347,0.28,7e-07,0.48,5,1.39e-06,0.131244,1
2092,0.6,5e-07,0.4,5,1.49e-06,0.00010915700000000001,1
11239,0.52,5e-07,0.72,5,1.6e-06,-3.5499999999999996e-05,1
4936,0.2,5e-07,0.56,5,1.4e-06,2.7899999999999997e-05,1
23356,0.52,7e-07,0.64,5,1.37e-06,0.00583384,1
25285,0.44,7e-07,0.72,5,1.5e-06,0.0166655,1
1653,0.52,5e-07,0.4,5,1.57e-06,0.000825082,1
10948,0.44,5e-07,0.72,5,1.38e-06,0.000339098,1
13326,0.44,5e-07,0.8,5,1.42e-06,0.000135616,1
6934,0.6,5e-07,0.56,5,1.41e-06,0.000132964,1
10950,0.44,5e-07,0.72,5,1.38e-06,0.00038454900000000003,1
89,0.2,5e-07,0.4,5,1.49e-06,0.000509013,1
16036,0.52,7e-07,0.4,5,1.61e-06,-4.14e-05,1
21333,0.6,7e-07,0.56,5,1.41e-06,0.0522873,1
15609,0.44,7e-07,0.4,5,1.68e-06,-7.58e-05,1
3287,0.36,5e-07,0.48,5,1.5e-06,0.000491992,1
847,0.36,5e-07,0.4,5,1.58e-06,-3.1e-05,1
517,0.28,5e-07,0.4,5,1.44e-06,0.000164312,1
6123,0.44,5e-07,0.56,5,1.43e-06,7.15e-05,1
153,0.2,5e-07,0.4,5,1.37e-06,0.000821185,1
4494,0.6,5e-07,0.48,5,1.48e-06,0.000599036,1
19708,0.28,7e-07,0.56,5,1.46e-06,0.00198944,1
10491,0.36,5e-07,0.72,5,1.49e-06,7.54e-05,1
1354,0.44,5e-07,0.4,5,1.37e-06,0.000257345,1
13337,0.44,5e-07,0.8,5,1.4e-06,0.000311929,1
2496,0.2,5e-07,0.48,5,1.48e-06,0.00033745199999999997,1
13303,0.44,5e-07,0.8,5,1.47e-06,1.27e-05,1
16943,0.2,7e-07,0.48,5,1.39e-06,0.0319795,1
4997,0.2,5e-07,0.56,5,1.3e-06,0.000394876,1
8495,0.44,5e-07,0.64,5,1.48e-06,0.00017383900000000001,1
1670,0.52,5e-07,0.4,5,1.53e-06,-3.06e-05,1
24529,0.28,7e-07,0.72,5,1.42e-06,0.0826706,1
14193,0.6,5e-07,0.8,5,1.31e-06,0.00239116,1
11343,0.52,5e-07,0.72,5,1.39e-06,0.000289075,1
4004,0.52,5e-07,0.48,5,1.69e-06,-1.74e-05,1
