Fill Factor,Pitch,Duty Cycle,Theta,Mode,Lambda,Transmission
0.0,0.0,0.0,0.0,0.0,1.36793e-06,0.00092077
0.0,0.0,0.0,0.0,1.0,1.56231e-06,-0.00018390599999999998
0.0,0.0,0.0,0.20000000000000007,0.0,1.52546e-06,0.0010319
0.0,0.0,0.0,0.20000000000000007,1.0,1.4548099999999999e-06,-0.000122049
0.0,0.0,0.0,0.39999999999999997,0.0,1.54042e-06,0.0008915389999999999
0.0,0.0,0.0,0.39999999999999997,1.0,1.61509e-06,-7.402340000000001e-05
0.0,0.0,0.0,0.6,0.0,1.31713e-06,0.00280798
0.0,0.0,0.0,0.6,1.0,1.6589599999999999e-06,-4.70007e-05
0.0,0.0,0.0,0.8,0.0,1.57349e-06,0.000836606
0.0,0.0,0.0,0.8,1.0,1.69215e-06,-4.0009e-05
0.0,0.0,0.0,1.0,0.0,1.35445e-06,0.00137499
0.0,0.0,0.0,1.0,1.0,1.61985e-06,-4.2469099999999996e-05
0.0,0.0,0.1999999999999999,0.0,0.0,1.5339700000000003e-06,0.00097836
0.0,0.0,0.1999999999999999,0.0,1.0,1.5871200000000001e-06,-0.00015179
0.0,0.0,0.1999999999999999,0.20000000000000007,0.0,1.5491e-06,0.0008874060000000001
0.0,0.0,0.1999999999999999,0.20000000000000007,1.0,1.58255e-06,-0.000102085
0.0,0.0,0.1999999999999999,0.39999999999999997,0.0,1.5600899999999998e-06,0.0007740160000000001
0.0,0.0,0.1999999999999999,0.39999999999999997,1.0,1.41185e-06,-8.14204e-05
0.0,0.0,0.1999999999999999,0.6,0.0,1.5757399999999998e-06,0.000813798
0.0,0.0,0.1999999999999999,0.6,1.0,1.4548099999999999e-06,-3.2351500000000004e-05
0.0,0.0,0.1999999999999999,0.8,0.0,1.31713e-06,0.000693895
0.0,0.0,0.1999999999999999,0.8,1.0,1.63917e-06,-4.38717e-05
0.0,0.0,0.1999999999999999,1.0,0.0,1.3e-06,0.00214063
0.0,0.0,0.1999999999999999,1.0,1.0,1.6080100000000002e-06,-4.50185e-05
0.0,0.0,0.4000000000000001,0.0,0.0,1.5600899999999998e-06,0.000915907
0.0,0.0,0.4000000000000001,0.0,1.0,1.36964e-06,-0.000105635
0.0,0.0,0.4000000000000001,0.20000000000000007,0.0,1.57124e-06,0.000793163
0.0,0.0,0.4000000000000001,0.20000000000000007,1.0,1.5578799999999998e-06,-7.89235e-05
0.0,0.0,0.4000000000000001,0.39999999999999997,0.0,1.58255e-06,0.00078118
0.0,0.0,0.4000000000000001,0.39999999999999997,1.0,1.4265e-06,-6.78706e-05
0.0,0.0,0.4000000000000001,0.6,0.0,1.32507e-06,0.000695778
0.0,0.0,0.4000000000000001,0.6,1.0,1.4606100000000001e-06,-3.54092e-05
0.0,0.0,0.4000000000000001,0.8,0.0,1.3396e-06,0.00076605
0.0,0.0,0.4000000000000001,0.8,1.0,1.6490099999999999e-06,-3.63645e-05
0.0,0.0,0.4000000000000001,1.0,0.0,1.3234700000000001e-06,0.0025626
0.0,0.0,0.4000000000000001,1.0,1.0,1.62224e-06,-3.79991e-05
0.0,0.0,0.6,0.0,0.0,1.3234700000000001e-06,0.000713365
0.0,0.0,0.6,0.0,1.0,1.4302100000000002e-06,-3.95845e-05
0.0,0.0,0.6,0.20000000000000007,0.0,1.5339700000000003e-06,0.0006652639999999999
0.0,0.0,0.6,0.20000000000000007,1.0,1.61036e-06,-4.92875e-05
0.0,0.0,0.6,0.39999999999999997,0.0,1.3396e-06,0.000806651
0.0,0.0,0.6,0.39999999999999997,1.0,1.4645e-06,-2.48895e-05
0.0,0.0,0.6,0.6,0.0,1.5491e-06,0.000644481
0.0,0.0,0.6,0.6,1.0,1.6564599999999999e-06,-3.8235700000000004e-05
0.0,0.0,0.6,0.8,0.0,1.3331e-06,0.000997291
0.0,0.0,0.6,0.8,1.0,1.5087100000000001e-06,-3.23234e-05
0.0,0.0,0.6,1.0,0.0,1.5191399999999998e-06,0.00082339
0.0,0.0,0.6,1.0,1.0,1.4763e-06,-2.1142600000000003e-05
