Theta,Pitch,Duty Cycle,Fill Factor,Mode,Lambda,Transmission
14.2222,7.50E-07,0.65,0.25,1,1.64162E-06,-0.0145979
14.2222,7.50E-07,0.65,0.25,1,1.63917E-06,-0.0157201
14.2222,7.50E-07,0.65,0.25,1,1.63673E-06,-0.0171258
14.2222,7.50E-07,0.65,0.25,1,1.6343E-06,-0.0189134
14.2222,7.50E-07,0.65,0.25,1,1.63187E-06,-0.0212283
14.2222,7.50E-07,0.65,0.25,1,1.62946E-06,-0.024257
14.2222,7.50E-07,0.65,0.25,1,1.62704E-06,-0.028209
14.2222,7.50E-07,0.65,0.25,1,1.62464E-06,-0.0332893
14.2222,7.50E-07,0.65,0.25,1,1.62224E-06,-0.0396675
14.2222,7.50E-07,0.65,0.25,1,1.61985E-06,-0.0474515
14.2222,7.50E-07,0.65,0.25,1,1.61747E-06,-0.0566705
14.2222,7.50E-07,0.65,0.25,1,1.61509E-06,-0.0672743
14.2222,7.50E-07,0.65,0.25,1,1.61272E-06,-0.0791473
14.2222,7.50E-07,0.65,0.25,1,1.61036E-06,-0.0921351
14.2222,7.50E-07,0.65,0.25,1,1.60801E-06,-0.106076
14.2222,7.50E-07,0.65,0.25,1,1.60566E-06,-0.12083
14.2222,7.50E-07,0.65,0.25,1,1.60332E-06,-0.136295
14.2222,7.50E-07,0.65,0.25,1,1.60098E-06,-0.152406
14.2222,7.50E-07,0.65,0.25,1,1.59866E-06,-0.169118
14.2222,7.50E-07,0.65,0.25,1,1.59633E-06,-0.186368
14.2222,7.50E-07,0.65,0.25,1,1.59402E-06,-0.204043
14.2222,7.50E-07,0.65,0.25,1,1.59171E-06,-0.221935
14.2222,7.50E-07,0.65,0.25,1,1.58941E-06,-0.239725
14.2222,7.50E-07,0.65,0.25,1,1.58712E-06,-0.256983
14.2222,7.50E-07,0.65,0.25,1,1.58483E-06,-0.273194
14.2222,7.50E-07,0.65,0.25,1,1.58255E-06,-0.287806
14.2222,7.50E-07,0.65,0.25,1,1.58027E-06,-0.300295
14.2222,7.50E-07,0.65,0.25,1,1.57801E-06,-0.310231
14.2222,7.50E-07,0.65,0.25,1,1.57574E-06,-0.317331
14.2222,7.50E-07,0.65,0.25,1,1.57349E-06,-0.321498
14.2222,7.50E-07,0.65,0.25,1,1.57124E-06,-0.32282
14.2222,7.50E-07,0.65,0.25,1,0.000001569,-0.321547
14.2222,7.50E-07,0.65,0.25,1,1.56676E-06,-0.318045
14.2222,7.50E-07,0.65,0.25,1,1.56453E-06,-0.312723
14.2222,7.50E-07,0.65,0.25,1,1.56231E-06,-0.305974
14.2222,7.50E-07,0.65,0.25,1,1.56009E-06,-0.298115
14.2222,7.50E-07,0.65,0.25,1,1.55788E-06,-0.289354
14.2222,7.50E-07,0.65,0.25,1,1.55568E-06,-0.279782
14.2222,7.50E-07,0.65,0.25,1,1.55348E-06,-0.269387
14.2222,7.50E-07,0.65,0.25,1,1.55129E-06,-0.258095
14.2222,7.50E-07,0.65,0.25,1,1.5491E-06,-0.245818
14.2222,7.50E-07,0.65,0.25,1,1.54692E-06,-0.232504
14.2222,7.50E-07,0.65,0.25,1,1.54475E-06,-0.218169
14.2222,7.50E-07,0.65,0.25,1,1.54258E-06,-0.202925
14.2222,7.50E-07,0.65,0.25,1,1.54042E-06,-0.18698
14.2222,7.50E-07,0.65,0.25,1,1.53827E-06,-0.170615
14.2222,7.50E-07,0.65,0.25,1,1.53612E-06,-0.154158
14.2222,7.50E-07,0.65,0.25,1,1.53397E-06,-0.137946
14.2222,7.50E-07,0.65,0.25,1,1.53184E-06,-0.122285
14.2222,7.50E-07,0.65,0.25,1,1.5297E-06,-0.107427
14.2222,7.50E-07,0.65,0.25,1,1.52758E-06,-0.0935523
14.2222,7.50E-07,0.65,0.25,1,1.52546E-06,-0.0807663
14.2222,7.50E-07,0.65,0.25,1,1.52335E-06,-0.0691083
14.2222,7.50E-07,0.65,0.25,1,1.52124E-06,-0.0585672
14.2222,7.50E-07,0.65,0.25,1,1.51914E-06,-0.0491006
14.2222,7.50E-07,0.65,0.25,1,1.51704E-06,-0.040652
14.2222,7.50E-07,0.65,0.25,1,1.51495E-06,-0.0331639
14.2222,7.50E-07,0.65,0.25,1,1.51287E-06,-0.0265849
14.2222,7.50E-07,0.65,0.25,1,1.51079E-06,-0.0208709
14.2222,7.50E-07,0.65,0.25,1,1.50871E-06,-0.0159824
14.2222,7.50E-07,0.65,0.25,1,1.50665E-06,-0.0118794
14.2222,7.50E-07,0.65,0.25,1,1.50458E-06,-0.00851657
14.2222,7.50E-07,0.65,0.25,1,1.50253E-06,-0.00583968
14.2222,7.50E-07,0.65,0.25,1,1.50048E-06,-0.00378481
14.2222,7.50E-07,0.65,0.25,1,1.49843E-06,-0.00227974
14.2222,7.50E-07,0.65,0.25,1,1.49639E-06,-0.00124711
14.2222,7.50E-07,0.65,0.25,1,1.49436E-06,-0.000608226
14.2222,7.50E-07,0.65,0.25,1,1.49233E-06,-0.000286735
14.2222,7.50E-07,0.65,0.25,1,1.49031E-06,-0.000211298
14.2222,7.50E-07,0.65,0.25,1,1.48829E-06,-0.000317176
14.2222,7.50E-07,0.65,0.25,1,1.48628E-06,-0.000546803
14.2222,7.50E-07,0.65,0.25,1,1.48427E-06,-0.000849755
14.2222,7.50E-07,0.65,0.25,1,1.48227E-06,-0.00118257
14.2222,7.50E-07,0.65,0.25,1,1.48028E-06,-0.00150871
14.2222,7.50E-07,0.65,0.25,1,1.47829E-06,-0.00179892
14.2222,7.50E-07,0.65,0.25,1,1.4763E-06,-0.00203161
14.2222,7.50E-07,0.65,0.25,1,1.47432E-06,-0.00219333
14.2222,7.50E-07,0.65,0.25,1,1.47235E-06,-0.00227875
14.2222,7.50E-07,0.65,0.25,1,1.47038E-06,-0.00229005
14.2222,7.50E-07,0.65,0.25,1,1.46841E-06,-0.00223566
14.2222,7.50E-07,0.65,0.25,1,1.46646E-06,-0.00212847
14.2222,7.50E-07,0.65,0.25,1,1.4645E-06,-0.00198372
14.2222,7.50E-07,0.65,0.25,1,1.46255E-06,-0.00181714
14.2222,7.50E-07,0.65,0.25,1,1.46061E-06,-0.00164327
14.2222,7.50E-07,0.65,0.25,1,1.45867E-06,-0.00147455
14.2222,7.50E-07,0.65,0.25,1,1.45674E-06,-0.00132085
14.2222,7.50E-07,0.65,0.25,1,1.45481E-06,-0.00118958
14.2222,7.50E-07,0.65,0.25,1,1.45289E-06,-0.00108599
14.2222,7.50E-07,0.65,0.25,1,1.45097E-06,-0.00101355
14.2222,7.50E-07,0.65,0.25,1,1.44906E-06,-0.000974129
14.2222,7.50E-07,0.65,0.25,1,1.44715E-06,-0.000968078
14.2222,7.50E-07,0.65,0.25,1,1.44525E-06,-0.000994093
14.2222,7.50E-07,0.65,0.25,1,1.44335E-06,-0.00104908
14.2222,7.50E-07,0.65,0.25,1,1.44146E-06,-0.00112813
14.2222,7.50E-07,0.65,0.25,1,1.43957E-06,-0.00122474
14.2222,7.50E-07,0.65,0.25,1,1.43769E-06,-0.00133122
14.2222,7.50E-07,0.65,0.25,1,1.43581E-06,-0.0014394
14.2222,7.50E-07,0.65,0.25,1,1.43394E-06,-0.00154135
14.2222,7.50E-07,0.65,0.25,1,1.43207E-06,-0.00163006
14.2222,7.50E-07,0.65,0.25,1,1.43021E-06,-0.00169994
14.2222,7.50E-07,0.65,0.25,1,1.42835E-06,-0.00174704
14.2222,7.50E-07,0.65,0.25,1,1.4265E-06,-0.00176908
14.2222,7.50E-07,0.65,0.25,1,1.42465E-06,-0.00176523
14.2222,7.50E-07,0.65,0.25,1,1.42281E-06,-0.0017359
14.2222,7.50E-07,0.65,0.25,1,1.42097E-06,-0.00168244
14.2222,7.50E-07,0.65,0.25,1,1.41914E-06,-0.0016071
14.2222,7.50E-07,0.65,0.25,1,1.41731E-06,-0.00151292
14.2222,7.50E-07,0.65,0.25,1,1.41548E-06,-0.00140387
14.2222,7.50E-07,0.65,0.25,1,1.41366E-06,-0.00128481
14.2222,7.50E-07,0.65,0.25,1,1.41185E-06,-0.00116148
14.2222,7.50E-07,0.65,0.25,1,1.41004E-06,-0.00104027
14.2222,7.50E-07,0.65,0.25,1,1.40823E-06,-0.000927802
14.2222,7.50E-07,0.65,0.25,1,1.40643E-06,-0.000830418
14.2222,7.50E-07,0.65,0.25,1,1.40463E-06,-0.000753535
14.2222,7.50E-07,0.65,0.25,1,1.40284E-06,-0.000701081
14.2222,7.50E-07,0.65,0.25,1,1.40105E-06,-0.000675047
14.2222,7.50E-07,0.65,0.25,1,1.39927E-06,-0.000675268
14.2222,7.50E-07,0.65,0.25,1,1.39749E-06,-0.000699462
14.2222,7.50E-07,0.65,0.25,1,1.39572E-06,-0.000743515
14.2222,7.50E-07,0.65,0.25,1,1.39395E-06,-0.000801979
14.2222,7.50E-07,0.65,0.25,1,1.39218E-06,-0.00086868
14.2222,7.50E-07,0.65,0.25,1,1.39042E-06,-0.000937375
14.2222,7.50E-07,0.65,0.25,1,1.38866E-06,-0.00100235
14.2222,7.50E-07,0.65,0.25,1,1.38691E-06,-0.00105889
14.2222,7.50E-07,0.65,0.25,1,1.38517E-06,-0.00110361
14.2222,7.50E-07,0.65,0.25,1,1.38342E-06,-0.00113459
14.2222,7.50E-07,0.65,0.25,1,1.38168E-06,-0.00115131
14.2222,7.50E-07,0.65,0.25,1,1.37995E-06,-0.00115449
14.2222,7.50E-07,0.65,0.25,1,1.37822E-06,-0.00114581
14.2222,7.50E-07,0.65,0.25,1,1.37649E-06,-0.00112752
14.2222,7.50E-07,0.65,0.25,1,1.37477E-06,-0.00110209
14.2222,7.50E-07,0.65,0.25,1,1.37306E-06,-0.00107191
14.2222,7.50E-07,0.65,0.25,1,1.37134E-06,-0.001039
14.2222,7.50E-07,0.65,0.25,1,1.36964E-06,-0.00100484
14.2222,7.50E-07,0.65,0.25,1,1.36793E-06,-0.000970346
14.2222,7.50E-07,0.65,0.25,1,1.36623E-06,-0.000935895
14.2222,7.50E-07,0.65,0.25,1,1.36454E-06,-0.000901464
14.2222,7.50E-07,0.65,0.25,1,1.36284E-06,-0.000866823
14.2222,7.50E-07,0.65,0.25,1,1.36116E-06,-0.000831731
14.2222,7.50E-07,0.65,0.25,1,1.35947E-06,-0.000796101
14.2222,7.50E-07,0.65,0.25,1,1.3578E-06,-0.00076011
14.2222,7.50E-07,0.65,0.25,1,1.35612E-06,-0.000724215
14.2222,7.50E-07,0.65,0.25,1,1.35445E-06,-0.000689092
14.2222,7.50E-07,0.65,0.25,1,1.35278E-06,-0.000655508
14.2222,7.50E-07,0.65,0.25,1,1.35112E-06,-0.000624168
14.2222,7.50E-07,0.65,0.25,1,1.34946E-06,-0.000595579
14.2222,7.50E-07,0.65,0.25,1,1.34781E-06,-0.000569971
14.2222,7.50E-07,0.65,0.25,1,1.34616E-06,-0.000547287
14.2222,7.50E-07,0.65,0.25,1,1.34451E-06,-0.000527269
14.2222,7.50E-07,0.65,0.25,1,1.34287E-06,-0.000509587
14.2222,7.50E-07,0.65,0.25,1,1.34123E-06,-0.000493993
14.2222,7.50E-07,0.65,0.25,1,1.3396E-06,-0.000480443
14.2222,7.50E-07,0.65,0.25,1,1.33797E-06,-0.00046915
14.2222,7.50E-07,0.65,0.25,1,1.33634E-06,-0.000460538
14.2222,7.50E-07,0.65,0.25,1,1.33472E-06,-0.000455119
14.2222,7.50E-07,0.65,0.25,1,1.3331E-06,-0.000453302
14.2222,7.50E-07,0.65,0.25,1,1.33149E-06,-0.000455207
14.2222,7.50E-07,0.65,0.25,1,1.32988E-06,-0.000460526
14.2222,7.50E-07,0.65,0.25,1,1.32827E-06,-0.000468484
14.2222,7.50E-07,0.65,0.25,1,1.32667E-06,-0.000477922
14.2222,7.50E-07,0.65,0.25,1,1.32507E-06,-0.000487486
14.2222,7.50E-07,0.65,0.25,1,1.32347E-06,-0.000495891
14.2222,7.50E-07,0.65,0.25,1,1.32188E-06,-0.000502187
14.2222,7.50E-07,0.65,0.25,1,1.32029E-06,-0.00050596
14.2222,7.50E-07,0.65,0.25,1,1.31871E-06,-0.000507421
14.2222,7.50E-07,0.65,0.25,1,1.31713E-06,-0.000507333
14.2222,7.50E-07,0.65,0.25,1,1.31555E-06,-0.000506817
14.2222,7.50E-07,0.65,0.25,1,1.31398E-06,-0.000507041
14.2222,7.50E-07,0.65,0.25,1,1.31241E-06,-0.000508907
14.2222,7.50E-07,0.65,0.25,1,1.31085E-06,-0.000512787
14.2222,7.50E-07,0.65,0.25,1,1.30929E-06,-0.000518395
14.2222,7.50E-07,0.65,0.25,1,1.30773E-06,-0.000524831
14.2222,7.50E-07,0.65,0.25,1,1.30618E-06,-0.0005308
14.2222,7.50E-07,0.65,0.25,1,1.30463E-06,-0.000534954
14.2222,7.50E-07,0.65,0.25,1,1.30308E-06,-0.000536278
14.2222,7.50E-07,0.65,0.25,1,1.30154E-06,-0.000534428
14.2222,7.50E-07,0.65,0.25,1,0.0000013,-0.00052992
14.3333,7.50E-07,0.65,0.25,0,0.0000017,0.000796933
14.3333,7.50E-07,0.65,0.25,0,1.69738E-06,0.00056303
14.3333,7.50E-07,0.65,0.25,0,1.69476E-06,0.000342583
14.3333,7.50E-07,0.65,0.25,0,1.69215E-06,0.000160193
14.3333,7.50E-07,0.65,0.25,0,1.68955E-06,4.23E-05
14.3333,7.50E-07,0.65,0.25,0,1.68696E-06,1.63E-05
14.3333,7.50E-07,0.65,0.25,0,1.68437E-06,0.000109297
14.3333,7.50E-07,0.65,0.25,0,1.6818E-06,0.000347402
14.3333,7.50E-07,0.65,0.25,0,1.67923E-06,0.000754097
14.3333,7.50E-07,0.65,0.25,0,1.67667E-06,0.00134934
14.3333,7.50E-07,0.65,0.25,0,1.67411E-06,0.00214859
14.3333,7.50E-07,0.65,0.25,0,1.67157E-06,0.00316223
14.3333,7.50E-07,0.65,0.25,0,1.66903E-06,0.00439546
14.3333,7.50E-07,0.65,0.25,0,1.6665E-06,0.00584889
14.3333,7.50E-07,0.65,0.25,0,1.66398E-06,0.00751983
14.3333,7.50E-07,0.65,0.25,0,1.66147E-06,0.00940441
14.3333,7.50E-07,0.65,0.25,0,1.65896E-06,0.0115004
14.3333,7.50E-07,0.65,0.25,0,1.65646E-06,0.0138107
14.3333,7.50E-07,0.65,0.25,0,1.65397E-06,0.0163472
14.3333,7.50E-07,0.65,0.25,0,1.65148E-06,0.0191348
14.3333,7.50E-07,0.65,0.25,0,1.64901E-06,0.0222146
14.3333,7.50E-07,0.65,0.25,0,1.64654E-06,0.0256477
14.3333,7.50E-07,0.65,0.25,0,1.64407E-06,0.029516
14.3333,7.50E-07,0.65,0.25,0,1.64162E-06,0.033923
14.3333,7.50E-07,0.65,0.25,0,1.63917E-06,0.0389921
14.3333,7.50E-07,0.65,0.25,0,1.63673E-06,0.0448625
14.3333,7.50E-07,0.65,0.25,0,1.6343E-06,0.0516836
14.3333,7.50E-07,0.65,0.25,0,1.63187E-06,0.0596068
14.3333,7.50E-07,0.65,0.25,0,1.62946E-06,0.0687758
14.3333,7.50E-07,0.65,0.25,0,1.62704E-06,0.079315
14.3333,7.50E-07,0.65,0.25,0,1.62464E-06,0.0913183
14.3333,7.50E-07,0.65,0.25,0,1.62224E-06,0.104837
14.3333,7.50E-07,0.65,0.25,0,1.61985E-06,0.119868
14.3333,7.50E-07,0.65,0.25,0,1.61747E-06,0.136345
14.3333,7.50E-07,0.65,0.25,0,1.61509E-06,0.154136
14.3333,7.50E-07,0.65,0.25,0,1.61272E-06,0.173031
14.3333,7.50E-07,0.65,0.25,0,1.61036E-06,0.192753
14.3333,7.50E-07,0.65,0.25,0,1.60801E-06,0.212956
14.3333,7.50E-07,0.65,0.25,0,1.60566E-06,0.233238
14.3333,7.50E-07,0.65,0.25,0,1.60332E-06,0.253153
14.3333,7.50E-07,0.65,0.25,0,1.60098E-06,0.272228
14.3333,7.50E-07,0.65,0.25,0,1.59866E-06,0.289983
14.3333,7.50E-07,0.65,0.25,0,1.59633E-06,0.305948
14.3333,7.50E-07,0.65,0.25,0,1.59402E-06,0.319692
14.3333,7.50E-07,0.65,0.25,0,1.59171E-06,0.330835
14.3333,7.50E-07,0.65,0.25,0,1.58941E-06,0.339068
14.3333,7.50E-07,0.65,0.25,0,1.58712E-06,0.344169
14.3333,7.50E-07,0.65,0.25,0,1.58483E-06,0.346012
14.3333,7.50E-07,0.65,0.25,0,1.58255E-06,0.34457
14.3333,7.50E-07,0.65,0.25,0,1.58027E-06,0.339919
14.3333,7.50E-07,0.65,0.25,0,1.57801E-06,0.332228
14.3333,7.50E-07,0.65,0.25,0,1.57574E-06,0.321752
14.3333,7.50E-07,0.65,0.25,0,1.57349E-06,0.308819
14.3333,7.50E-07,0.65,0.25,0,1.57124E-06,0.293811
14.3333,7.50E-07,0.65,0.25,0,0.000001569,0.277148
14.3333,7.50E-07,0.65,0.25,0,1.56676E-06,0.259268
14.3333,7.50E-07,0.65,0.25,0,1.56453E-06,0.240608
14.3333,7.50E-07,0.65,0.25,0,1.56231E-06,0.221586
14.3333,7.50E-07,0.65,0.25,0,1.56009E-06,0.202589
14.3333,7.50E-07,0.65,0.25,0,1.55788E-06,0.183961
14.3333,7.50E-07,0.65,0.25,0,1.55568E-06,0.16599
14.3333,7.50E-07,0.65,0.25,0,1.55348E-06,0.148909
14.3333,7.50E-07,0.65,0.25,0,1.55129E-06,0.132892
14.3333,7.50E-07,0.65,0.25,0,1.5491E-06,0.118054
14.3333,7.50E-07,0.65,0.25,0,1.54692E-06,0.104461
14.3333,7.50E-07,0.65,0.25,0,1.54475E-06,0.0921268
14.3333,7.50E-07,0.65,0.25,0,1.54258E-06,0.0810307
14.3333,7.50E-07,0.65,0.25,0,1.54042E-06,0.0711197
14.3333,7.50E-07,0.65,0.25,0,1.53827E-06,0.0623188
14.3333,7.50E-07,0.65,0.25,0,1.53612E-06,0.0545393
14.3333,7.50E-07,0.65,0.25,0,1.53397E-06,0.0476856
14.3333,7.50E-07,0.65,0.25,0,1.53184E-06,0.0416614
14.3333,7.50E-07,0.65,0.25,0,1.5297E-06,0.0363745
14.3333,7.50E-07,0.65,0.25,0,1.52758E-06,0.0317397
14.3333,7.50E-07,0.65,0.25,0,1.52546E-06,0.027681
14.3333,7.50E-07,0.65,0.25,0,1.52335E-06,0.0241325
14.3333,7.50E-07,0.65,0.25,0,1.52124E-06,0.0210376
14.3333,7.50E-07,0.65,0.25,0,1.51914E-06,0.0183483
14.3333,7.50E-07,0.65,0.25,0,1.51704E-06,0.0160237
14.3333,7.50E-07,0.65,0.25,0,1.51495E-06,0.0140282
14.3333,7.50E-07,0.65,0.25,0,1.51287E-06,0.0123299
14.3333,7.50E-07,0.65,0.25,0,1.51079E-06,0.0108991
14.3333,7.50E-07,0.65,0.25,0,1.50871E-06,0.00970692
14.3333,7.50E-07,0.65,0.25,0,1.50665E-06,0.00872476
14.3333,7.50E-07,0.65,0.25,0,1.50458E-06,0.00792384
14.3333,7.50E-07,0.65,0.25,0,1.50253E-06,0.00727525
14.3333,7.50E-07,0.65,0.25,0,1.50048E-06,0.00675038
14.3333,7.50E-07,0.65,0.25,0,1.49843E-06,0.00632153
14.3333,7.50E-07,0.65,0.25,0,1.49639E-06,0.00596271
14.3333,7.50E-07,0.65,0.25,0,1.49436E-06,0.00565042
14.3333,7.50E-07,0.65,0.25,0,1.49233E-06,0.00536443
14.3333,7.50E-07,0.65,0.25,0,1.49031E-06,0.0050883
14.3333,7.50E-07,0.65,0.25,0,1.48829E-06,0.00480981
14.3333,7.50E-07,0.65,0.25,0,1.48628E-06,0.004521
14.3333,7.50E-07,0.65,0.25,0,1.48427E-06,0.00421801
14.3333,7.50E-07,0.65,0.25,0,1.48227E-06,0.0039007
14.3333,7.50E-07,0.65,0.25,0,1.48028E-06,0.00357203
14.3333,7.50E-07,0.65,0.25,0,1.47829E-06,0.00323728
14.3333,7.50E-07,0.65,0.25,0,1.4763E-06,0.00290328
14.3333,7.50E-07,0.65,0.25,0,1.47432E-06,0.0025775
14.3333,7.50E-07,0.65,0.25,0,1.47235E-06,0.00226735
14.3333,7.50E-07,0.65,0.25,0,1.47038E-06,0.00197947
14.3333,7.50E-07,0.65,0.25,0,1.46841E-06,0.00171926
14.3333,7.50E-07,0.65,0.25,0,1.46646E-06,0.00149052
14.3333,7.50E-07,0.65,0.25,0,1.4645E-06,0.00129535
14.3333,7.50E-07,0.65,0.25,0,1.46255E-06,0.0011341
14.3333,7.50E-07,0.65,0.25,0,1.46061E-06,0.0010056
14.3333,7.50E-07,0.65,0.25,0,1.45867E-06,0.00090739
14.3333,7.50E-07,0.65,0.25,0,1.45674E-06,0.000836101
14.3333,7.50E-07,0.65,0.25,0,1.45481E-06,0.000787817
14.3333,7.50E-07,0.65,0.25,0,1.45289E-06,0.000758474
14.3333,7.50E-07,0.65,0.25,0,1.45097E-06,0.000744215
14.3333,7.50E-07,0.65,0.25,0,1.44906E-06,0.000741695
14.3333,7.50E-07,0.65,0.25,0,1.44715E-06,0.000748324
14.3333,7.50E-07,0.65,0.25,0,1.44525E-06,0.000762425
14.3333,7.50E-07,0.65,0.25,0,1.44335E-06,0.000783331
14.3333,7.50E-07,0.65,0.25,0,1.44146E-06,0.000811395
14.3333,7.50E-07,0.65,0.25,0,1.43957E-06,0.000847944
14.3333,7.50E-07,0.65,0.25,0,1.43769E-06,0.000895183
14.3333,7.50E-07,0.65,0.25,0,1.43581E-06,0.000956053
14.3333,7.50E-07,0.65,0.25,0,1.43394E-06,0.00103407
14.3333,7.50E-07,0.65,0.25,0,1.43207E-06,0.00113318
14.3333,7.50E-07,0.65,0.25,0,1.43021E-06,0.00125752
14.3333,7.50E-07,0.65,0.25,0,1.42835E-06,0.00141138
14.3333,7.50E-07,0.65,0.25,0,1.4265E-06,0.00159896
14.3333,7.50E-07,0.65,0.25,0,1.42465E-06,0.00182436
14.3333,7.50E-07,0.65,0.25,0,1.42281E-06,0.00209148
14.3333,7.50E-07,0.65,0.25,0,1.42097E-06,0.00240396
14.3333,7.50E-07,0.65,0.25,0,1.41914E-06,0.00276522
14.3333,7.50E-07,0.65,0.25,0,1.41731E-06,0.00317838
14.3333,7.50E-07,0.65,0.25,0,1.41548E-06,0.00364631
14.3333,7.50E-07,0.65,0.25,0,1.41366E-06,0.00417158
14.3333,7.50E-07,0.65,0.25,0,1.41185E-06,0.00475643
14.3333,7.50E-07,0.65,0.25,0,1.41004E-06,0.00540272
14.3333,7.50E-07,0.65,0.25,0,1.40823E-06,0.00611183
14.3333,7.50E-07,0.65,0.25,0,1.40643E-06,0.00688457
14.3333,7.50E-07,0.65,0.25,0,1.40463E-06,0.00772106
14.3333,7.50E-07,0.65,0.25,0,1.40284E-06,0.00862063
14.3333,7.50E-07,0.65,0.25,0,1.40105E-06,0.0095817
14.3333,7.50E-07,0.65,0.25,0,1.39927E-06,0.0106017
14.3333,7.50E-07,0.65,0.25,0,1.39749E-06,0.0116771
14.3333,7.50E-07,0.65,0.25,0,1.39572E-06,0.0128033
14.3333,7.50E-07,0.65,0.25,0,1.39395E-06,0.0139747
14.3333,7.50E-07,0.65,0.25,0,1.39218E-06,0.015185
14.3333,7.50E-07,0.65,0.25,0,1.39042E-06,0.016427
14.3333,7.50E-07,0.65,0.25,0,1.38866E-06,0.0176927
14.3333,7.50E-07,0.65,0.25,0,1.38691E-06,0.0189737
14.3333,7.50E-07,0.65,0.25,0,1.38517E-06,0.0202614
14.3333,7.50E-07,0.65,0.25,0,1.38342E-06,0.0215463
14.3333,7.50E-07,0.65,0.25,0,1.38168E-06,0.0228192
14.3333,7.50E-07,0.65,0.25,0,1.37995E-06,0.0240702
14.3333,7.50E-07,0.65,0.25,0,1.37822E-06,0.0252894
14.3333,7.50E-07,0.65,0.25,0,1.37649E-06,0.0264666
14.3333,7.50E-07,0.65,0.25,0,1.37477E-06,0.0275912
14.3333,7.50E-07,0.65,0.25,0,1.37306E-06,0.0286524
14.3333,7.50E-07,0.65,0.25,0,1.37134E-06,0.0296394
14.3333,7.50E-07,0.65,0.25,0,1.36964E-06,0.0305411
14.3333,7.50E-07,0.65,0.25,0,1.36793E-06,0.0313467
14.3333,7.50E-07,0.65,0.25,0,1.36623E-06,0.0320457
14.3333,7.50E-07,0.65,0.25,0,1.36454E-06,0.0326283
14.3333,7.50E-07,0.65,0.25,0,1.36284E-06,0.0330859
14.3333,7.50E-07,0.65,0.25,0,1.36116E-06,0.0334115
14.3333,7.50E-07,0.65,0.25,0,1.35947E-06,0.0336001
14.3333,7.50E-07,0.65,0.25,0,1.3578E-06,0.0336493
14.3333,7.50E-07,0.65,0.25,0,1.35612E-06,0.0335593
14.3333,7.50E-07,0.65,0.25,0,1.35445E-06,0.0333336
14.3333,7.50E-07,0.65,0.25,0,1.35278E-06,0.0329792
14.3333,7.50E-07,0.65,0.25,0,1.35112E-06,0.0325059
14.3333,7.50E-07,0.65,0.25,0,1.34946E-06,0.0319272
14.3333,7.50E-07,0.65,0.25,0,1.34781E-06,0.0312591
14.3333,7.50E-07,0.65,0.25,0,1.34616E-06,0.0305198
14.3333,7.50E-07,0.65,0.25,0,1.34451E-06,0.0297295
14.3333,7.50E-07,0.65,0.25,0,1.34287E-06,0.0289088
14.3333,7.50E-07,0.65,0.25,0,1.34123E-06,0.0280788
14.3333,7.50E-07,0.65,0.25,0,1.3396E-06,0.0272594
14.3333,7.50E-07,0.65,0.25,0,1.33797E-06,0.0264693
14.3333,7.50E-07,0.65,0.25,0,1.33634E-06,0.0257247
14.3333,7.50E-07,0.65,0.25,0,1.33472E-06,0.0250388
14.3333,7.50E-07,0.65,0.25,0,1.3331E-06,0.0244215
14.3333,7.50E-07,0.65,0.25,0,1.33149E-06,0.0238793
14.3333,7.50E-07,0.65,0.25,0,1.32988E-06,0.0234147
14.3333,7.50E-07,0.65,0.25,0,1.32827E-06,0.0230268
14.3333,7.50E-07,0.65,0.25,0,1.32667E-06,0.0227111
14.3333,7.50E-07,0.65,0.25,0,1.32507E-06,0.0224603
14.3333,7.50E-07,0.65,0.25,0,1.32347E-06,0.0222646
14.3333,7.50E-07,0.65,0.25,0,1.32188E-06,0.0221119
14.3333,7.50E-07,0.65,0.25,0,1.32029E-06,0.0219892
14.3333,7.50E-07,0.65,0.25,0,1.31871E-06,0.0218824
14.3333,7.50E-07,0.65,0.25,0,1.31713E-06,0.0217772
14.3333,7.50E-07,0.65,0.25,0,1.31555E-06,0.0216599
14.3333,7.50E-07,0.65,0.25,0,1.31398E-06,0.0215174
14.3333,7.50E-07,0.65,0.25,0,1.31241E-06,0.0213381
14.3333,7.50E-07,0.65,0.25,0,1.31085E-06,0.0211117
14.3333,7.50E-07,0.65,0.25,0,1.30929E-06,0.0208301
14.3333,7.50E-07,0.65,0.25,0,1.30773E-06,0.0204871
14.3333,7.50E-07,0.65,0.25,0,1.30618E-06,0.0200786
14.3333,7.50E-07,0.65,0.25,0,1.30463E-06,0.0196026
14.3333,7.50E-07,0.65,0.25,0,1.30308E-06,0.0190592
14.3333,7.50E-07,0.65,0.25,0,1.30154E-06,0.0184503
14.3333,7.50E-07,0.65,0.25,0,0.0000013,0.0177798
14.3333,7.50E-07,0.65,0.25,1,0.0000017,-0.00792383
14.3333,7.50E-07,0.65,0.25,1,1.69738E-06,-0.00819903
14.3333,7.50E-07,0.65,0.25,1,1.69476E-06,-0.00842987
14.3333,7.50E-07,0.65,0.25,1,1.69215E-06,-0.00860028
14.3333,7.50E-07,0.65,0.25,1,1.68955E-06,-0.00870962
14.3333,7.50E-07,0.65,0.25,1,1.68696E-06,-0.00877452
14.3333,7.50E-07,0.65,0.25,1,1.68437E-06,-0.00882561
14.3333,7.50E-07,0.65,0.25,1,1.6818E-06,-0.00889977
