Theta,Pitch,Duty Cycle,Fill Factor,Mode,Lambda,Transmission
8,8.86E-07,0.8,0.6,0,0.00000156231000000000,0.00058235
8,8.86E-07,0.8,0.6,0,0.00000156009000000000,0.000579126
8,8.86E-07,0.8,0.6,0,0.00000155788000000000,0.000543573
8,8.86E-07,0.8,0.6,0,0.00000155568000000000,0.000484353
8,8.86E-07,0.8,0.6,0,0.00000155348000000000,0.000413688
8,8.86E-07,0.8,0.6,0,0.00000155129000000000,0.00034551
8,8.86E-07,0.8,0.6,0,0.00000154910000000000,0.000293433
8,8.86E-07,0.8,0.6,0,0.00000154692000000000,0.000268848
8,8.86E-07,0.8,0.6,0,0.00000154475000000000,0.000279417
8,8.86E-07,0.8,0.6,0,0.00000154258000000000,0.000328172
8,8.86E-07,0.8,0.6,0,0.00000154042000000000,0.000413351
8,8.86E-07,0.8,0.6,0,0.00000153827000000000,0.000528958
8,8.86E-07,0.8,0.6,0,0.00000153612000000000,0.00066596
8,8.86E-07,0.8,0.6,0,0.00000153397000000000,0.000813914
8,8.86E-07,0.8,0.6,0,0.00000153184000000000,0.000962762
8,8.86E-07,0.8,0.6,0,0.00000152970000000000,0.00110451
8,8.86E-07,0.8,0.6,0,0.00000152758000000000,0.00123454
8,8.86E-07,0.8,0.6,0,0.00000152546000000000,0.0013523
8,8.86E-07,0.8,0.6,0,0.00000152335000000000,0.00146141
8,8.86E-07,0.8,0.6,0,0.00000152124000000000,0.00156896
8,8.86E-07,0.8,0.6,0,0.00000151914000000000,0.00168438
8,8.86E-07,0.8,0.6,0,0.00000151704000000000,0.00181792
8,8.86E-07,0.8,0.6,0,0.00000151495000000000,0.00197907
8,8.86E-07,0.8,0.6,0,0.00000151287000000000,0.0021752
8,8.86E-07,0.8,0.6,0,0.00000151079000000000,0.00241058
8,8.86E-07,0.8,0.6,0,0.00000150871000000000,0.002686
8,8.86E-07,0.8,0.6,0,0.00000150665000000000,0.00299902
8,8.86E-07,0.8,0.6,0,0.00000150458000000000,0.00334467
8,8.86E-07,0.8,0.6,0,0.00000150253000000000,0.00371662
8,8.86E-07,0.8,0.6,0,0.00000150048000000000,0.00410841
8,8.86E-07,0.8,0.6,0,0.00000149843000000000,0.00451464
8,8.86E-07,0.8,0.6,0,0.00000149639000000000,0.00493185
8,8.86E-07,0.8,0.6,0,0.00000149436000000000,0.00535895
8,8.86E-07,0.8,0.6,0,0.00000149233000000000,0.00579721
8,8.86E-07,0.8,0.6,0,0.00000149031000000000,0.00624971
8,8.86E-07,0.8,0.6,0,0.00000148829000000000,0.00672055
8,8.86E-07,0.8,0.6,0,0.00000148628000000000,0.00721387
8,8.86E-07,0.8,0.6,0,0.00000148427000000000,0.00773289
8,8.86E-07,0.8,0.6,0,0.00000148227000000000,0.00827913
8,8.86E-07,0.8,0.6,0,0.00000148028000000000,0.00885202
8,8.86E-07,0.8,0.6,0,0.00000147829000000000,0.00944874
8,8.86E-07,0.8,0.6,0,0.00000147630000000000,0.0100645
8,8.86E-07,0.8,0.6,0,0.00000147432000000000,0.010693
8,8.86E-07,0.8,0.6,0,0.00000147235000000000,0.0113273
8,8.86E-07,0.8,0.6,0,0.00000147038000000000,0.0119601
8,8.86E-07,0.8,0.6,0,0.00000146841000000000,0.0125847
8,8.86E-07,0.8,0.6,0,0.00000146646000000000,0.0131952
8,8.86E-07,0.8,0.6,0,0.00000146450000000000,0.0137868
8,8.86E-07,0.8,0.6,0,0.00000146255000000000,0.0143554
8,8.86E-07,0.8,0.6,0,0.00000146061000000000,0.0148982
8,8.86E-07,0.8,0.6,0,0.00000145867000000000,0.0154127
8,8.86E-07,0.8,0.6,0,0.00000145674000000000,0.0158965
8,8.86E-07,0.8,0.6,0,0.00000145481000000000,0.0163474
8,8.86E-07,0.8,0.6,0,0.00000145289000000000,0.0167629
8,8.86E-07,0.8,0.6,0,0.00000145097000000000,0.0171404
8,8.86E-07,0.8,0.6,0,0.00000144906000000000,0.017477
8,8.86E-07,0.8,0.6,0,0.00000144715000000000,0.0177699
8,8.86E-07,0.8,0.6,0,0.00000144525000000000,0.0180164
8,8.86E-07,0.8,0.6,0,0.00000144335000000000,0.0182146
8,8.86E-07,0.8,0.6,0,0.00000144146000000000,0.0183627
8,8.86E-07,0.8,0.6,0,0.00000143957000000000,0.01846
8,8.86E-07,0.8,0.6,0,0.00000143769000000000,0.0185064
8,8.86E-07,0.8,0.6,0,0.00000143581000000000,0.0185024
8,8.86E-07,0.8,0.6,0,0.00000143394000000000,0.018449
8,8.86E-07,0.8,0.6,0,0.00000143207000000000,0.0183473
8,8.86E-07,0.8,0.6,0,0.00000143021000000000,0.0181988
8,8.86E-07,0.8,0.6,0,0.00000142835000000000,0.0180046
8,8.86E-07,0.8,0.6,0,0.00000142650000000000,0.0177659
8,8.86E-07,0.8,0.6,0,0.00000142465000000000,0.0174834
8,8.86E-07,0.8,0.6,0,0.00000142281000000000,0.017158
8,8.86E-07,0.8,0.6,0,0.00000142097000000000,0.0167905
8,8.86E-07,0.8,0.6,0,0.00000141914000000000,0.0163819
8,8.86E-07,0.8,0.6,0,0.00000141731000000000,0.015934
8,8.86E-07,0.8,0.6,0,0.00000141548000000000,0.0154488
8,8.86E-07,0.8,0.6,0,0.00000141366000000000,0.0149296
8,8.86E-07,0.8,0.6,0,0.00000141185000000000,0.0143803
8,8.86E-07,0.8,0.6,0,0.00000141004000000000,0.0138056
8,8.86E-07,0.8,0.6,0,0.00000140823000000000,0.013211
8,8.86E-07,0.8,0.6,0,0.00000140643000000000,0.0126025
8,8.86E-07,0.8,0.6,0,0.00000140463000000000,0.0119864
8,8.86E-07,0.8,0.6,0,0.00000140284000000000,0.0113689
8,8.86E-07,0.8,0.6,0,0.00000140105000000000,0.0107562
8,8.86E-07,0.8,0.6,0,0.00000139927000000000,0.0101539
8,8.86E-07,0.8,0.6,0,0.00000139749000000000,0.00956736
8,8.86E-07,0.8,0.6,0,0.00000139572000000000,0.00900108
8,8.86E-07,0.8,0.6,0,0.00000139395000000000,0.00845905
8,8.86E-07,0.8,0.6,0,0.00000139218000000000,0.00794449
8,8.86E-07,0.8,0.6,0,0.00000139042000000000,0.00745986
8,8.86E-07,0.8,0.6,0,0.00000138866000000000,0.00700674
8,8.86E-07,0.8,0.6,0,0.00000138691000000000,0.00658584
8,8.86E-07,0.8,0.6,0,0.00000138517000000000,0.00619685
8,8.86E-07,0.8,0.6,0,0.00000138342000000000,0.00583848
8,8.86E-07,0.8,0.6,0,0.00000138168000000000,0.00550842
8,8.86E-07,0.8,0.6,0,0.00000137995000000000,0.00520345
8,8.86E-07,0.8,0.6,0,0.00000137822000000000,0.0049196
8,8.86E-07,0.8,0.6,0,0.00000137649000000000,0.00465242
8,8.86E-07,0.8,0.6,0,0.00000137477000000000,0.0043973
8,8.86E-07,0.8,0.6,0,0.00000137306000000000,0.0041498
8,8.86E-07,0.8,0.6,0,0.00000137134000000000,0.00390605
8,8.86E-07,0.8,0.6,0,0.00000136964000000000,0.00366307
8,8.86E-07,0.8,0.6,0,0.00000136793000000000,0.00341901
8,8.86E-07,0.8,0.6,0,0.00000136623000000000,0.0031733
8,8.86E-07,0.8,0.6,0,0.00000136454000000000,0.00292669
8,8.86E-07,0.8,0.6,0,0.00000136284000000000,0.00268108
8,8.86E-07,0.8,0.6,0,0.00000136116000000000,0.00243938
8,8.86E-07,0.8,0.6,0,0.00000135947000000000,0.00220511
8,8.86E-07,0.8,0.6,0,0.00000135780000000000,0.00198206
8,8.86E-07,0.8,0.6,0,0.00000135612000000000,0.00177392
8,8.86E-07,0.8,0.6,0,0.00000135445000000000,0.00158386
8,8.86E-07,0.8,0.6,0,0.00000135278000000000,0.00141424
8,8.86E-07,0.8,0.6,0,0.00000135112000000000,0.00126644
8,8.86E-07,0.8,0.6,0,0.00000134946000000000,0.00114068
8,8.86E-07,0.8,0.6,0,0.00000134781000000000,0.00103611
8,8.86E-07,0.8,0.6,0,0.00000134616000000000,0.000950926
8,8.86E-07,0.8,0.6,0,0.00000134451000000000,0.000882587
8,8.86E-07,0.8,0.6,0,0.00000134287000000000,0.000828137
8,8.86E-07,0.8,0.6,0,0.00000134123000000000,0.000784521
8,8.86E-07,0.8,0.6,0,0.00000133960000000000,0.000748892
8,8.86E-07,0.8,0.6,0,0.00000133797000000000,0.000718871
8,8.86E-07,0.8,0.6,0,0.00000133634000000000,0.000692705
8,8.86E-07,0.8,0.6,0,0.00000133472000000000,0.000669337
8,8.86E-07,0.8,0.6,0,0.00000133310000000000,0.000648353
8,8.86E-07,0.8,0.6,0,0.00000133149000000000,0.00062985
8,8.86E-07,0.8,0.6,0,0.00000132988000000000,0.000614233
8,8.86E-07,0.8,0.6,0,0.00000132827000000000,0.000601991
8,8.86E-07,0.8,0.6,0,0.00000132667000000000,0.000593491
8,8.86E-07,0.8,0.6,0,0.00000132507000000000,0.000588817
8,8.86E-07,0.8,0.6,0,0.00000132347000000000,0.000587698
8,8.86E-07,0.8,0.6,0,0.00000132188000000000,0.000589513
8,8.86E-07,0.8,0.6,0,0.00000132029000000000,0.000593377
8,8.86E-07,0.8,0.6,0,0.00000131871000000000,0.000598285
8,8.86E-07,0.8,0.6,0,0.00000131713000000000,0.000603276
8,8.86E-07,0.8,0.6,0,0.00000131555000000000,0.000607592
8,8.86E-07,0.8,0.6,0,0.00000131398000000000,0.000610784
8,8.86E-07,0.8,0.6,0,0.00000131241000000000,0.000612769
8,8.86E-07,0.8,0.6,0,0.00000131085000000000,0.000613806
8,8.86E-07,0.8,0.6,0,0.00000130929000000000,0.000614418
8,8.86E-07,0.8,0.6,0,0.00000130773000000000,0.000615268
8,8.86E-07,0.8,0.6,0,0.00000130618000000000,0.000617025
8,8.86E-07,0.8,0.6,0,0.00000130463000000000,0.000620234
8,8.86E-07,0.8,0.6,0,0.00000130308000000000,0.000625237
8,8.86E-07,0.8,0.6,0,0.00000130154000000000,0.000632125
8,8.86E-07,0.8,0.6,0,0.00000130000000000000,0.000640758
8,8.86E-07,0.8,0.6,1,0.00000170000000000000,-0.000103319
8,8.86E-07,0.8,0.6,1,0.00000169738000000000,-0.00010801
8,8.86E-07,0.8,0.6,1,0.00000169476000000000,-0.000111946
8,8.86E-07,0.8,0.6,1,0.00000169215000000000,-0.000115155
8,8.86E-07,0.8,0.6,1,0.00000168955000000000,-0.00011772
8,8.86E-07,0.8,0.6,1,0.00000168696000000000,-0.000119693
8,8.86E-07,0.8,0.6,1,0.00000168437000000000,-0.000121025
8,8.86E-07,0.8,0.6,1,0.00000168180000000000,-0.000121537
8,8.86E-07,0.8,0.6,1,0.00000167923000000000,-0.000120944
8,8.86E-07,0.8,0.6,1,0.00000167667000000000,-0.000118924
8,8.86E-07,0.8,0.6,1,0.00000167411000000000,-0.00011522
8,8.86E-07,0.8,0.6,1,0.00000167157000000000,-0.000109744
8,8.86E-07,0.8,0.6,1,0.00000166903000000000,-0.000102658
8,8.86E-07,0.8,0.6,1,0.00000166650000000000,-9.44E-05
8,8.86E-07,0.8,0.6,1,0.00000166398000000000,-8.57E-05
8,8.86E-07,0.8,0.6,1,0.00000166147000000000,-7.74E-05
8,8.86E-07,0.8,0.6,1,0.00000165896000000000,-7.04E-05
8,8.86E-07,0.8,0.6,1,0.00000165646000000000,-6.54E-05
8,8.86E-07,0.8,0.6,1,0.00000165397000000000,-6.30E-05
8,8.86E-07,0.8,0.6,1,0.00000165148000000000,-6.35E-05
8,8.86E-07,0.8,0.6,1,0.00000164901000000000,-6.66E-05
8,8.86E-07,0.8,0.6,1,0.00000164654000000000,-7.20E-05
8,8.86E-07,0.8,0.6,1,0.00000164407000000000,-7.89E-05
8,8.86E-07,0.8,0.6,1,0.00000164162000000000,-8.65E-05
8,8.86E-07,0.8,0.6,1,0.00000163917000000000,-9.40E-05
8,8.86E-07,0.8,0.6,1,0.00000163673000000000,-0.000100571
8,8.86E-07,0.8,0.6,1,0.00000163430000000000,-0.000105624
8,8.86E-07,0.8,0.6,1,0.00000163187000000000,-0.000108756
8,8.86E-07,0.8,0.6,1,0.00000162946000000000,-0.000109796
8,8.86E-07,0.8,0.6,1,0.00000162704000000000,-0.000108807
8,8.86E-07,0.8,0.6,1,0.00000162464000000000,-0.000106062
8,8.86E-07,0.8,0.6,1,0.00000162224000000000,-0.000102017
8,8.86E-07,0.8,0.6,1,0.00000161985000000000,-9.72E-05
8,8.86E-07,0.8,0.6,1,0.00000161747000000000,-9.24E-05
8,8.86E-07,0.8,0.6,1,0.00000161509000000000,-8.80E-05
8,8.86E-07,0.8,0.6,1,0.00000161272000000000,-8.47E-05
8,8.86E-07,0.8,0.6,1,0.00000161036000000000,-8.26E-05
8,8.86E-07,0.8,0.6,1,0.00000160801000000000,-8.21E-05
8,8.86E-07,0.8,0.6,1,0.00000160566000000000,-8.28E-05
8,8.86E-07,0.8,0.6,1,0.00000160332000000000,-8.46E-05
8,8.86E-07,0.8,0.6,1,0.00000160098000000000,-8.70E-05
8,8.86E-07,0.8,0.6,1,0.00000159866000000000,-8.95E-05
8,8.86E-07,0.8,0.6,1,0.00000159633000000000,-9.16E-05
8,8.86E-07,0.8,0.6,1,0.00000159402000000000,-9.31E-05
8,8.86E-07,0.8,0.6,1,0.00000159171000000000,-9.37E-05
8,8.86E-07,0.8,0.6,1,0.00000158941000000000,-9.34E-05
8,8.86E-07,0.8,0.6,1,0.00000158712000000000,-9.24E-05
8,8.86E-07,0.8,0.6,1,0.00000158483000000000,-9.08E-05
8,8.86E-07,0.8,0.6,1,0.00000158255000000000,-8.89E-05
8,8.86E-07,0.8,0.6,1,0.00000158027000000000,-8.68E-05
8,8.86E-07,0.8,0.6,1,0.00000157801000000000,-8.50E-05
8,8.86E-07,0.8,0.6,1,0.00000157574000000000,-8.33E-05
8,8.86E-07,0.8,0.6,1,0.00000157349000000000,-8.19E-05
8,8.86E-07,0.8,0.6,1,0.00000157124000000000,-8.09E-05
8,8.86E-07,0.8,0.6,1,0.00000156900000000000,-8.03E-05
8,8.86E-07,0.8,0.6,1,0.00000156676000000000,-7.99E-05
8,8.86E-07,0.8,0.6,1,0.00000156453000000000,-7.99E-05
8,8.86E-07,0.8,0.6,1,0.00000156231000000000,-8.01E-05
8,8.86E-07,0.8,0.6,1,0.00000156009000000000,-8.06E-05
8,8.86E-07,0.8,0.6,1,0.00000155788000000000,-8.11E-05
8,8.86E-07,0.8,0.6,1,0.00000155568000000000,-8.18E-05
8,8.86E-07,0.8,0.6,1,0.00000155348000000000,-8.23E-05
8,8.86E-07,0.8,0.6,1,0.00000155129000000000,-8.28E-05
8,8.86E-07,0.8,0.6,1,0.00000154910000000000,-8.30E-05
8,8.86E-07,0.8,0.6,1,0.00000154692000000000,-8.31E-05
8,8.86E-07,0.8,0.6,1,0.00000154475000000000,-8.29E-05
8,8.86E-07,0.8,0.6,1,0.00000154258000000000,-8.27E-05
8,8.86E-07,0.8,0.6,1,0.00000154042000000000,-8.24E-05
8,8.86E-07,0.8,0.6,1,0.00000153827000000000,-8.22E-05
8,8.86E-07,0.8,0.6,1,0.00000153612000000000,-8.23E-05
8,8.86E-07,0.8,0.6,1,0.00000153397000000000,-8.26E-05
8,8.86E-07,0.8,0.6,1,0.00000153184000000000,-8.32E-05
8,8.86E-07,0.8,0.6,1,0.00000152970000000000,-8.41E-05
8,8.86E-07,0.8,0.6,1,0.00000152758000000000,-8.51E-05
8,8.86E-07,0.8,0.6,1,0.00000152546000000000,-8.61E-05
8,8.86E-07,0.8,0.6,1,0.00000152335000000000,-8.68E-05
8,8.86E-07,0.8,0.6,1,0.00000152124000000000,-8.70E-05
8,8.86E-07,0.8,0.6,1,0.00000151914000000000,-8.65E-05
8,8.86E-07,0.8,0.6,1,0.00000151704000000000,-8.52E-05
8,8.86E-07,0.8,0.6,1,0.00000151495000000000,-8.31E-05
8,8.86E-07,0.8,0.6,1,0.00000151287000000000,-8.04E-05
8,8.86E-07,0.8,0.6,1,0.00000151079000000000,-7.73E-05
8,8.86E-07,0.8,0.6,1,0.00000150871000000000,-7.42E-05
8,8.86E-07,0.8,0.6,1,0.00000150665000000000,-7.16E-05
8,8.86E-07,0.8,0.6,1,0.00000150458000000000,-6.97E-05
8,8.86E-07,0.8,0.6,1,0.00000150253000000000,-6.89E-05
8,8.86E-07,0.8,0.6,1,0.00000150048000000000,-6.92E-05
8,8.86E-07,0.8,0.6,1,0.00000149843000000000,-7.04E-05
8,8.86E-07,0.8,0.6,1,0.00000149639000000000,-7.23E-05
8,8.86E-07,0.8,0.6,1,0.00000149436000000000,-7.47E-05
8,8.86E-07,0.8,0.6,1,0.00000149233000000000,-7.74E-05
8,8.86E-07,0.8,0.6,1,0.00000149031000000000,-8.01E-05
8,8.86E-07,0.8,0.6,1,0.00000148829000000000,-8.30E-05
8,8.86E-07,0.8,0.6,1,0.00000148628000000000,-8.62E-05
8,8.86E-07,0.8,0.6,1,0.00000148427000000000,-8.98E-05
8,8.86E-07,0.8,0.6,1,0.00000148227000000000,-9.40E-05
8,8.86E-07,0.8,0.6,1,0.00000148028000000000,-9.87E-05
8,8.86E-07,0.8,0.6,1,0.00000147829000000000,-0.000103754
8,8.86E-07,0.8,0.6,1,0.00000147630000000000,-0.000108597
8,8.86E-07,0.8,0.6,1,0.00000147432000000000,-0.000112515
8,8.86E-07,0.8,0.6,1,0.00000147235000000000,-0.000114719
8,8.86E-07,0.8,0.6,1,0.00000147038000000000,-0.000114505
8,8.86E-07,0.8,0.6,1,0.00000146841000000000,-0.000111425
8,8.86E-07,0.8,0.6,1,0.00000146646000000000,-0.000105414
8,8.86E-07,0.8,0.6,1,0.00000146450000000000,-9.68E-05
8,8.86E-07,0.8,0.6,1,0.00000146255000000000,-8.65E-05
8,8.86E-07,0.8,0.6,1,0.00000146061000000000,-7.53E-05
8,8.86E-07,0.8,0.6,1,0.00000145867000000000,-6.46E-05
8,8.86E-07,0.8,0.6,1,0.00000145674000000000,-5.52E-05
8,8.86E-07,0.8,0.6,1,0.00000145481000000000,-4.79E-05
8,8.86E-07,0.8,0.6,1,0.00000145289000000000,-4.31E-05
8,8.86E-07,0.8,0.6,1,0.00000145097000000000,-4.07E-05
8,8.86E-07,0.8,0.6,1,0.00000144906000000000,-4.02E-05
8,8.86E-07,0.8,0.6,1,0.00000144715000000000,-4.10E-05
8,8.86E-07,0.8,0.6,1,0.00000144525000000000,-4.25E-05
8,8.86E-07,0.8,0.6,1,0.00000144335000000000,-4.42E-05
8,8.86E-07,0.8,0.6,1,0.00000144146000000000,-4.59E-05
8,8.86E-07,0.8,0.6,1,0.00000143957000000000,-4.75E-05
8,8.86E-07,0.8,0.6,1,0.00000143769000000000,-4.93E-05
8,8.86E-07,0.8,0.6,1,0.00000143581000000000,-5.18E-05
8,8.86E-07,0.8,0.6,1,0.00000143394000000000,-5.52E-05
8,8.86E-07,0.8,0.6,1,0.00000143207000000000,-5.98E-05
8,8.86E-07,0.8,0.6,1,0.00000143021000000000,-6.55E-05
8,8.86E-07,0.8,0.6,1,0.00000142835000000000,-7.19E-05
8,8.86E-07,0.8,0.6,1,0.00000142650000000000,-7.82E-05
8,8.86E-07,0.8,0.6,1,0.00000142465000000000,-8.37E-05
8,8.86E-07,0.8,0.6,1,0.00000142281000000000,-8.76E-05
8,8.86E-07,0.8,0.6,1,0.00000142097000000000,-8.95E-05
8,8.86E-07,0.8,0.6,1,0.00000141914000000000,-8.90E-05
8,8.86E-07,0.8,0.6,1,0.00000141731000000000,-8.66E-05
8,8.86E-07,0.8,0.6,1,0.00000141548000000000,-8.29E-05
8,8.86E-07,0.8,0.6,1,0.00000141366000000000,-7.91E-05
8,8.86E-07,0.8,0.6,1,0.00000141185000000000,-7.61E-05
8,8.86E-07,0.8,0.6,1,0.00000141004000000000,-7.51E-05
8,8.86E-07,0.8,0.6,1,0.00000140823000000000,-7.67E-05
8,8.86E-07,0.8,0.6,1,0.00000140643000000000,-8.10E-05
8,8.86E-07,0.8,0.6,1,0.00000140463000000000,-8.76E-05
8,8.86E-07,0.8,0.6,1,0.00000140284000000000,-9.55E-05
8,8.86E-07,0.8,0.6,1,0.00000140105000000000,-0.000103769
8,8.86E-07,0.8,0.6,1,0.00000139927000000000,-0.000111079
8,8.86E-07,0.8,0.6,1,0.00000139749000000000,-0.000116521
8,8.86E-07,0.8,0.6,1,0.00000139572000000000,-0.000119585
8,8.86E-07,0.8,0.6,1,0.00000139395000000000,-0.000120291
8,8.86E-07,0.8,0.6,1,0.00000139218000000000,-0.000119143
8,8.86E-07,0.8,0.6,1,0.00000139042000000000,-0.000116976
8,8.86E-07,0.8,0.6,1,0.00000138866000000000,-0.000114705
8,8.86E-07,0.8,0.6,1,0.00000138691000000000,-0.000113078
8,8.86E-07,0.8,0.6,1,0.00000138517000000000,-0.000112466
8,8.86E-07,0.8,0.6,1,0.00000138342000000000,-0.000112778
8,8.86E-07,0.8,0.6,1,0.00000138168000000000,-0.000113505
8,8.86E-07,0.8,0.6,1,0.00000137995000000000,-0.000113896
8,8.86E-07,0.8,0.6,1,0.00000137822000000000,-0.000113214
8,8.86E-07,0.8,0.6,1,0.00000137649000000000,-0.000111003
8,8.86E-07,0.8,0.6,1,0.00000137477000000000,-0.000107279
8,8.86E-07,0.8,0.6,1,0.00000137306000000000,-0.000102601
8,8.86E-07,0.8,0.6,1,0.00000137134000000000,-9.80E-05
8,8.86E-07,0.8,0.6,1,0.00000136964000000000,-9.46E-05
8,8.86E-07,0.8,0.6,1,0.00000136793000000000,-9.37E-05
8,8.86E-07,0.8,0.6,1,0.00000136623000000000,-9.58E-05
8,8.86E-07,0.8,0.6,1,0.00000136454000000000,-0.000101045
8,8.86E-07,0.8,0.6,1,0.00000136284000000000,-0.000108627
8,8.86E-07,0.8,0.6,1,0.00000136116000000000,-0.000117176
8,8.86E-07,0.8,0.6,1,0.00000135947000000000,-0.000124937
8,8.86E-07,0.8,0.6,1,0.00000135780000000000,-0.00013019
8,8.86E-07,0.8,0.6,1,0.00000135612000000000,-0.000131666
8,8.86E-07,0.8,0.6,1,0.00000135445000000000,-0.000128875
8,8.86E-07,0.8,0.6,1,0.00000135278000000000,-0.00012227
8,8.86E-07,0.8,0.6,1,0.00000135112000000000,-0.000113182
8,8.86E-07,0.8,0.6,1,0.00000134946000000000,-0.000103547
8,8.86E-07,0.8,0.6,1,0.00000134781000000000,-9.55E-05
8,8.86E-07,0.8,0.6,1,0.00000134616000000000,-9.07E-05
8,8.86E-07,0.8,0.6,1,0.00000134451000000000,-9.03E-05
8,8.86E-07,0.8,0.6,1,0.00000134287000000000,-9.41E-05
8,8.86E-07,0.8,0.6,1,0.00000134123000000000,-0.000101138
8,8.86E-07,0.8,0.6,1,0.00000133960000000000,-0.000109332
8,8.86E-07,0.8,0.6,1,0.00000133797000000000,-0.000116275
8,8.86E-07,0.8,0.6,1,0.00000133634000000000,-0.000119646
8,8.86E-07,0.8,0.6,1,0.00000133472000000000,-0.000117774
8,8.86E-07,0.8,0.6,1,0.00000133310000000000,-0.000110042
8,8.86E-07,0.8,0.6,1,0.00000133149000000000,-9.71E-05
8,8.86E-07,0.8,0.6,1,0.00000132988000000000,-8.07E-05
8,8.86E-07,0.8,0.6,1,0.00000132827000000000,-6.34E-05
8,8.86E-07,0.8,0.6,1,0.00000132667000000000,-4.82E-05
8,8.86E-07,0.8,0.6,1,0.00000132507000000000,-3.74E-05
8,8.86E-07,0.8,0.6,1,0.00000132347000000000,-3.29E-05
8,8.86E-07,0.8,0.6,1,0.00000132188000000000,-3.50E-05
8,8.86E-07,0.8,0.6,1,0.00000132029000000000,-4.30E-05
8,8.86E-07,0.8,0.6,1,0.00000131871000000000,-5.51E-05
